phase,epi,trans,endo
0.0000,235.9503,247.5817,234.3039
0.0204,234.5478,242.2893,233.0928
0.0408,233.0854,237.3400,231.8075
0.0612,231.6057,233.1687,230.4375
0.0816,230.2056,229.9520,229.0537
0.1020,228.8905,227.2041,227.7880
0.1224,227.5212,223.9585,226.7904
0.1429,225.9084,219.5273,226.1517
0.1633,223.9538,214.1565,225.8228
0.1837,221.7076,208.9978,225.6043
0.2041,219.2752,205.4520,225.2285
0.2245,216.6343,204.3874,224.4737
0.2449,213.5415,205.7207,223.2469
0.2653,209.7053,208.5474,221.6037
0.2857,205.1947,211.6598,219.7121
0.3061,200.7473,214.1186,217.7899
0.3265,200.0000,215.6365,216.0655
0.3469,200.0000,216.6503,214.7958
0.3673,200.0000,218.0043,214.3061
0.3878,200.4080,220.3416,214.9244
0.4082,203.2556,223.5897,216.7561
0.4286,205.9777,226.9715,219.4828
0.4490,208.8354,229.5592,222.4454
0.4694,212.1503,230.9028,224.9872
0.4898,215.7823,231.2387,226.7616
0.5102,219.1731,231.2093,227.8021
0.5306,221.7656,231.4163,228.3890
0.5510,223.3529,232.1453,228.8510
0.5714,224.1395,233.3513,229.4064
0.5918,224.5650,234.8158,230.0965
0.6122,225.0507,236.3450,230.8127
0.6327,225.8182,237.8830,231.3821
0.6531,226.8558,239.4613,231.6636
0.6735,227.9997,241.0444,231.6216
0.6939,229.0540,242.4524,231.3499
0.7143,229.8885,243.4722,231.0285
0.7347,230.4854,244.0446,230.8282
0.7551,230.9200,244.3288,230.8160
0.7755,231.2867,244.5935,230.9082
0.7959,231.6158,245.0439,230.9094
0.8163,231.8491,245.6995,230.6390
0.8367,231.9078,246.3776,230.0817
0.8571,231.7947,246.7839,229.4596
0.8776,231.6293,246.6763,229.1513
0.8980,231.5864,246.0278,229.4770
0.9184,231.8098,245.1116,230.4699
0.9388,232.3758,244.4388,231.8122
0.9592,233.2949,244.5225,233.0244
0.9796,234.5106,245.5636,233.7914
1.0000,235.8975,247.2692,234.1799
