Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.11,202.00,0.12,200.00,0.09
0.40,200.04,0.21,202.05,0.23,200.03,0.17
0.80,200.17,0.42,202.19,0.47,200.14,0.35
1.20,200.38,0.63,202.42,0.70,200.31,0.52
1.60,200.67,0.83,202.75,0.93,200.55,0.69
2.00,201.04,1.03,203.16,1.15,200.86,0.85
2.40,201.50,1.23,203.67,1.37,201.24,1.02
2.80,202.03,1.42,204.26,1.59,201.68,1.18
3.20,202.63,1.61,204.94,1.80,202.18,1.33
3.60,203.31,1.79,205.70,2.00,202.74,1.48
4.00,204.06,1.96,206.54,2.19,203.36,1.62
4.40,204.88,2.12,207.45,2.37,204.04,1.76
4.80,205.76,2.28,208.44,2.55,204.77,1.89
5.20,206.71,2.43,209.49,2.71,205.55,2.01
5.60,207.70,2.56,210.60,2.86,206.37,2.12
6.00,208.76,2.69,211.78,3.00,207.24,2.22
6.40,209.86,2.80,213.00,3.13,208.15,2.32
6.80,211.00,2.91,214.28,3.24,209.09,2.40
7.20,212.18,3.00,215.60,3.35,210.07,2.48
7.60,213.40,3.08,216.96,3.43,211.08,2.54
8.00,214.64,3.14,218.35,3.51,212.11,2.60
8.40,215.91,3.20,219.76,3.57,213.16,2.64
8.80,217.20,3.24,221.20,3.61,214.22,2.68
9.20,218.50,3.26,222.65,3.64,215.30,2.70
9.60,219.81,3.28,224.12,3.66,216.38,2.71
10.00,221.12,3.28,225.58,3.66,217.46,2.71
10.40,222.43,3.26,227.04,3.64,218.55,2.70
10.80,223.73,3.24,228.50,3.61,219.62,2.68
11.20,225.02,3.20,229.93,3.57,220.69,2.64
11.60,226.29,3.14,231.35,3.51,221.74,2.60
12.00,227.53,3.08,232.74,3.43,222.77,2.54
12.40,228.75,3.00,234.10,3.35,223.77,2.48
12.80,229.93,2.91,235.42,3.24,224.75,2.40
13.20,231.07,2.80,236.69,3.13,225.69,2.32
13.60,232.17,2.69,237.92,3.00,226.60,2.22
14.00,233.22,2.56,239.09,2.86,227.47,2.12
14.40,234.22,2.43,240.21,2.71,228.30,2.01
14.80,235.16,2.28,241.26,2.55,229.08,1.89
15.20,236.04,2.12,242.25,2.37,229.81,1.76
15.60,236.86,1.96,243.16,2.19,230.48,1.62
16.00,237.61,1.79,244.00,2.00,231.10,1.48
16.40,238.29,1.61,244.76,1.80,231.67,1.33
16.80,238.90,1.42,245.43,1.59,232.17,1.18
17.20,239.43,1.23,246.03,1.37,232.61,1.02
17.60,239.88,1.03,246.53,1.15,232.98,0.85
18.00,240.26,0.83,246.95,0.93,233.29,0.69
18.40,240.55,0.63,247.28,0.70,233.53,0.52
18.80,240.76,0.42,247.51,0.47,233.70,0.35
19.20,240.88,0.21,247.65,0.23,233.81,0.17
19.60,240.93,0.05,247.70,0.06,233.84,0.04
20.00,240.93,-0.92,247.70,-6.12,233.84,-0.59
20.40,240.19,-2.20,242.80,-11.52,233.37,-1.10
20.80,239.17,-3.08,238.48,-9.48,232.97,-0.92
21.20,237.72,-4.10,235.21,-6.67,232.63,-0.89
21.60,235.89,-4.98,233.15,-3.92,232.25,-1.23
22.00,233.74,-5.64,232.07,-2.06,231.65,-2.01
22.40,231.37,-6.09,231.50,-1.44,230.64,-3.12
22.80,228.87,-6.31,230.93,-1.83,229.15,-4.29
23.20,226.32,-6.31,230.04,-2.67,227.21,-5.26
23.60,223.82,-6.26,228.79,-3.31,224.95,-5.83
24.00,221.32,-6.54,227.39,-3.29,222.54,-5.95
24.40,218.59,-7.55,226.16,-2.60,220.19,-5.60
24.80,215.28,-9.32,225.31,-1.80,218.06,-4.81
25.20,211.13,-11.16,224.71,-1.59,216.34,-3.68
25.60,206.34,-11.71,224.03,-2.14,215.12,-2.39
26.00,201.76,-7.93,223.00,-2.87,214.42,-1.19
26.40,200.00,-2.20,221.74,-2.84,214.17,-0.09
26.80,200.00,0.42,220.73,-1.39,214.35,1.10
27.20,200.33,5.97,220.62,1.29,215.05,2.43
27.60,204.77,12.21,221.76,4.09,216.30,3.65
28.00,210.10,12.86,223.90,5.61,217.97,4.30
28.40,215.06,11.08,226.25,5.25,219.74,4.31
28.80,218.96,8.37,228.10,3.85,221.41,4.05
29.20,221.76,6.11,229.34,3.07,222.98,3.95
29.60,223.85,4.91,230.55,3.88,224.57,4.03
30.00,225.69,4.58,232.44,5.84,226.20,3.91
30.40,227.52,4.51,235.23,7.66,227.70,3.24
30.80,229.30,4.18,238.57,8.33,228.79,2.06
31.20,230.86,3.44,241.89,7.60,229.35,0.81
31.60,232.05,2.53,244.65,5.83,229.44,-0.05
32.00,232.88,1.72,246.55,3.68,229.31,-0.33
32.40,233.43,1.19,247.59,1.81,229.18,-0.15
32.80,233.82,0.94,248.00,0.51,229.18,0.18
33.20,234.17,0.88,248.00,0.00,229.32,0.43
33.60,234.53,0.91,248.00,0.00,229.53,0.52
34.00,234.90,0.96,248.00,0.00,229.74,0.45
34.40,235.29,0.93,248.00,0.00,229.89,0.27
34.80,235.65,0.77,248.00,0.00,229.95,0.03
35.20,235.91,0.50,248.00,0.00,229.91,-0.26
35.60,236.05,0.26,248.00,-0.05,229.75,-0.50
36.00,236.11,0.25,247.96,-0.21,229.51,-0.52
36.40,236.24,0.57,247.83,-0.30,229.33,-0.15
36.80,236.57,1.13,247.72,-0.28,229.39,0.65
37.20,237.15,1.71,247.60,-0.30,229.85,1.63
37.60,237.94,2.10,247.48,-0.28,230.70,2.40
38.00,238.82,2.15,247.38,-0.15,231.76,2.59
38.40,239.66,1.87,247.36,0.09,232.77,2.15
