phase,epi,trans,endo
0.0000,235.7867,247.6365,233.8724
0.0204,234.7037,242.8639,232.8491
0.0408,233.4105,238.1474,231.8287
0.0612,231.8731,233.7283,230.8409
0.0816,230.2133,229.8645,229.9450
0.1020,228.5342,226.5560,229.1985
0.1224,226.7993,223.5872,228.6174
0.1429,224.8740,220.8622,228.1397
0.1633,222.6712,218.6355,227.6139
0.1837,220.2674,217.3741,226.8387
0.2041,217.8822,217.3872,225.6495
0.2245,215.7045,218.5435,224.0044
0.2449,213.6885,220.2734,222.0263
0.2653,211.5244,221.8308,219.9752
0.2857,208.8838,222.6436,218.1560
0.3061,205.7970,222.5565,216.8164
0.3265,202.8558,221.8763,216.1043
0.3469,201.0289,221.2418,216.0985
0.3673,201.1604,221.3294,216.8481
0.3878,203.4616,222.4536,218.3364
0.4082,207.3282,224.3458,220.3714
0.4286,211.6352,226.3936,222.5413
0.4490,215.3361,228.1463,224.3626
0.4694,217.9508,229.5618,225.5414
0.4898,219.6217,230.8160,226.1284
0.5102,220.8015,232.0224,226.4443
0.5306,221.8889,233.1949,226.8551
0.5510,223.0659,234.3804,227.5618
0.5714,224.3476,235.7170,228.5240
0.5918,225.6995,237.3509,229.5260
0.6122,227.0827,239.3139,230.3197
0.6327,228.4263,241.4549,230.7534
0.6531,229.6168,243.4757,230.8281
0.6735,230.5496,245.0696,230.6655
0.6939,231.1899,246.0779,230.4285
0.7143,231.5835,246.5501,230.2508
0.7347,231.8174,246.6816,230.2018
0.7551,231.9670,246.6990,230.2745
0.7755,232.0622,246.7740,230.3877
0.7959,232.0976,246.9855,230.4168
0.8163,232.0747,247.3096,230.2619
0.8367,232.0281,247.6341,229.9324
0.8571,232.0159,247.8063,229.5876
0.8776,232.0957,247.7137,229.4825
0.8980,232.3126,247.3615,229.8220
0.9184,232.6962,246.8975,230.6152
0.9388,233.2581,246.5609,231.6446
0.9592,233.9870,246.5708,232.5971
0.9796,234.8469,247.0017,233.2726
1.0000,235.7795,247.7197,233.7134
