phase,epi,trans,endo,curr_pressure,pred_pressure,ref_pressure
0.0000,234.8570,242.3168,230.3760,32.1525,34.5346,8.0000
0.0204,234.3289,241.9004,229.4225,35.6991,40.0469,53.4921
0.0408,233.3441,241.7852,228.0604,47.7606,55.1134,81.6583
0.0612,231.8764,241.8223,226.3609,63.1063,71.1259,92.2417
0.0816,230.2136,241.3875,224.7657,80.0326,87.3458,101.1377
0.1020,228.5152,239.9277,223.5904,96.9224,103.2132,108.3504
0.1224,226.6569,237.5270,222.7719,110.3726,115.1627,113.8854
0.1429,224.4722,234.7551,222.0552,119.5855,122.4994,117.7476
0.1633,221.9555,231.9905,221.2603,126.7083,126.6199,119.9418
0.1837,219.1375,229.1584,220.3226,128.7282,125.7648,120.4903
0.2041,215.8800,226.1800,219.2122,127.8425,124.0420,120.1031
0.2245,212.0170,223.3719,217.9517,127.1038,121.8158,119.2170
0.2449,207.7984,221.2188,216.7172,126.6023,119.8156,117.9220
0.2653,204.0526,219.9282,215.7862,127.3110,119.5731,116.3084
0.2857,201.6519,219.3450,215.2492,128.7512,120.5058,114.3838
0.3061,200.7333,219.1633,214.7997,129.5600,121.2770,110.8994
0.3265,200.6048,219.0916,213.9897,127.4776,119.5533,105.8703
0.3469,200.5587,218.8981,212.7713,119.1788,112.2477,99.8056
0.3673,200.7161,218.4794,211.6780,102.0446,96.4334,91.6269
0.3878,201.9107,217.9676,211.3944,79.2400,75.5000,80.1613
0.4082,204.7094,217.7244,212.2041,53.3716,50.9871,60.3772
0.4286,208.7026,218.1638,213.8717,29.5809,27.9163,34.2460
0.4490,212.8521,219.5729,215.9516,12.9442,11.6179,5.0001
0.4694,216.3713,222.0628,218.1282,6.2143,5.4951,5.0002
0.4898,219.1182,225.5215,220.2864,4.9665,4.4425,5.0012
0.5102,221.2991,229.4941,222.3442,5.9073,4.9566,5.0041
0.5306,223.0603,233.2167,224.1161,7.1731,5.6450,5.0097
0.5510,224.4039,235.9839,225.3786,7.7652,5.9457,5.0190
0.5714,225.3313,237.5713,226.0403,8.2812,6.4408,5.0329
0.5918,225.9381,238.2840,226.2250,8.7794,6.6937,5.0523
0.6122,226.3715,238.6079,226.1939,9.0982,6.6467,5.0780
0.6327,226.7432,238.8477,226.1880,9.6694,6.8626,5.1111
0.6531,227.0965,239.0430,226.3121,10.3424,7.3853,5.1524
0.6735,227.4346,239.1010,226.5292,10.8836,8.0311,5.2028
0.6939,227.7562,238.9342,226.7403,11.4292,8.6708,5.2633
0.7143,228.0507,238.5392,226.8692,10.9709,8.2830,5.3348
0.7347,228.2769,238.0674,226.8889,9.6883,7.2722,5.4182
0.7551,228.3836,237.8379,226.8040,8.2302,6.3794,5.5144
0.7755,228.3794,238.1720,226.6431,7.6126,6.1775,5.6242
0.7959,228.3704,239.1102,226.4748,7.5460,6.4125,5.7488
0.8163,228.4899,240.2813,226.4205,8.0796,7.0613,5.8888
0.8367,228.7860,241.1008,226.6374,7.5506,6.6079,6.0454
0.8571,229.2202,241.1674,227.2528,7.5059,6.6296,6.2193
0.8776,229.7783,240.5598,228.2401,7.7215,6.4435,6.4115
0.8980,230.5084,239.8037,229.3324,7.5383,6.4883,6.6229
0.9184,231.4068,239.4925,230.1559,7.2229,5.6310,6.8544
0.9388,232.3193,239.8430,230.5335,8.6781,6.5589,7.1070
0.9592,233.0186,240.5908,230.6053,13.7205,11.6259,7.3815
0.9796,233.3865,241.3218,230.6233,19.8794,18.3684,7.6789
1.0000,233.5135,241.8818,230.6985,24.4304,24.6745,8.0000
