Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.08,202.00,0.10,200.00,0.08
0.40,200.03,0.17,202.04,0.21,200.03,0.15
0.80,200.14,0.34,202.17,0.41,200.12,0.30
1.20,200.30,0.51,202.37,0.62,200.27,0.45
1.60,200.54,0.67,202.66,0.82,200.48,0.60
2.00,200.84,0.83,203.02,1.02,200.75,0.75
2.40,201.21,0.99,203.47,1.21,201.08,0.89
2.80,201.64,1.15,203.99,1.40,201.46,1.03
3.20,202.13,1.30,204.59,1.58,201.90,1.16
3.60,202.68,1.44,205.26,1.76,202.39,1.29
4.00,203.28,1.58,205.99,1.93,202.94,1.42
4.40,203.94,1.72,206.80,2.09,203.53,1.54
4.80,204.66,1.84,207.66,2.24,204.17,1.65
5.20,205.42,1.96,208.59,2.38,204.85,1.75
5.60,206.22,2.07,209.57,2.52,205.57,1.85
6.00,207.07,2.17,210.61,2.64,206.33,1.94
6.40,207.96,2.26,211.69,2.75,207.12,2.03
6.80,208.89,2.35,212.81,2.86,207.95,2.10
7.20,209.84,2.42,213.97,2.95,208.80,2.17
7.60,210.82,2.49,215.17,3.02,209.68,2.22
8.00,211.83,2.54,216.39,3.09,210.58,2.27
8.40,212.85,2.58,217.64,3.14,211.50,2.31
8.80,213.89,2.61,218.90,3.18,212.43,2.34
9.20,214.95,2.64,220.18,3.21,213.37,2.36
9.60,216.00,2.65,221.47,3.22,214.31,2.37
10.00,217.06,2.65,222.76,3.22,215.26,2.37
10.40,218.12,2.64,224.04,3.21,216.21,2.36
10.80,219.17,2.61,225.32,3.18,217.15,2.34
11.20,220.21,2.58,226.59,3.14,218.08,2.31
11.60,221.24,2.54,227.83,3.09,219.00,2.27
12.00,222.24,2.49,229.06,3.02,219.90,2.22
12.40,223.22,2.42,230.25,2.95,220.77,2.17
12.80,224.18,2.35,231.41,2.86,221.63,2.10
13.20,225.10,2.26,232.54,2.75,222.45,2.03
13.60,225.99,2.17,233.62,2.64,223.25,1.94
