phase,epi,trans,endo,curr_pressure,pred_pressure,ref_pressure
0.0000,233.0650,242.2243,229.5767,13.9445,15.1336,8.0000
0.0204,232.7499,242.6125,228.8257,16.3677,17.0814,53.4921
0.0408,232.0148,243.2678,227.5762,23.3186,23.7947,81.6583
0.0612,230.7444,244.1362,225.7880,31.6223,32.4507,92.2417
0.0816,229.1238,244.7539,223.8505,43.8266,45.7085,101.1377
0.1020,227.3687,244.5223,222.1865,59.8368,63.3565,108.3504
0.1224,225.5164,243.1650,220.9429,76.9981,82.7124,113.8854
0.1429,223.4736,240.9040,219.9882,90.0766,97.8062,117.7476
0.1633,221.1700,238.1694,219.1079,98.0159,107.0015,119.9418
0.1837,218.5728,235.2310,218.1631,103.9136,113.3606,120.4903
0.2041,215.5802,232.1813,217.1039,105.6660,115.4059,120.1031
0.2245,212.0701,229.1799,215.9462,104.1599,113.5914,119.2170
0.2449,208.1879,226.5559,214.8175,102.5760,111.7210,117.9220
0.2653,204.5347,224.6170,213.9437,102.5716,110.7832,116.3084
0.2857,201.8824,223.4020,213.4482,103.0593,109.7922,114.3838
0.3061,200.5787,222.6538,213.1587,104.1596,109.4160,110.8994
0.3265,200.2888,222.0085,212.7238,104.6482,108.1637,105.8703
0.3469,200.4356,221.1935,211.9875,102.6431,104.3433,99.8056
0.3673,200.8902,220.1326,211.2324,95.2180,95.6152,91.6269
0.3878,202.1211,218.9871,211.0106,79.8952,79.6473,80.1613
0.4082,204.6168,218.1341,211.7209,60.0879,59.2685,60.3772
0.4286,208.2410,218.0480,213.3381,37.6676,36.2315,34.2460
0.4490,212.2329,219.1186,215.5097,18.3528,16.7815,5.0001
0.4694,215.7897,221.4918,217.8535,7.3799,5.9375,5.0002
0.4898,218.5688,224.9700,220.1410,3.4797,3.2829,5.0012
0.5102,220.6723,228.9937,222.2446,2.7877,2.0650,5.0041
0.5306,222.3104,232.7913,224.0103,3.3425,2.4547,5.0097
0.5510,223.5764,235.7101,225.2617,4.1075,3.2606,5.0190
0.5714,224.4816,237.5141,225.9218,4.9354,3.8617,5.0329
0.5918,225.0769,238.4165,226.0956,5.7213,4.6400,5.0523
0.6122,225.4805,238.8472,226.0232,6.5066,5.1377,5.0780
0.6327,225.8126,239.1487,225.9455,6.7321,4.9014,5.1111
0.6531,226.1398,239.4160,225.9865,6.8552,4.6529,5.1524
0.6735,226.4778,239.5521,226.1320,7.1683,4.7944,5.2028
0.6939,226.8165,239.4376,226.2962,7.8646,5.4311,5.2633
0.7143,227.1261,239.0764,226.3992,8.2371,5.8250,5.3348
0.7347,227.3583,238.6583,226.4011,7.7598,5.4683,5.4182
0.7551,227.4760,238.5014,226.2990,6.6674,4.5663,5.5144
0.7755,227.5024,238.8578,226.1261,6.1388,4.3020,5.6242
0.7959,227.5259,239.6819,225.9666,6.1033,4.5948,5.7488
0.8163,227.6371,240.5788,225.9613,6.5124,5.2182,5.8888
0.8367,227.8726,241.0364,226.2664,5.9251,4.7297,6.0454
0.8571,228.2431,240.7895,226.9625,5.7937,4.7681,6.2193
0.8776,228.7842,240.0288,227.9536,5.5961,5.2404,6.4115
0.8980,229.5150,239.2825,228.9568,5.3643,5.1653,6.6229
0.9184,230.3497,239.0474,229.6640,5.1571,5.7297,6.8544
0.9388,231.1049,239.4493,229.9671,4.8584,5.9513,7.1070
0.9592,231.6121,240.1983,230.0015,5.1934,6.6444,7.3815
0.9796,231.8260,240.8825,229.9721,7.4546,9.2415,7.6789
1.0000,231.8475,241.3587,229.9734,9.2066,10.6133,8.0000
