twist,height,volume,pressure,epi_mm,trans_mm,endo_mm
-0.9420320492724347,71.7095459087627,115.97142706923073,39.4073147852666,239.0,242.40338541666665,233.52109375
0.8059006849719972,70.44281940882166,113.25796122286879,52.52419469897581,236.30577231235677,240.46707345397058,232.19332729492166
2.832705423978947,69.67805406149604,112.74188258496353,66.37869120214705,234.08580609994397,237.89369886455643,231.2439218499043
4.227727758058559,69.005968960819,108.35313089269506,84.12677617289883,231.60392057058183,235.65250305535395,230.7043715910789
6.318939121610729,68.16709812378804,100.23128308404397,98.7754110265967,228.71579241071436,230.81476403061242,230.45359534438776
7.603372038408426,66.50708160762088,92.93076787521916,109.43040951197456,225.6360717645964,225.05998945113637,230.00774044859054
9.50751949488014,64.60702166158373,86.18715134441139,116.3166924813616,222.55707220987574,219.94721481339013,229.3517686177419
11.80130367862246,63.750865424664376,84.93486430299377,119.68327230720284,219.5445503940417,214.74332306471726,229.07251463799807
14.400634512414422,62.49865587133334,80.14729065580256,122.93876747819324,215.8576547299252,209.18586969990784,228.31164365421273
15.24269282853679,61.274129501314995,78.2887558349285,123.41177678418103,211.5503777593959,207.08494171802386,227.38805637818245
15.506910031322732,60.523456370650024,76.11090182749697,123.50177322342331,207.48420493197304,203.91524766156496,226.556608737245
14.915002529886257,59.76973521453746,75.79681633800287,123.15291586998858,203.19626499905533,201.93170558153818,225.84598509542707
14.956146422894932,59.248683714691026,73.63921239442844,122.19437168696349,199.8767322861911,201.99882812499996,224.95175881905797
14.422748626831384,59.18853954287379,74.19062342155512,120.69417697511675,199.966190234005,201.99882812499996,224.23923021854264
13.987314886752538,58.9813311655592,73.58503204316705,119.1901279422603,201.35746272793972,201.99882812499996,224.0240367750853
13.573389123935227,58.70685880797608,74.10371989246691,118.27353386737286,203.29368651165137,201.99882812499996,223.6769849322509
13.228813872292426,58.91161454001716,74.03431473519528,114.8837168238694,205.830661173579,201.99882812499996,223.38004986085343
12.158429444815381,60.20493214125008,74.74557853562096,103.29466680482433,209.06357764762097,203.45035314990116,224.0045370400193
9.621350538633356,62.31151518926658,76.4436450975677,81.57357826669532,213.72170931141446,209.81943044591551,226.23737238044887
