Time_s,abs_time_s,Green_spike,Midpoint_spike,Pink_spike,Purple_spike,Tag0_spike,Tag1_spike,Tag2_spike,Tag1_X,Tag1_Y,Tag1_Z,Tag1_dX,Tag1_dY,Tag1_dZ,Tag1_disp,Tag2_X,Tag2_Y,Tag2_Z,Tag2_dX,Tag2_dY,Tag2_dZ,Tag2_disp,Midpoint_X,Midpoint_Y,Midpoint_Z,Midpoint_dX,Midpoint_dY,Midpoint_dZ,Midpoint_disp,Purple_X,Purple_Y,Purple_Z,Purple_dX,Purple_dY,Purple_dZ,Purple_disp,Pink_X,Pink_Y,Pink_Z,Pink_dX,Pink_dY,Pink_dZ,Pink_disp,Green_X,Green_Y,Green_Z,Green_dX,Green_dY,Green_dZ,Green_disp,Pink_centered_X,Pink_centered_Y,Pink_centered_Z,Green_centered_X,Green_centered_Y,Green_centered_Z,Purple_centered_X,Purple_centered_Y,Purple_centered_Z,Tag1_centered_X,Tag1_centered_Y,Tag1_centered_Z,Tag2_centered_X,Tag2_centered_Y,Tag2_centered_Z,height_mm,twist_deg,rBase_mm,c_epi_mm,c_endo_mm,volume_mm3,volume_mL,dist_Pink_Green,dist_Pink_Midpoint,dist_Green_Midpoint,dist_Tag1_Tag2
9.99999,15.00599,False,False,False,False,False,False,False,0.317570881867008,-0.39638810861003826,-0.2668369375340142,0.0,0.0,0.0,0.0,0.11979519923267738,-0.37362324038021444,-0.26165281880070296,0.0,0.0,0.0,0.0,0.2186830367862997,-0.3850061725273185,-0.2642448804707507,0.0,0.0,0.0,0.0,0.19642455735214373,-0.4144787290290765,-0.24159267566718412,0.0,0.0,0.0,0.0,0.21564308771141913,-0.42591525524055,-0.19803683109807346,0.0,0.0,0.0,0.0,0.2407721378510897,-0.41671296437480004,-0.23805080144368632,0.0,0.0,0.0,0.0,-0.00303994907488056,-0.040909082713231515,0.06620804937267721,0.022089101064790007,-0.03170679184748154,0.02619407902706436,-0.02225847943415596,-0.029472556501758007,0.022652204803566556,0.0988878450807083,-0.011381936082719757,-0.002592057063263542,-0.09888783755362231,0.011382932147104063,0.0025920616700477184,45.96339820309792,-0.0023464134624648753,37.787959552782404,71.78490745736174,51.28490745736174,47375.228895699816,22.33628035307147,0.048138021780288476,0.07788645672099063,0.04668381744444344,0.19914902699746684
10.09999,15.10599,False,False,False,False,False,False,False,0.31763514622034034,-0.39541947491633117,-0.26655589152509307,6.426435333234393e-05,0.0009686336937070883,0.0002810460089211486,0.0010106275272445176,0.1197405579840852,-0.3728415997809121,-0.2615616775392883,-5.464124859218267e-05,0.0007816405993023579,9.114126141468448e-05,0.000788831047853545,0.21868790882086173,-0.38413073404321857,-0.2640587766191762,4.8720345620367755e-06,0.000875438484099933,0.00018610385157447062,0.000895014480181642,0.19636795293853582,-0.4138986835245523,-0.24145130402178427,-5.660441360791357e-05,0.0005800455045242292,0.00014137164539984592,0.0005997022503557271,0.2155583958356633,-0.4255107734362329,-0.19791370397872896,-8.469187575582682e-05,0.000404481804317125,0.00012312711934450715,0.00043120590367103496,0.2407112118178668,-0.41615567758164934,-0.23791043361197625,-6.092603322288559e-05,0.000557286793150702,0.00014036783171006428,0.0005779132110649958,-0.003129512985198424,-0.04138003939301432,0.06614507264044725,0.022023302997005084,-0.03202494353843077,0.026148343007199953,-0.02231995588232591,-0.02976794948133371,0.02260747259739193,0.09894723739947861,-0.011288740873112602,-0.002497114905916864,-0.09894735083677653,0.011289134262306488,0.0024970990798879322,45.94388132196646,0.04024636474700909,38.0365328871789,71.76716483815133,51.26716483815133,48947.45743626274,22.781872120661653,0.04816555150351879,0.07808503151246074,0.04684398281059964,0.1992409864263966
10.19999,15.20599,False,False,False,False,False,False,False,0.31766877464268284,-0.3945440469392612,-0.2662792008443194,9.7892775674846e-05,0.001844061670777053,0.0005577366896948321,0.00192904552983856,0.11968456395998694,-0.3721028821992997,-0.2614647317815252,-0.00011063527269043749,0.001520358180914727,0.00018808701917777393,0.0015359381135386953,0.21867677449667114,-0.38332341107288065,-0.2638719598339807,-6.262289628550244e-06,0.0016827614544378533,0.0003729206367699689,0.001723599469175513,0.19631130659258453,-0.4133071357127703,-0.24130811069314473,-0.0001132507595592025,0.0011715933163062298,0.00028456497403939185,0.001210964020028756,0.21547704420818314,-0.4250745858505814,-0.19778634722121188,-0.00016604350323598527,0.0008406693899686291,0.00025048387686157914,0.0008927696459696153,0.24065129343368946,-0.415583091273293,-0.23776804714158245,-0.00012084441740023433,0.0011298731015070285,0.0002827543021038659,0.001170968229323135,-0.0031997302884879952,-0.04175117477770074,0.06608561261276882,0.021974518937018322,-0.032259680200412366,0.026103912692398257,-0.02236546790408661,-0.02998372463988963,0.02256384914083598,0.0989920001460117,-0.011220635866380557,-0.0024072410103386788,-0.0989922105366842,0.011220528873580937,0.0024072280524555234,45.926904865766886,0.08305182537685578,38.219638894597885,71.75173169615171,51.25173169615171,50150.27182843609,23.221021185894088,0.048190949584970416,0.07823494784073248,0.04695722209627189,0.19931014190676
10.29999,15.30599,False,False,False,False,False,False,False,0.3176534789048629,-0.3938221786809645,-0.2660147060061375,8.259703785490347e-05,0.0025659299290737847,0.0008222315278766934,0.002695715741136933,0.11962675133963632,-0.37143942092055304,-0.2613599686693117,-0.0001684478930410599,0.002183819459661396,0.0002928501313912424,0.002209797122932698,0.21864024779105223,-0.3826305834949027,-0.26368735331525284,-4.278899524745583e-05,0.0023755890324158035,0.0005575271554978389,0.0024405103315016004,0.1962548133807925,-0.41270246703539576,-0.24116302035722295,-0.00016974397135122166,0.00177626199368075,0.00042965530996116885,0.0018353537455713068,0.2154020547589849,-0.42458766681055865,-0.19765277152403818,-0.00024103295243421696,0.0013275884299913665,0.0003840595740352837,0.0014028861963873835,0.24059378757281602,-0.4149878673011197,-0.23762330256359543,-0.00017835027827367567,0.0017250970736803484,0.00042749888009088743,0.0017862038035621136,-0.0032381930320673213,-0.04195708331565595,0.06603458179121466,0.021953539781763787,-0.032357283806216997,0.026064050751657408,-0.022385434410259725,-0.03007188354049306,0.022524332958029886,0.09901323111381066,-0.011191595186061776,-0.0023273526908846875,-0.09901349645141591,0.011191162574349656,0.002327384645941122,45.9144289300081,0.12488388224985608,38.295411028539704,71.740389936371,51.240389936371,50712.900776519,23.643465641715565,0.048212269230654234,0.07830356777829758,0.04699240859809732,0.19934201577898364
10.39999,15.405990000000001,False,False,False,False,False,False,False,0.31758802212781734,-0.39325364456504336,-0.2657711308086,1.7140260809345165e-05,0.0031344640449949,0.0010658067254142312,0.0033107555956072335,0.1195667834036291,-0.37085564956543415,-0.2612469769484573,-0.00022841582904828406,0.0027675908147802852,0.0004058418522456808,0.0028064996558079644,0.21857753997931195,-0.3820543683176134,-0.2635091154147803,-0.00010549680698773711,0.002951804209705089,0.0007357650559703943,0.0030439493895767075,0.19619772818368017,-0.41208619447774225,-0.2410155924759336,-0.00022682916846356038,0.0023925345513342577,0.0005770831912505214,0.0024715780506829993,0.21533473550134233,-0.42403786045510855,-0.19751135957269306,-0.000308352210076801,0.0018773947854414663,0.0005254715253804054,0.0019737812923035997,0.24053929200777868,-0.4143632624388261,-0.23747541382313958,-0.00023284584331101366,0.002349701935973947,0.0005753876205467356,0.0024303060071820923,-0.003242804477969624,-0.04198349213749514,0.06599775584208722,0.02196175202846673,-0.03230889412121268,0.0260337015916407,-0.022379811795631782,-0.03003182616012884,0.022493522938846683,0.09901048214850539,-0.011199276247429946,-0.002262015393819705,-0.09901075657568285,0.01119871875217926,0.002262138466323005,45.90755793452788,0.16476020609875497,38.259959985986015,71.73414357684352,51.23414357684352,50590.9681970299,24.03932181504819,0.04822855116624832,0.07828686460149757,0.04694610537689138,0.1993352681640023
10.49999,15.50599,False,False,False,False,False,False,False,0.31748912622775016,-0.3927992065285335,-0.2655598656395901,-8.175563925783003e-05,0.0035889020815047523,0.0012770718944241088,0.003810225027305813,0.11950628131047958,-0.3703456803323905,-0.2611296561811476,-0.0002889179221978039,0.003277560047823924,0.0005231626195553729,0.003331602100995661,0.2184978275255033,-0.3815721910206048,-0.2633448844449317,-0.00018520926079637623,0.0034339815067137014,0.0008999960258189721,0.0035547889255518935,0.1961401660566963,-0.4114811340422457,-0.2408694751304243,-0.00028439129544743924,0.0029975949868308316,0.0007232005367598104,0.0030966874447333694,0.2152762333633082,-0.42343965367204045,-0.1973654854346447,-0.00036685434811092876,0.0024756015685095667,0.000671345663428774,0.002591117565557291,0.2404890264543076,-0.4137232433973115,-0.237327688624058,-0.0002831113967821097,0.0029897209774885636,0.0007231128196283076,0.0030889279266654783,-0.0032215941621951127,-0.04186746265143565,0.06597939901028702,0.021991198928804273,-0.03215105237670668,0.026017195820873695,-0.022357661468807022,-0.029908943021640877,0.022475409314507394,0.09899129870224685,-0.011227015507928706,-0.0022149811946584053,-0.09899154621502373,0.011226510688214286,0.002215228263784119,45.9064060868561,0.20198554189593446,38.147186000614084,71.73309644259646,51.23309644259646,49973.967822157574,24.399454141772384,0.04823972686311938,0.07820833837624931,0.046842261662281705,0.19930126561570694
10.59999,15.60599,False,False,False,False,False,False,False,0.31738572407583043,-0.39241701428374476,-0.2653941224754783,-0.00018515779117755926,0.0039710943262935006,0.00144281505853594,0.00422913570946739,0.11944994276455548,-0.36991398199483605,-0.26101785623642193,-0.00034525646812190447,0.003709258385378389,0.0006349625642810275,0.003779018028048853,0.21841793471662502,-0.38116533034465194,-0.2632061778094119,-0.000265102069674672,0.0038408421826665595,0.001038702661338764,0.003987637270134891,0.19608464546740237,-0.4109414071911061,-0.24073535928580492,-0.0003399118847413618,0.0035373218379703975,0.0008573163813792029,0.003655567979473481,0.21522884137853948,-0.4228461979239031,-0.19722652512914415,-0.0004142463328796475,0.003069057316646917,0.0008103059689293091,0.003201141765128604,0.24044580224228368,-0.4131162973386096,-0.23719063784807262,-0.00032633560880601653,0.0035966670361904374,0.0008601635956136944,0.0037124641560576416,-0.0031890933380855357,-0.04168086757925116,0.06597965268026776,0.022027867525658662,-0.031950966993957663,0.02601553996133929,-0.02233328924922265,-0.02977607684645417,0.022470818523606995,0.09896778935920542,-0.011251683939092816,-0.002187944666066366,-0.09896799195206954,0.011251348349815893,0.002188321572989982,45.910120781574065,0.2361328757480196,38.01461319745984,71.7364734377946,51.2364734377946,49196.122661321875,24.715825567101852,0.048246205923518186,0.07810748751743879,0.04672151066753922,0.19925890617911068
10.69999,15.70599,False,False,False,False,False,False,False,0.3173085414761772,-0.39208790067166016,-0.26528421671334085,-0.0002623403908307842,0.004300207938378098,0.00155272082067337,0.004579470792668498,0.11940458796605247,-0.3695812092407145,-0.26092566986435767,-0.00039061126662491563,0.004042031139499913,0.0007271489363452899,0.004125450093011594,0.21835664409771804,-0.3808344907443232,-0.2631051836029132,-0.00032639268858164483,0.004171681782995318,0.001139696867837492,0.004336861772790682,0.19603592732483832,-0.410540389173146,-0.24062896183708682,-0.00038863002730540885,0.003938339855930506,0.0009637138300973014,0.004073119009463747,0.2151957514588124,-0.42233870007119484,-0.19711170445145054,-0.0004473362526067337,0.003576555169355178,0.0009251266466229202,0.0037212519284011464,0.24041336373386213,-0.4126174677877894,-0.23708011474511947,-0.00035877411722756714,0.004095496587010639,0.0009706866985668416,0.004224221091299886,-0.003160892638905649,-0.041504209326871655,0.06599347915146264,0.022056719636144084,-0.03178297704346622,0.02602506885779371,-0.022320716772879723,-0.02970589842882282,0.022476221765826365,0.09895189737845916,-0.011253409927336977,-0.002179033110427664,-0.09895205613166558,0.011253281503608659,0.0021795137385555163,45.91711722361787,0.26694052566358223,37.92190430701725,71.7428338396526,51.242833839652604,48603.329245236004,24.981818539903337,0.04824835901215423,0.07802390610984561,0.04662575168193934,0.1992273146552455
10.79999,15.80599,False,False,False,False,False,False,False,0.3172793585430354,-0.3918197443376029,-0.2652319711434479,-0.00029152332397258673,0.0045683642724353435,0.0016049663905663425,0.004850861272901059,0.11937660058396782,-0.36937362073048213,-0.2608666486265643,-0.0004185986487095644,0.004249619649732306,0.0007861701741386784,0.00434195296367863,0.21832804475708037,-0.38059670400600865,-0.26304957523392547,-0.0003549920292193198,0.004409468521309856,0.001195305236825206,0.004582377831477184,0.19599935510141106,-0.4103416873426385,-0.24056501214018994,-0.00042520225073267026,0.0041370416864380255,0.0010276635269941825,0.004283923808153949,0.21517970965321226,-0.4219964196700919,-0.1970376462320538,-0.0004633780582068703,0.003918835570458135,0.000999184866019659,0.004070670933592917,0.24039464950885678,-0.41230149048219356,-0.23701136758953245,-0.00037748834223291783,0.004411473892606488,0.001039433854153865,0.004547969007241755,-0.0031483351038681107,-0.041399715664083236,0.06601192900187167,0.02206660475177641,-0.03170478647618491,0.02603820764439302,-0.02232868965566931,-0.029744983336629838,0.022484563093735532,0.09895131378595504,-0.01122304033159427,-0.0021823959095224055,-0.09895144417311255,0.011223083275526513,0.002182926607361191,45.925597996088136,0.2941677953869521,37.910641725672534,71.75054363280739,51.25054363280739,48437.441928846216,25.19251620363909,0.048246069716065765,0.07798348056826736,0.04658451232012766,0.19921944210710923
10.89999,15.905990000000001,False,False,False,False,False,False,False,0.31730432766907074,-0.39163776725794486,-0.2652286528438572,-0.0002665541979372521,0.004750341352093401,0.0016082846901570025,0.005022287700484704,0.11936945135779187,-0.36930779430277483,-0.2608486692668577,-0.00042574787488551535,0.004315446077439611,0.0008041495338452775,0.004410327943933652,0.2183369511383621,-0.3804728448991275,-0.26303891624752057,-0.00034608564793758845,0.004533327628190975,0.0012059642232301049,0.004703741528606667,0.1959790148304982,-0.4103715400840098,-0.2405512928312637,-0.00044554252164552555,0.004107188945066731,0.0010413828359204236,0.004260514919586867,0.2151818605582786,-0.4218654553881384,-0.19701378405244804,-0.00046122715314053653,0.004049799852411606,0.0010230470456254193,0.004202408189235084,0.24039048710966404,-0.4122136930487001,-0.23699299194588427,-0.00038165074142565425,0.004499271326099952,0.0010578094978020425,0.004637678372627427,-0.0031550905800835083,-0.041392610489010884,0.06602513219507253,0.02205353597130194,-0.031740848149572565,0.026045924301636297,-0.022357936307863896,-0.02989869518488225,0.022487623416256874,0.09896737653070864,-0.01116492235881733,-0.0021897365963366444,-0.09896749978057023,0.0111650505963527,0.002190246980662891,45.934194169738525,0.31746281645848407,37.991990166938976,71.75835833612592,51.25835833612592,48772.18128744793,25.344932612895263,0.0482386611821971,0.07799115899280064,0.046607188960698986,0.1992386187682365
