elapsed_s,pressure_mmhg
10.9345831,16.56418216337429
10.935732199999999,16.515600935203885
10.937737599999998,16.467017311176924
10.9402546,16.418444527331708
10.9418779,16.369895821329916
10.9443349,16.321384423926517
10.945863099999999,16.272923550439547
10.9478634,16.22452639223074
10.9493762,16.176206108207925
10.9519068,16.12797581636034
10.953461899999999,16.079848585338073
10.9554113,16.031837426087122
10.9579331,15.983955283551362
10.959482099999999,15.936215028452208
10.961462599999999,15.888629449156284
10.9635541,15.841211243640826
10.965565699999999,15.793973011566285
10.968141699999999,15.746927246465368
10.969583199999999,15.700086328057708
10.9716042,15.65346251469927
10.974153399999999,15.60706793597535
10.9756375,15.560914585445467
10.9776542,15.515014313547578
10.980172999999999,15.46937882066813
10.9817372,15.424019650383663
10.983684499999999,15.37894818287913
10.986203999999999,15.334175628547749
10.9877408,15.289713021776798
10.989727499999999,15.245571214923254
10.9921118,15.201760872482692
10.9936194,15.158292465454485
10.9956102,15.115176265906019
10.9981654,15.072422341738305
10.999650299999999,15.030040551654956
11.0016536,14.988040540336229
11.0041763,14.946431733819649
11.0056792,14.905223335088666
11.007722399999999,14.86442431987068
11.0102075,14.82404343264566
11.011710099999998,14.784089182866232
11.0137249,14.744569841390014
11.0157308,14.705493437124709
11.017741299999999,14.666867753886422
11.0197547,14.628700327471417
11.021721399999999,14.590998442941547
11.023703099999999,14.553769132123506
11.0257241,14.517019171321936
11.0277137,14.480755079246036
11.0297231,14.444983115148911
11.0317592,14.409709277178477
11.0343129,14.37493930093859
11.0357583,14.340678658259131
11.0377762,14.306932556173662
11.040330099999998,14.273705936103108
11.0418025,14.241003473243385
11.0438037,14.208829576154463
11.0463183,14.177188386547856
11.0478989,14.146083779269254
11.0503813,14.11551936247276
11.051939399999998,14.085498477983013
11.0533983,14.056024201841204
11.055397999999999,14.027099345030727
11.057893799999999,13.99872645437805
11.059825799999999,13.970907813624382
11.0617661,13.94364544466379
11.064294299999998,13.916941108943565
11.0657857,13.890796309023
11.0677887,13.865212290286937
11.070321499999999,13.840190042810736
11.071849499999999,13.815730303373451
11.0738471,13.791833557616089
