twist,height,volume,pressure,epi_mm,trans_mm,endo_mm
0.6650614776776482,70.66931311069051,119.01985860431127,11.959827783371479,239.8637496728248,247.97715799970578,235.19489074101162
0.6691505503407326,70.67485085629689,118.89014256050467,14.003385275799301,239.86098063671793,247.98173328226702,235.1702309783999
0.7142889876182233,70.698710246186,117.9211796702269,20.82308432951909,239.8086990683135,247.9539536197014,234.96356815841725
0.914744780414815,70.56028500920205,117.00058838499677,30.875595658903222,239.50061202992043,247.49727527235703,234.49644379506765
1.4272759514378506,69.96204362646212,118.08124477890793,41.25863434946481,238.78154081500693,246.4626818690927,233.68002268448157
1.8295203565301614,69.33808618289648,113.74474407892566,51.60225240010756,237.70434394397287,244.77569495596904,232.32716962274327
2.262112338007148,68.5870897127242,108.83869183262179,61.48712905035328,236.48479576394382,243.16119136336093,230.8986546799732
3.5766010207911414,67.77409251111656,110.01445223380506,70.30568492721115,235.3194568095173,241.6905629772066,230.00917348914004
4.256379685420892,67.21218169979547,107.86620874102255,74.69022925402372,234.22357287926553,240.12623779405567,228.81630194924347
4.442994236696367,66.68511147231979,107.41065028089805,77.94271933592113,233.18987375149447,239.13723670633314,227.98006245235027
5.385156529038568,66.01269780931136,109.45159585248702,81.97032630479725,232.20406616713765,238.42838991869107,227.32608370259717
5.39719440563825,65.41121774069207,104.41469842589203,85.58126531326936,231.2733054515253,237.6321891967997,226.62473168697298
5.626749623889731,64.87146104052853,100.10101041738595,89.74865589653126,230.40990329659755,236.89253626387514,226.13963733767616
6.217751353491507,64.41758875110631,99.58831948298594,93.46779956374661,229.61567468801127,235.8581905122641,225.66623935136928
6.656096024913833,64.28873285552102,95.75459479891641,96.37967534454803,228.9082009961457,234.59933426930814,225.34799704788708
6.984034780503722,64.16242210479263,90.09776951971492,98.71334013017203,228.30006018401815,233.0508885857743,225.16866617085438
6.73767787847994,64.11644254840769,86.49707377302263,98.25094113610028,227.76711109199314,231.72638720272758,225.11746191770726
7.249335112321455,64.1591683104611,83.96012790360062,95.0691641867014,227.30919636912407,230.52468852506976,225.1391922200684
7.984073087442428,64.12474554603926,85.16194329299273,84.02531944944639,226.90180846197117,229.82670815519995,225.23556362705622
7.716312782348281,64.1172756827145,83.4759211164557,64.59572341474437,226.5880425984897,229.9225558774906,225.41541307672483
7.8937675015172655,64.1189075648666,81.17431783255769,43.55042573233942,226.59078482108052,230.89932966682605,225.8957158265675
8.165131312359415,64.13870008323411,81.28113505510096,26.061076395998022,227.25386340505113,233.25877038813604,227.03115741713205
7.908636288024252,64.25834193395497,86.09046872979357,15.341490950777377,228.53171836856617,235.8928414934537,227.7710250696516
