phase,epi,trans,endo
0.0000,239.1184,244.6439,232.8734
0.0101,238.9949,243.3122,232.4993
0.0202,238.6420,241.8299,231.9095
0.0303,237.9530,240.2302,231.0237
0.0404,236.9825,238.7386,229.9419
0.0505,235.8732,237.5732,228.8534
0.0606,234.7575,236.7541,227.9010
0.0707,233.7110,236.1102,227.1156
0.0808,232.7493,235.4285,226.4443
0.0909,231.8456,234.6067,225.8430
0.1010,230.9541,233.6917,225.3263
0.1111,230.0334,232.7744,224.9133
0.1212,229.0614,231.8982,224.5667
0.1313,228.0338,231.0990,224.2284
0.1414,226.9528,230.4378,223.8776
0.1515,225.8142,229.8934,223.5149
0.1616,224.5968,229.2957,223.1202
0.1717,223.2559,228.4834,222.6698
0.1818,221.7290,227.4749,222.1686
0.1919,219.9574,226.3930,221.6294
0.2020,217.9094,225.3070,221.0388
0.2121,215.5853,224.2591,220.3770
0.2222,213.0174,223.3634,219.6613
0.2323,210.2831,222.7522,218.9436
0.2424,207.5262,222.4534,218.2690
0.2525,204.9584,222.4041,217.6452
0.2626,202.8210,222.5564,217.0395
0.2727,201.2986,222.9196,216.3905
0.2828,200.4312,223.5213,215.6124
0.2929,200.0884,224.3656,214.5889
0.3030,200.0316,225.4063,213.1927
0.3131,200.0390,226.5209,211.3584
0.3232,200.0103,227.5194,209.1495
0.3333,200.0000,228.2265,206.7426
0.3434,200.0000,228.5668,204.3658
0.3535,200.0000,228.5463,202.2743
0.3636,200.0000,228.1658,200.7438
0.3737,200.0000,227.3836,200.0172
0.3838,200.0000,226.1325,200.2298
0.3939,200.0000,224.3246,201.3891
0.4040,200.3309,221.8662,203.3881
0.4141,201.8524,218.7658,206.0066
0.4242,203.8265,215.3184,208.9499
0.4343,206.1306,212.2027,211.9888
0.4444,208.6928,210.2836,215.0544
0.4545,211.4546,210.0963,218.0847
0.4646,214.3257,211.4603,220.8165
0.4747,217.1764,213.7762,222.9237
0.4848,219.8677,216.6890,224.3691
0.4949,222.2901,220.2050,225.4377
0.5051,224.3869,224.2290,226.4182
0.5152,226.1521,228.3245,227.3866
0.5253,227.6092,231.9657,228.2731
0.5354,228.7916,234.8503,229.0031
0.5455,229.7349,236.9678,229.5519
0.5556,230.4749,238.4726,229.9298
0.5657,231.0488,239.5299,230.1593
0.5758,231.4920,240.2545,230.2687
0.5859,231.8352,240.7343,230.2924
0.5960,232.1035,241.0565,230.2671
0.6061,232.3191,241.2999,230.2228
0.6162,232.5013,241.5177,230.1798
0.6263,232.6648,241.7349,230.1516
0.6364,232.8191,241.9582,230.1504
0.6465,232.9704,242.1866,230.1861
0.6566,233.1243,242.4130,230.2593
0.6667,233.2862,242.6222,230.3546
0.6768,233.4599,242.7991,230.4460
0.6869,233.6465,242.9461,230.5151
0.6970,233.8468,243.0815,230.5599
0.7071,234.0627,243.2129,230.5898
0.7172,234.2958,243.3186,230.6158
0.7273,234.5398,243.3656,230.6467
0.7374,234.7795,243.3624,230.6812
0.7475,234.9963,243.3947,230.6994
0.7576,235.1749,243.5794,230.6725
0.7677,235.3055,243.9555,230.5899
0.7778,235.3849,244.4568,230.4698
0.7879,235.4205,245.0105,230.3392
0.7980,235.4326,245.5994,230.2135
0.8081,235.4500,246.2001,230.1010
0.8182,235.5011,246.7282,230.0200
0.8283,235.6032,247.0916,230.0053
0.8384,235.7549,247.2586,230.0944
0.8485,235.9408,247.2492,230.3037
0.8586,236.1453,247.0920,230.6252
0.8687,236.3683,246.8089,231.0492
0.8788,236.6201,246.4254,231.5701
0.8889,236.8949,245.9855,232.1548
0.8990,237.1599,245.5548,232.7236
0.9091,237.3801,245.2084,233.1834
0.9192,237.5429,245.0035,233.4795
0.9293,237.6544,244.9493,233.6175
0.9394,237.7328,245.0120,233.6444
0.9495,237.8206,245.1588,233.6044
0.9596,237.9755,245.3713,233.5154
0.9697,238.2208,245.5893,233.3864
0.9798,238.5137,245.6856,233.2388
0.9899,238.7901,245.5618,233.0957
1.0000,239.0317,245.2627,232.9631
