phase,epi,trans,endo
0.0000,238.0794,244.5203,232.8265
0.0101,238.3134,244.4113,232.8064
0.0202,238.5564,244.3861,232.7025
0.0303,238.8554,244.4746,232.5293
0.0404,239.2747,244.5998,232.3866
0.0505,239.8067,244.5719,232.3233
0.0606,240.3189,244.1718,232.2525
0.0707,240.6159,243.3081,232.0417
0.0808,240.5477,242.1174,231.6134
0.0909,240.0670,240.8956,230.9097
0.1010,239.2304,239.9237,229.8721
0.1111,238.1697,239.3255,228.5745
0.1212,237.0447,239.0440,227.2896
0.1313,235.9821,238.9390,226.2780
0.1414,235.0316,238.8664,225.5541
0.1515,234.1666,238.6488,224.9550
0.1616,233.3196,238.0875,224.3680
0.1717,232.4219,237.1352,223.8161
0.1818,231.4304,235.9958,223.3700
0.1919,230.3353,234.9268,223.0244
0.2020,229.1506,234.0134,222.6778
0.2121,227.8965,233.2317,222.2541
0.2222,226.5813,232.5813,221.7950
0.2323,225.1926,231.9721,221.3706
0.2424,223.6971,231.1192,220.9593
0.2525,222.0490,229.8019,220.4969
0.2626,220.2059,228.1641,219.9832
0.2727,218.1481,226.5572,219.4435
0.2828,215.8859,225.1725,218.8394
0.2929,213.4487,223.9980,218.1220
0.3030,210.8777,223.0184,217.3394
0.3131,208.2514,222.2631,216.5996
0.3232,205.7193,221.6999,215.9503
0.3333,203.4922,221.2206,215.3701
0.3434,201.7750,220.7324,214.8478
0.3535,200.6709,220.1955,214.3987
0.3636,200.1216,219.5783,214.0097
0.3737,200.0000,218.8207,213.6150
0.3838,200.0000,217.8433,213.1278
0.3939,200.0000,216.5737,212.4860
0.4040,200.0450,214.9704,211.6933
0.4141,200.0748,213.0497,210.8577
0.4242,200.0311,210.9044,210.1945
0.4343,200.0000,208.6917,209.9442
0.4444,200.1785,206.5990,210.2483
0.4545,201.0180,204.8167,211.0901
0.4646,202.6410,203.5265,212.3275
0.4747,204.8778,202.8794,213.7669
0.4848,207.4021,202.9583,215.2302
0.4949,209.9377,203.7516,216.5978
0.5051,212.3503,205.1792,217.8309
0.5152,214.6209,207.1769,218.9727
0.5253,216.7677,209.7588,220.1110
0.5354,218.7947,212.9347,221.2938
0.5455,220.6851,216.5539,222.4601
0.5556,222.4181,220.3019,223.4864
0.5657,223.9859,223.8826,224.3165
0.5758,225.3979,227.1764,225.0166
0.5859,226.6718,230.2237,225.6995
0.5960,227.8196,233.0655,226.4173
0.6061,228.8391,235.6009,227.1190
0.6162,229.7187,237.6441,227.7015
0.6263,230.4520,239.1274,228.1020
0.6364,231.0475,240.1676,228.3335
0.6465,231.5270,240.9239,228.4420
0.6566,231.9168,241.4816,228.4639
0.6667,232.2399,241.8839,228.4268
0.6768,232.5134,242.1918,228.3609
0.6869,232.7512,242.4746,228.2947
0.6970,232.9667,242.7713,228.2456
0.7071,233.1725,243.0805,228.2192
0.7172,233.3781,243.3791,228.2188
0.7273,233.5892,243.6440,228.2521
0.7374,233.8079,243.8609,228.3246
0.7475,234.0337,244.0229,228.4262
0.7576,234.2651,244.1310,228.5306
0.7677,234.5006,244.1979,228.6129
0.7778,234.7383,244.2412,228.6657
0.7879,234.9750,244.2651,228.6961
0.7980,235.2049,244.2533,228.7159
0.8081,235.4196,244.1867,228.7354
0.8182,235.6087,244.0699,228.7591
0.8283,235.7617,243.9508,228.7805
0.8384,235.8687,243.9238,228.7825
0.8485,235.9237,244.1037,228.7470
0.8586,235.9280,244.5581,228.6672
0.8687,235.8966,245.2309,228.5583
0.8788,235.8595,245.9528,228.4616
0.8889,235.8555,246.5679,228.4339
0.8990,235.9174,247.0255,228.5168
0.9091,236.0547,247.3350,228.7028
0.9192,236.2484,247.4870,228.9484
0.9293,236.4665,247.4529,229.2425
0.9394,236.6861,247.2257,229.6374
0.9495,236.9052,246.8396,230.1788
0.9596,237.1366,246.3600,230.8294
0.9697,237.3892,245.8657,231.4819
0.9798,237.6546,245.4225,232.0299
0.9899,237.9167,245.0556,232.4317
1.0000,238.1700,244.7414,232.7316
