Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.05,200.00,0.04
0.20,200.01,0.10,202.01,0.11,200.01,0.08
0.40,200.04,0.20,202.04,0.21,200.03,0.17
0.60,200.09,0.29,202.10,0.32,200.07,0.25
0.80,200.16,0.39,202.17,0.43,200.13,0.33
1.00,200.25,0.49,202.27,0.53,200.21,0.41
1.20,200.35,0.59,202.39,0.64,200.30,0.49
1.40,200.48,0.68,202.52,0.75,200.40,0.57
1.60,200.63,0.78,202.68,0.85,200.53,0.65
1.80,200.79,0.87,202.86,0.95,200.67,0.73
2.00,200.98,0.97,203.06,1.06,200.82,0.81
2.20,201.18,1.06,203.29,1.16,200.99,0.89
2.40,201.40,1.15,203.53,1.26,201.18,0.97
2.60,201.64,1.24,203.79,1.36,201.38,1.05
2.80,201.90,1.33,204.07,1.45,201.60,1.12
3.00,202.17,1.42,204.37,1.55,201.83,1.19
3.20,202.47,1.51,204.69,1.64,202.07,1.27
3.40,202.78,1.59,205.03,1.74,202.33,1.34
3.60,203.10,1.68,205.38,1.83,202.61,1.41
3.80,203.45,1.76,205.76,1.92,202.90,1.48
4.00,203.81,1.84,206.15,2.01,203.20,1.55
4.20,204.18,1.92,206.56,2.09,203.52,1.61
4.40,204.58,1.99,206.99,2.17,203.85,1.68
4.60,204.98,2.07,207.43,2.26,204.19,1.74
4.80,205.40,2.14,207.89,2.33,204.54,1.80
5.00,205.84,2.21,208.37,2.41,204.91,1.86
5.20,206.29,2.28,208.85,2.48,205.28,1.92
5.40,206.75,2.34,209.36,2.56,205.67,1.97
5.60,207.23,2.41,209.88,2.63,206.07,2.02
5.80,207.71,2.47,210.41,2.69,206.48,2.07
6.00,208.21,2.53,210.95,2.76,206.90,2.12
6.20,208.72,2.58,211.51,2.82,207.33,2.17
6.40,209.25,2.64,212.08,2.87,207.77,2.22
6.60,209.78,2.69,212.66,2.93,208.22,2.26
6.80,210.32,2.74,213.25,2.98,208.67,2.30
7.00,210.87,2.78,213.85,3.03,209.14,2.34
7.20,211.43,2.82,214.46,3.08,209.61,2.37
7.40,212.00,2.86,215.08,3.12,210.09,2.41
7.60,212.58,2.90,215.71,3.16,210.57,2.44
7.80,213.16,2.93,216.35,3.20,211.06,2.46
8.00,213.75,2.96,216.99,3.23,211.56,2.49
8.20,214.35,2.99,217.64,3.26,212.06,2.51
8.40,214.95,3.02,218.30,3.29,212.56,2.53
8.60,215.55,3.04,218.96,3.31,213.07,2.55
8.80,216.16,3.06,219.62,3.33,213.58,2.57
9.00,216.78,3.07,220.29,3.35,214.10,2.58
9.20,217.39,3.08,220.96,3.36,214.61,2.59
9.40,218.01,3.09,221.63,3.37,215.13,2.60
9.60,218.63,3.10,222.31,3.38,215.65,2.60
9.80,219.25,3.10,222.98,3.38,216.18,2.61
10.00,219.87,3.10,223.66,3.38,216.70,2.61
10.20,220.49,3.10,224.34,3.38,217.22,2.60
10.40,221.11,3.09,225.01,3.37,217.74,2.60
10.60,221.73,3.08,225.69,3.36,218.26,2.59
10.80,222.34,3.07,226.36,3.35,218.78,2.58
11.00,222.96,3.06,227.02,3.33,219.29,2.57
11.20,223.57,3.04,227.69,3.31,219.80,2.55
11.40,224.17,3.02,228.35,3.29,220.31,2.53
11.60,224.77,2.99,229.00,3.26,220.82,2.51
11.80,225.37,2.96,229.65,3.23,221.32,2.49
12.00,225.96,2.93,230.30,3.20,221.81,2.46
12.20,226.54,2.90,230.93,3.16,222.30,2.44
12.40,227.12,2.86,231.56,3.12,222.79,2.41
12.60,227.68,2.82,232.18,3.08,223.26,2.37
12.80,228.24,2.78,232.79,3.03,223.74,2.34
13.00,228.80,2.74,233.39,2.98,224.20,2.30
13.20,229.34,2.69,233.98,2.93,224.66,2.26
13.40,229.87,2.64,234.56,2.87,225.10,2.22
13.60,230.39,2.58,235.13,2.82,225.54,2.17
13.80,230.90,2.53,235.69,2.76,225.97,2.12
14.00,231.40,2.47,236.23,2.69,226.39,2.07
14.20,231.89,2.41,236.77,2.63,226.80,2.02
14.40,232.37,2.34,237.28,2.56,227.20,1.97
14.60,232.83,2.28,237.79,2.48,227.59,1.92
14.80,233.28,2.21,238.28,2.41,227.97,1.86
15.00,233.71,2.14,238.75,2.33,228.33,1.80
15.20,234.14,2.07,239.21,2.26,228.69,1.74
15.40,234.54,1.99,239.66,2.17,229.03,1.68
15.60,234.93,1.92,240.08,2.09,229.36,1.61
15.80,235.31,1.84,240.49,2.01,229.67,1.55
16.00,235.67,1.76,240.88,1.92,229.98,1.48
16.20,236.01,1.68,241.26,1.83,230.26,1.41
16.40,236.34,1.59,241.62,1.74,230.54,1.34
16.60,236.65,1.51,241.95,1.64,230.80,1.27
16.80,236.94,1.42,242.27,1.55,231.05,1.19
17.00,237.22,1.33,242.57,1.45,231.28,1.12
17.20,237.48,1.24,242.86,1.36,231.49,1.05
17.40,237.72,1.15,243.12,1.26,231.70,0.97
17.60,237.94,1.06,243.36,1.16,231.88,0.89
17.80,238.14,0.97,243.58,1.06,232.05,0.81
18.00,238.33,0.87,243.78,0.95,232.21,0.73
18.20,238.49,0.78,243.96,0.85,232.35,0.65
