phase,epi,trans,endo
0.0000,237.9003,245.6759,233.5397
0.0101,238.1192,245.9823,233.3040
0.0202,238.4197,246.1365,233.1161
0.0303,238.7993,245.9779,232.9791
0.0404,239.1442,245.3753,232.8301
0.0505,239.2913,244.3238,232.5584
0.0606,239.1175,242.9971,232.0523
0.0707,238.5892,241.6647,231.2537
0.0808,237.7627,240.5489,230.2024
0.0909,236.7517,239.7419,229.0430
0.1010,235.6805,239.1985,227.9650
0.1111,234.6379,238.7793,227.0873
0.1212,233.6532,238.3130,226.3926
0.1313,232.7057,237.6581,225.7985
0.1414,231.7552,236.7551,225.2642
0.1515,230.7672,235.6567,224.8000
0.1616,229.7259,234.5134,224.4137
0.1717,228.6329,233.5001,224.0802
0.1818,227.4956,232.7132,223.7528
0.1919,226.3131,232.0980,223.3911
0.2020,225.0640,231.4689,222.9807
0.2121,223.7055,230.6405,222.5320
0.2222,222.1803,229.5611,222.0634
0.2323,220.4284,228.3223,221.5809
0.2424,218.4032,227.0728,221.0669
0.2525,216.0892,225.9343,220.4905
0.2626,213.5162,224.9703,219.8316
0.2727,210.7629,224.2080,219.0993
0.2828,207.9561,223.6733,218.3322
0.2929,205.2736,223.3969,217.5740
0.3030,202.9316,223.3923,216.8386
0.3131,201.1320,223.6392,216.0921
0.3232,200.0000,224.0971,215.2628
0.3333,200.0000,224.7431,214.2744
0.3434,200.0000,225.5746,213.0647
0.3535,200.0000,226.5286,211.5723
0.3636,200.0000,227.4039,209.7440
0.3737,200.0000,227.9174,207.6194
0.3838,200.0000,227.8520,205.4116
0.3939,200.0000,227.1351,203.4563
0.4040,200.0000,225.7963,202.0802
0.4141,200.0000,223.8786,201.5357
0.4242,200.0000,221.4116,201.9888
0.4343,200.0000,218.4923,203.4522
0.4444,201.0724,215.3657,205.7070
0.4545,203.0143,212.3664,208.3723
0.4646,205.3112,209.8140,211.1032
0.4747,207.8135,208.0602,213.7302
0.4848,210.4272,207.5445,216.2362
0.4949,213.0855,208.5526,218.6232
0.5051,215.7182,210.8824,220.8016
0.5152,218.2438,213.9657,222.6340
0.5253,220.5840,217.3516,224.0751
0.5354,222.6834,220.8915,225.2141
0.5455,224.5205,224.5015,226.1829
0.5556,226.1032,227.9956,227.0691
0.5657,227.4530,231.1840,227.9011
0.5758,228.5909,233.9603,228.6623
0.5859,229.5334,236.2512,229.3039
0.5960,230.2966,237.9974,229.7752
0.6061,230.9012,239.2279,230.0650
0.6162,231.3733,240.0719,230.2097
0.6263,231.7402,240.6586,230.2590
0.6364,232.0261,241.0536,230.2489
0.6465,232.2512,241.3010,230.2048
0.6566,232.4330,241.4675,230.1505
0.6667,232.5873,241.6190,230.1048
0.6768,232.7280,241.7869,230.0789
0.6869,232.8663,241.9714,230.0827
0.6970,233.0104,242.1635,230.1250
0.7071,233.1654,242.3564,230.2029
0.7172,233.3341,242.5467,230.2979
0.7273,233.5186,242.7351,230.3870
0.7374,233.7201,242.9234,230.4562
0.7475,233.9392,243.1083,230.5032
0.7576,234.1750,243.2759,230.5344
0.7677,234.4235,243.4037,230.5585
0.7778,234.6757,243.4715,230.5830
0.7879,234.9171,243.4813,230.6095
0.7980,235.1296,243.4845,230.6282
0.8081,235.2953,243.5896,230.6146
0.8182,235.4016,243.9131,230.5391
0.8283,235.4464,244.4840,230.3902
0.8384,235.4419,245.2052,230.1923
0.8485,235.4169,245.9279,229.9991
0.8586,235.4103,246.5462,229.8636
0.8687,235.4559,247.0215,229.8055
0.8788,235.5692,247.3513,229.8138
0.8889,235.7439,247.5265,229.8916
0.8990,235.9592,247.5221,230.0839
0.9091,236.1951,247.3271,230.4440
0.9192,236.4482,246.9740,230.9809
0.9293,236.7320,246.5335,231.6395
0.9394,237.0522,246.0855,232.3209
0.9495,237.3684,245.6925,232.9263
0.9596,237.6035,245.3924,233.3903
0.9697,237.7205,245.2117,233.6846
0.9798,237.7691,245.1717,233.8084
0.9899,237.8253,245.2678,233.7884
1.0000,237.9125,245.4494,233.6839
