Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.05,200.00,0.04
0.20,200.01,0.10,202.01,0.11,200.01,0.08
0.40,200.04,0.19,202.04,0.21,200.03,0.17
0.60,200.09,0.29,202.10,0.32,200.07,0.25
0.80,200.15,0.38,202.17,0.43,200.13,0.33
1.00,200.24,0.48,202.27,0.53,200.21,0.41
1.20,200.34,0.57,202.38,0.64,200.30,0.49
1.40,200.47,0.67,202.52,0.74,200.40,0.57
1.60,200.61,0.76,202.68,0.85,200.53,0.65
1.80,200.77,0.85,202.86,0.95,200.66,0.73
2.00,200.95,0.94,203.06,1.05,200.82,0.81
2.20,201.15,1.03,203.28,1.15,200.99,0.89
2.40,201.36,1.12,203.52,1.25,201.18,0.97
2.60,201.60,1.21,203.78,1.35,201.38,1.04
2.80,201.85,1.30,204.06,1.45,201.59,1.12
3.00,202.12,1.38,204.36,1.55,201.82,1.19
3.20,202.40,1.47,204.68,1.64,202.07,1.27
3.40,202.70,1.55,205.02,1.73,202.33,1.34
3.60,203.02,1.63,205.37,1.82,202.61,1.41
3.80,203.36,1.71,205.75,1.91,202.89,1.48
4.00,203.71,1.79,206.14,2.00,203.20,1.54
4.20,204.07,1.87,206.55,2.08,203.51,1.61
4.40,204.45,1.94,206.97,2.17,203.84,1.67
4.60,204.85,2.01,207.42,2.25,204.18,1.74
4.80,205.26,2.08,207.87,2.33,204.53,1.80
5.00,205.68,2.15,208.35,2.40,204.90,1.86
5.20,206.12,2.22,208.83,2.48,205.28,1.91
5.40,206.57,2.28,209.34,2.55,205.66,1.97
5.60,207.03,2.34,209.85,2.62,206.06,2.02
5.80,207.51,2.40,210.38,2.68,206.47,2.07
6.00,208.00,2.46,210.93,2.75,206.89,2.12
6.20,208.49,2.51,211.48,2.81,207.32,2.17
6.40,209.00,2.57,212.05,2.87,207.76,2.21
6.60,209.52,2.62,212.63,2.92,208.21,2.25
6.80,210.05,2.66,213.22,2.97,208.66,2.30
7.00,210.58,2.71,213.82,3.02,209.12,2.33
7.20,211.13,2.75,214.43,3.07,209.59,2.37
7.40,211.68,2.79,215.05,3.11,210.07,2.40
7.60,212.24,2.82,215.67,3.15,210.56,2.43
7.80,212.81,2.85,216.31,3.19,211.05,2.46
8.00,213.39,2.88,216.95,3.22,211.54,2.49
8.20,213.97,2.91,217.59,3.25,212.04,2.51
8.40,214.55,2.94,218.25,3.28,212.54,2.53
8.60,215.14,2.96,218.91,3.30,213.05,2.55
8.80,215.73,2.97,219.57,3.32,213.56,2.56
9.00,216.33,2.99,220.23,3.34,214.08,2.58
9.20,216.93,3.00,220.90,3.35,214.59,2.59
9.40,217.53,3.01,221.58,3.36,215.11,2.60
9.60,218.13,3.02,222.25,3.37,215.63,2.60
9.80,218.74,3.02,222.92,3.37,216.15,2.60
10.00,219.34,3.02,223.60,3.37,216.67,2.60
10.20,219.95,3.02,224.27,3.37,217.19,2.60
10.40,220.55,3.01,224.94,3.36,217.71,2.60
10.60,221.15,3.00,225.62,3.35,218.23,2.59
10.80,221.75,2.99,226.29,3.34,218.75,2.58
11.00,222.35,2.97,226.95,3.32,219.26,2.56
11.20,222.94,2.96,227.61,3.30,219.77,2.55
11.40,223.53,2.94,228.27,3.28,220.28,2.53
11.60,224.11,2.91,228.93,3.25,220.79,2.51
11.80,224.69,2.88,229.57,3.22,221.29,2.49
12.00,225.27,2.85,230.21,3.19,221.78,2.46
12.20,225.83,2.82,230.85,3.15,222.27,2.43
12.40,226.40,2.79,231.47,3.11,222.75,2.40
12.60,226.95,2.75,232.09,3.07,223.23,2.37
12.80,227.49,2.71,232.70,3.02,223.70,2.33
13.00,228.03,2.66,233.30,2.97,224.16,2.30
13.20,228.56,2.62,233.89,2.92,224.62,2.25
13.40,229.08,2.57,234.47,2.87,225.07,2.21
13.60,229.59,2.51,235.04,2.81,225.50,2.17
13.80,230.08,2.46,235.59,2.75,225.93,2.12
14.00,230.57,2.40,236.14,2.68,226.35,2.07
14.20,231.05,2.34,236.67,2.62,226.76,2.02
14.40,231.51,2.28,237.18,2.55,227.16,1.97
14.60,231.96,2.22,237.69,2.48,227.55,1.91
14.80,232.40,2.15,238.17,2.40,227.93,1.86
15.00,232.82,2.08,238.65,2.33,228.29,1.80
15.20,233.23,2.01,239.10,2.25,228.65,1.74
15.40,233.62,1.94,239.55,2.17,228.99,1.67
15.60,234.01,1.87,239.97,2.08,229.31,1.61
15.80,234.37,1.79,240.38,2.00,229.63,1.54
16.00,234.72,1.71,240.77,1.91,229.93,1.48
16.20,235.06,1.63,241.15,1.82,230.22,1.41
16.40,235.38,1.55,241.50,1.73,230.50,1.34
16.60,235.68,1.47,241.84,1.64,230.76,1.27
16.80,235.96,1.38,242.16,1.55,231.00,1.19
17.00,236.23,1.30,242.46,1.45,231.23,1.12
17.20,236.48,1.21,242.74,1.35,231.45,1.04
17.40,236.72,1.12,243.00,1.25,231.65,0.97
17.60,236.93,1.03,243.24,1.15,231.84,0.89
17.80,237.13,0.94,243.46,1.05,232.01,0.81
18.00,237.31,0.85,243.66,0.95,232.16,0.73
18.20,237.47,0.76,243.84,0.85,232.30,0.65
