phase,epi,trans,endo,curr_pressure,pred_pressure,ref_pressure
0.0000,241.2976,246.7221,231.7450,39.1785,37.6848,5.0300
0.0101,241.2067,246.5270,231.6714,44.5062,42.8419,14.9055
0.0202,241.0357,246.0656,231.5148,49.8339,48.5798,28.3822
0.0303,240.6865,245.2255,231.1915,58.3380,56.4799,43.2957
0.0404,240.0566,244.1059,230.6342,66.9083,65.5922,57.4816
0.0505,239.0995,242.9302,229.8303,79.4469,77.5629,69.2049
0.0606,237.8734,241.9039,228.8460,92.1544,90.1201,78.6724
0.0707,236.5193,241.1208,227.8005,99.9138,97.7096,86.4897
0.0808,235.1894,240.5433,226.8118,107.3505,104.5987,92.5430
0.0909,233.9787,240.0421,225.9515,110.6236,107.6870,96.6942
0.1010,232.8923,239.4551,225.2295,113.5266,110.3604,99.7866
0.1111,231.8644,238.6274,224.6137,119.1484,115.5221,102.8325
0.1212,230.8041,237.4453,224.0649,125.0793,121.6887,106.0617
0.1313,229.6391,235.8724,223.5621,127.4472,123.5753,109.3882
0.1414,228.3400,233.9707,223.1044,129.3180,125.6507,112.4316
0.1515,226.9175,231.8788,222.6889,129.4469,125.6725,114.7762
0.1616,225.4058,229.7585,222.2941,129.2855,125.4851,116.4388
0.1717,223.8467,227.7280,221.8941,128.6319,124.9628,117.6152
0.1818,222.2765,225.8026,221.4842,127.8824,124.2260,118.5897
0.1919,220.7134,223.8686,221.0849,127.4022,123.7298,119.6360
0.2020,219.1508,221.7291,220.7237,126.9827,123.6925,120.6981
0.2121,217.5616,219.2380,220.4108,126.4374,122.9819,121.5585
0.2222,215.9133,216.4311,220.1256,125.8599,122.5972,121.8413
0.2323,214.1860,213.5395,219.8250,125.2665,122.1749,121.1894
0.2424,212.3821,210.8808,219.4662,124.6684,121.3717,119.9636
0.2525,210.5192,208.7044,219.0296,124.4032,121.4581,118.8045
0.2626,208.6163,207.0890,218.5279,124.2459,121.2005,117.8003
0.2727,206.6958,205.9641,217.9955,124.5817,121.7732,116.7752
0.2828,204.8104,205.2042,217.4709,125.0956,122.3451,115.7191
0.2929,203.0780,204.6957,216.9900,125.3230,122.8275,114.6981
0.3030,201.6719,204.3546,216.5844,125.4359,123.0790,113.6430
0.3131,200.7292,204.1199,216.2761,124.4198,122.3480,112.4013
0.3232,200.2539,203.9447,216.0680,122.9057,121.0834,110.7530
0.3333,200.1257,203.7930,215.9408,119.8136,118.2873,108.4699
0.3434,200.1929,203.6446,215.8526,115.9563,114.7364,105.6890
0.3535,200.3473,203.5044,215.7374,109.9540,109.0418,102.7676
0.3636,200.5390,203.4060,215.5189,102.8122,102.1732,99.9330
0.3737,200.7585,203.3983,215.1581,93.8534,93.4632,97.1538
0.3838,201.0402,203.5209,214.7051,83.8393,83.6543,92.1675
0.3939,201.5069,203.7908,214.2987,72.5104,72.5005,81.4509
