phase,epi,trans,endo,curr_pressure,pred_pressure,ref_pressure
0.4040,202.3798,204.2105,214.1078,60.3486,60.5290,65.9234
0.4141,203.8601,204.7923,214.2513,47.8760,48.2064,49.7014
0.4242,205.9599,205.5771,214.7410,35.1890,35.6686,34.8370
0.4343,208.4687,206.6230,215.4878,24.2941,24.8953,21.7415
0.4444,211.0757,207.9664,216.3618,14.7435,15.4229,11.5412
0.4545,213.5241,209.5886,217.2684,8.6995,9.4549,5.8698
0.4646,215.6959,211.4150,218.1893,5.5131,6.3067,4.1268
0.4747,217.5952,213.3546,219.1598,3.6917,4.5529,3.8026
0.4848,219.2752,215.3562,220.2046,3.0779,4.0243,3.5987
0.4949,220.7842,217.4333,221.3007,2.6967,3.7099,3.3987
0.5051,222.1543,219.6379,222.3884,2.5388,3.6575,3.1784
0.5152,223.4111,222.0034,223.4089,2.4641,3.6674,2.9601
0.5253,224.5804,224.4959,224.3353,2.4760,3.6807,2.7511
0.5354,225.6864,227.0181,225.1789,2.5723,3.8301,2.5410
0.5455,226.7431,229.4568,225.9685,2.7640,3.9727,2.3241
0.5556,227.7485,231.7210,226.7229,2.9384,4.0987,2.1005
0.5657,228.6849,233.7460,227.4335,3.0915,4.1692,1.8804
0.5758,229.5268,235.4779,228.0653,3.2115,4.1775,1.6856
0.5859,230.2534,236.8693,228.5762,3.2874,4.1777,1.5320
0.5960,230.8588,237.8996,228.9391,3.3811,4.1211,1.4269
0.6061,231.3546,238.6053,229.1553,3.5005,4.2765,1.3604
0.6162,231.7638,239.0762,229.2528,3.6623,4.3409,1.3012
0.6263,232.1107,239.4137,229.2738,3.8910,4.6119,1.2316
0.6364,232.4145,239.6917,229.2604,4.0905,4.8247,1.1547
0.6465,232.6896,239.9484,229.2458,4.2396,5.0266,1.0803
0.6566,232.9475,240.1962,229.2505,4.2970,5.1509,1.0248
0.6667,233.1965,240.4360,229.2824,4.1815,5.1072,0.9704
0.6768,233.4403,240.6626,229.3405,4.1513,5.1551,0.8482
0.6869,233.6780,240.8646,229.4200,4.2967,5.3849,0.7171
0.6970,233.9058,241.0282,229.5156,4.4831,5.6519,0.8406
0.7071,234.1205,241.1465,229.6216,4.7622,6.0583,1.2485
0.7172,234.3214,241.2279,229.7299,4.9664,6.3685,1.5530
0.7273,234.5102,241.2949,229.8294,4.9834,6.5312,1.5602
0.7374,234.6903,241.3753,229.9082,4.8229,6.5160,1.4865
0.7475,234.8644,241.4889,229.9570,4.1706,5.9789,1.4835
0.7576,235.0337,241.6374,229.9734,3.6372,5.5811,1.5034
0.7677,235.1971,241.8048,229.9632,3.4707,5.4934,1.5045
0.7778,235.3513,241.9692,229.9384,3.3984,5.4898,1.4991
0.7879,235.4928,242.1244,229.9104,3.6519,5.7836,1.4988
0.7980,235.6198,242.2958,229.8849,3.8714,6.0307,1.5002
0.8081,235.7330,242.5388,229.8596,3.9580,6.0786,1.5003
0.8182,235.8368,242.9148,229.8293,4.0433,6.1923,1.4999
0.8283,235.9406,243.4532,229.7948,4.1223,6.1739,1.4999
0.8384,236.0593,244.1223,229.7712,4.2376,6.2477,1.5000
0.8485,236.2130,244.8314,229.7877,4.5382,6.5077,1.5000
0.8586,236.4241,245.4623,229.8768,4.8082,6.5958,1.5000
0.8687,236.7079,245.9183,230.0546,4.8941,6.6927,1.5000
0.8788,237.0593,246.1634,230.3060,4.9868,6.5475,1.5000
0.8889,237.4448,246.2271,230.5896,5.1282,6.6060,1.5000
0.8990,237.8187,246.1745,230.8653,5.2347,6.6085,1.5000
0.9091,238.1609,246.0580,231.1313,5.0337,6.1456,1.5000
0.9192,238.4913,245.8939,231.4258,4.9058,5.7922,1.5000
0.9293,238.8367,245.6863,231.7793,5.5990,6.2611,1.5000
0.9394,239.1991,245.4611,232.1688,6.5146,6.8824,1.5000
0.9495,239.5649,245.2679,232.5249,10.8393,10.8388,1.5000
0.9596,239.9225,245.1592,232.7732,15.2417,14.8279,1.5000
0.9697,240.2539,245.1639,232.8723,21.4678,20.6822,1.5000
0.9798,240.5268,245.2751,232.8268,27.5715,26.4929,1.5000
0.9899,240.7194,245.4605,232.6748,27.8076,26.3970,1.5000
1.0000,240.8524,245.6815,232.4680,28.0436,26.4474,1.5000
