phase,time_in_cycle,pressure_mmhg,epi,trans,endo,pred_twist_deg,pred_height_mm,pred_volume_mL
0.0,0.0,5.03,247.9992987307537,247.2649610133951,236.36144011682643,-0.7745342004985432,69.23888126711897,119.63404665131478
0.010101,0.010101,14.905486,246.89788103274205,244.33136237607175,235.91528007330078,-1.1198736537220455,69.43711340399292,119.74730089787386
0.020202,0.020202,28.382183,245.4517157243938,241.9443901797092,235.2499050259745,-1.2676978719774183,69.50226907407674,120.13594576133713
0.030303,0.030303,43.295678,243.58114644098637,240.35898724405013,234.3049174752519,-1.0166379961511538,69.17343449115074,120.00044781438683
0.040404,0.040404,57.48156,241.49046196139034,239.4608827237136,233.19256504170687,-0.4569202884973933,68.51242234116809,119.5193894046443
0.050505,0.050505,69.204887,239.48508668662717,238.92171869874272,232.10063706462415,0.2033469145722293,67.7173590126658,118.97266544582038
0.060606,0.060606,78.672418,237.77991687882223,238.4239290352299,231.19031380523086,0.7780106303568957,67.0147254437633,118.53886204000065
0.070707,0.070707,86.48974,236.40999484519497,237.79458742037804,230.53108691733874,1.2337755613371613,66.48972520798348,118.18949562617925
0.080808,0.080808,92.542998,235.2564857625021,236.9932077768745,230.085951484753,1.6667696179975593,66.06291907176598,117.60012027646044
0.090909,0.090909,96.694213,234.1506985663488,236.00529169126145,229.76045236771193,2.1743078913893896,65.61438360678352,116.34870501269765
0.10101,0.10101,99.786592,232.97557050266283,234.74845295497232,229.48415953112098,2.764744363425258,65.10652671865316,114.37393413576984
0.111111,0.111111,102.83247,231.6947263669754,233.07409414712433,229.2548019516851,3.4036567712402075,64.56758117323135,111.81981307945102
0.121212,0.121212,106.06165,230.31776489929968,230.86611122796023,229.10990729465328,4.085562819874724,64.02330741432985,108.7405957972188
0.131313,0.131313,109.388168,228.8614645237847,228.16691755476614,229.06133683633578,4.823873572949864,63.47991773349402,105.34417421069729
0.141414,0.141414,112.431643,227.33963120919478,225.23817254843294,229.0591922722018,5.631236260939907,62.91517860934342,101.93541640205383
0.151515,0.151515,114.776171,225.77078471742414,222.4794406578515,229.01867357396065,6.498484719116085,62.30690975477387,98.78222402399763
0.161616,0.161616,116.438814,224.18461071914217,220.1887344606528,228.88420884391286,7.384240881284377,61.66391344246597,96.07919137944718
0.171717,0.171717,117.615158,222.61468544884022,218.27721508463875,228.67375426897212,8.238721913298427,61.01424083157276,93.72093061744204
0.181818,0.181818,118.589742,221.06846382652319,216.19386414081563,228.45948735827395,9.025896566802551,60.37738128888158,91.37023472315572
0.191919,0.191919,119.635973,219.48896903174975,213.29164010448415,228.28445030567832,9.746128089752197,59.73109154803306,88.80370044730786
0.20202,0.20202,120.698109,217.76415578374758,209.4937302406285,228.08034701943785,10.43945815016346,59.00919235662976,86.20207938777676
0.212121,0.212121,121.558455,215.82457568577186,205.61289995838578,227.6928817637826,11.123795445221674,58.167894207904695,84.01088254869985
0.222222,0.222222,121.841319,213.74982442712357,202.80060838150382,227.02776622403906,11.753513216099812,57.25322923260268,82.15185796244462
0.232323,0.232323,121.18941,211.72599297962904,202.0,226.1547703572661,12.310514787239548,56.393769308071555,80.1568927733489
0.242424,0.242424,119.963559,209.85114849973732,202.0,225.23077036459057,12.727720150847318,55.61821759166443,78.04580318069799
0.252525,0.252525,118.804545,208.01335064831957,202.0,224.34984982606207,13.08373100723258,54.904633570270896,76.12686526225234
0.262626,0.262626,117.800288,206.01958950249013,202.1207737478955,223.52238893280244,13.49986588813605,54.23213183019483,74.38760490150045
0.272727,0.272727,116.775197,203.86830206911472,202.11111111568727,222.7859912432143,13.969397081051227,53.612510964920304,72.74890622243838
0.282828,0.282828,115.719118,201.87325833279098,202.02362117098735,222.26557567667447,14.441693770220851,53.142652432048685,71.38148046122693
0.292929,0.292929,114.698069,200.4642986082945,202.0,222.07184250393442,14.869778267696375,52.904564527047185,70.46091120865421
0.30303,0.30303,113.642988,200.0,202.0,222.15536512147776,15.140605204667573,52.88408724487651,69.92917695674593
0.313131,0.313131,112.401334,200.0,202.0,222.31776488671136,15.307066403724122,52.9388863178046,69.46974502682232
0.323232,0.323232,110.752958,200.0,202.00653888874263,222.38044552138084,15.398105937873964,52.94813923703789,68.80174303283067
0.333333,0.333333,108.4699,200.1111982749362,202.00192833631758,222.2910215006559,15.329852881205035,52.89601878289429,67.84995458215731
0.343434,0.343434,105.688998,200.05214351540022,202.0,222.03706155844313,15.193439119054212,52.75073485164157,66.65746418602346
0.353535,0.353535,102.767615,200.0,202.0,221.52953632833837,14.83788985698638,52.49575987255912,65.37255064857692
