phase,time_in_cycle,pressure_mmhg,epi,trans,endo,pred_twist_deg,pred_height_mm,pred_volume_mL
0.727273,0.727273,3.0,246.33862327501794,247.99758606077495,236.1861448145492,1.5093516477675095,68.01125543839713,117.6426345559147
0.737374,0.737374,3.0,246.41598766385647,248.0,236.21449377958953,1.4432069211245775,68.06754072398373,117.72841842163558
0.747475,0.747475,3.0,246.4910715351269,248.0,236.23995638265558,1.3758313466570584,68.12129849247074,117.8084916806514
0.757576,0.757576,3.0,246.56593062221202,248.0,236.26781220321388,1.311440454474969,68.17625945049922,117.88912050397818
0.767677,0.767677,3.0,246.64602553646648,247.98363316004233,236.30842153964772,1.2507604709421116,68.24206154240163,117.959239410696
0.777778,0.777778,3.0,246.7359501247335,247.92371336751765,236.3698642502669,1.1900155279288072,68.32746395121082,117.99367147136803
0.787879,0.787879,3.0,246.83489245732042,247.8318350976675,236.4504801320565,1.1314253424778826,68.4303088627959,118.0049079975096
0.79798,0.79798,3.0,246.93710228508587,247.72498173843798,236.53994048122797,1.0748741607843613,68.54077288793675,118.00452907126791
0.808081,0.808081,3.0,247.03654647912006,247.6195455516981,236.6275147700634,1.019972384524749,68.64870138100088,118.00292170461057
0.818182,0.818182,3.0,247.13040516598446,247.5207441058888,236.7083498790787,0.9660672706443094,68.74960627643179,118.00205542197773
0.828283,0.828283,3.0,247.21898247145546,247.42456811040898,236.78294318639354,0.9122719351763706,68.84420091737344,117.99762644400843
0.838384,0.838384,3.0,247.3042435436517,247.3283021704208,236.85314671893028,0.8574727383961118,68.9347249574733,117.9888806739882
0.848485,0.848485,3.0,247.3893561877391,247.23875675010885,236.9198990367543,0.80043871549465,69.02289759122338,117.98714928362685
0.858586,0.858586,3.0,247.47889731958324,247.17011421700994,236.98426275858327,0.7401945585597289,69.11074224052575,118.01379260208378
0.868687,0.868687,3.0,247.5777627293002,247.13309355755922,237.04911401458187,0.6765580698497118,69.20168253872004,118.0869517812713
0.878788,0.878788,3.0,247.68748906439575,247.1264692694963,237.11718764375362,0.6103956166106386,69.29811877893374,118.20750433284476
0.888889,0.888889,3.0,247.80128035486155,247.14070186197011,237.18436660414972,0.5431871533402486,69.39487917315503,118.35646342838831
0.89899,0.89899,3.0,247.90269767848488,247.17022113506317,237.23462601867487,0.47607127199817967,69.4749007695348,118.50647573024821
0.909091,0.909091,3.0,247.97328978663344,247.21931852599423,237.24658806549903,0.40920358495004194,69.51642280426947,118.63806595804306
0.919192,0.919192,3.0,248.0,247.29360733999428,237.2105012997171,0.3500424795426511,69.50664991325314,118.74185047949726
0.929293,0.929293,3.0,248.0,247.38901663398372,237.1382189141186,0.2889528569037907,69.46152616156992,118.83359410875079
0.939394,0.939394,3.0,248.0,247.49413005424958,237.05385769930962,0.21619738032490687,69.40928571946145,118.93349944070957
0.949495,0.949495,3.0,247.99782451767103,247.60170353896478,236.97618095700787,0.15533167263289727,69.35916876771492,119.03602542452325
0.959596,0.959596,3.0,247.99749092403357,247.7115843810431,236.91132976371648,0.10823565209377506,69.31665389738127,119.14672198335617
0.969697,0.969697,3.0,247.99933495232395,247.81999663625618,236.85864572488614,0.07255272410782254,69.28186533097285,119.26132936660434
0.979798,0.979798,3.0,248.0,247.9114446009925,236.81817100575773,0.048486621949066944,69.2541201966956,119.35828157478932
0.989899,0.989899,3.0,248.0,247.9698727700963,236.79069008510314,0.03178602765436267,69.23529713152793,119.41940526521023
1.0,1.0,3.0,247.9997049687256,247.99994702248563,236.77265746114452,0.018959013817564596,69.22338561337794,119.44952773936652
