phase,time_in_cycle,pressure_mmhg,epi,trans,endo,pred_twist_deg,pred_height_mm,pred_volume_mL
0.484848,0.484848,13.427963,223.3113015057826,218.78582803425388,226.18494939679402,8.604284401307247,55.68296418425129,72.00066227436741
0.494949,0.494949,12.700184,224.3010245213897,218.78472354685576,226.79665213245244,8.39636083803579,56.27052247837858,72.47788498083095
0.505051,0.505051,12.345067,225.34735704475634,218.8510037920854,227.41653349108086,8.129252941594245,56.91220732538129,73.16170236611802
0.515152,0.515152,12.076157,226.3833464515483,218.9760460105429,228.01552530381252,7.838315891616745,57.553398333745534,73.92929481652598
0.525253,0.525253,11.772291,227.36565905573758,219.13963406583687,228.58198273965218,7.554011692519346,58.165503036281535,74.70078102385227
0.535354,0.535354,11.505005,228.2837363831483,219.33356583578905,229.11536766092104,7.2855301154932235,58.74748112948012,75.48033555603948
0.545455,0.545455,11.307149,229.14084202317227,219.56274413255846,229.61337306864436,7.029943870447148,59.299004392902745,76.28068617073991
0.555556,0.555556,11.160253,229.93779954239153,219.83952039561603,230.0660693359835,6.780707661422255,59.81134408375339,77.1025533303779
0.565657,0.565657,11.048751,230.6700709209231,220.17697065101817,230.4596862939068,6.532114227506312,60.2719570674342,77.94369925683662
0.575758,0.575758,10.963318,231.33557803935693,220.58192444973983,230.7867270137099,6.281622940580654,60.67343605326052,78.80180623726645
0.585859,0.585859,10.89434,231.94321473991803,221.05041486149588,231.0544934351527,6.029943032826026,61.021454550917866,79.67685751779587
0.59596,0.59596,10.831595,232.51157611265594,221.56803839514862,231.2837097423488,5.780429205904078,61.333779020866984,80.57047627853248
0.606061,0.606061,10.770423,233.05817641400014,222.1147523407012,231.49738085468454,5.538208434234242,61.63017910550606,81.48156208330926
0.616162,0.616162,10.713267,233.5911346575811,222.6725432453361,231.70964415343852,5.307875975853243,61.92253854520503,82.40425215994242
0.626263,0.626263,10.662125,234.11318032079794,223.2351294532346,231.923765834076,5.089308447303296,62.21407117701153,83.33614891587973
0.636364,0.636364,10.617778,234.63320227966085,223.8154259555795,232.13865323476608,4.874069596764862,62.506997808525014,84.29539780108792
0.646465,0.646465,10.580949,235.16963325651972,224.44018524658367,232.3552367213049,4.647796101986891,62.807976197242695,85.321530544254
0.656566,0.656566,10.552371,235.73653199697324,225.12588608465165,232.5756203787665,4.399951573771716,63.1234462599407,86.44327651211778
0.666667,0.666667,10.531286,236.32316890469625,225.85007888914595,232.79681055339037,4.134273759792528,63.44900089544454,87.63276166542882
0.676768,0.676768,10.514748,236.88908773253104,226.54593019524322,233.00726859752513,3.870066976626063,63.76497983033708,88.7917106002721
0.686869,0.686869,10.502844,237.38368551822526,227.1324686672365,233.19151787481098,3.63164337307515,64.04533858424922,89.79560374281725
0.69697,0.69697,10.500686,237.77568764139562,227.56110116665457,233.33955640577994,3.43457588367464,64.27310188169594,90.56613652542491
0.707071,0.707071,10.510795,238.06888154977526,227.842827738266,233.453117439569,3.2800042438995263,64.44925338390186,91.11324607648933
0.717172,0.717172,10.530646,238.2934723122711,228.03584002709445,233.5438088909649,3.1595247180756587,64.58903052428542,91.51742491735394
0.727273,0.727273,10.558666,238.4833012937076,228.2059055473312,233.6252489254822,3.063959887661447,64.71041552677087,91.87259085940646
0.737374,0.737374,10.595793,238.65846259783595,228.3917606721846,233.70576242039743,2.9879217748562183,64.82446989652173,92.2355574169544
0.747475,0.747475,10.641155,238.82353736127487,228.5971001907115,233.7863792313628,2.9281041032485007,64.9334943491128,92.61370476180532
0.757576,0.757576,10.690042,238.9761656522759,228.8051346791396,233.8637253913472,2.8798038120117866,65.03532169867563,92.98581790502007
0.767677,0.767677,10.739613,239.11522913924352,228.9982414718909,233.93426357694455,2.836278293143053,65.12844676625174,93.33128099057333
0.777778,0.777778,10.791531,239.2433825172939,229.16973086539738,233.99683524641046,2.7912894854289476,65.21399042860075,93.64564737535042
0.787879,0.787879,10.846661,239.36504462717107,229.32451279215323,234.05263660272874,2.7419499047991565,65.29436006118145,93.9379230091063
