phase,epi,trans,endo
0.0000,246.3905,248.0000,233.6333
0.0204,246.3647,248.0000,233.6330
0.0408,246.3965,248.0000,233.4581
0.0612,246.3987,248.0000,232.9741
0.0816,246.1062,248.0000,232.1068
0.1020,245.1918,248.0000,230.8354
0.1224,243.4808,248.0000,229.1904
0.1429,241.0863,245.5152,227.2659
0.1633,238.3376,242.4857,225.2170
0.1837,235.5656,239.8460,223.2360
0.2041,232.9225,237.3328,221.5048
0.2245,230.3477,234.4740,220.1254
0.2449,227.6698,231.0409,219.0729
0.2653,224.7450,227.2712,218.2213
0.2857,221.5454,223.6585,217.4218
0.3061,218.2009,220.5179,216.5644
0.3265,215.0270,217.7719,215.5997
0.3469,212.5126,215.1316,214.5607
0.3673,211.1873,212.4291,213.5886
0.3878,211.3599,209.7930,212.9058
0.4082,212.8981,207.6336,212.7194
0.4286,215.2827,206.5826,213.1321
0.4490,217.9313,207.3517,214.1340
0.4694,220.5085,210.3610,215.6528
0.4898,222.9784,215.3267,217.5912
0.5102,225.4408,221.2752,219.8195
0.5306,227.9576,227.0516,222.1594
0.5510,230.4875,231.8552,224.4040
0.5714,232.9130,235.4165,226.3671
0.5918,235.0912,237.8840,227.9170
0.6122,236.8851,239.6381,228.9812
0.6327,238.1912,241.1007,229.5482
0.6531,238.9946,242.5298,229.6900
0.6735,239.4107,243.9077,229.5695
0.6939,239.6418,245.0489,229.3857
0.7143,239.8672,245.8376,229.2822
0.7347,240.1731,246.3523,229.3035
0.7551,240.5629,246.7865,229.4225
0.7755,241.0048,247.2987,229.5853
0.7959,241.4741,247.9495,229.7341
0.8163,241.9713,248.0000,229.8197
0.8367,242.4949,248.0000,229.8173
0.8571,243.0027,248.0000,229.7496
0.8776,243.4171,248.0000,229.7011
0.8980,243.6775,248.0000,229.7849
0.9184,243.8067,248.0000,230.0793
0.9388,243.9559,248.0000,230.6090
0.9592,244.3593,248.0000,231.3749
0.9796,245.1682,248.0000,232.3569
1.0000,246.2892,248.0000,233.4774
