phase,epi,trans,endo
0.0000,244.3592,248.0000,234.0144
0.0204,244.2698,248.0000,233.4174
0.0408,243.9573,248.0000,232.6621
0.0612,243.2252,248.0000,231.6320
0.0816,241.9259,248.0000,230.2772
0.1020,239.9879,248.0000,228.6193
0.1224,237.4679,246.9542,226.7474
0.1429,234.5639,243.6425,224.7993
0.1633,231.5350,240.2492,222.9243
0.1837,228.5704,236.9842,221.2417
0.2041,225.7037,233.9153,219.8027
0.2245,222.8283,231.1248,218.5722
0.2449,219.7961,228.7115,217.4629
0.2653,216.5619,226.6158,216.4119
0.2857,213.3171,224.5659,215.4206
0.3061,210.5223,222.2895,214.5224
0.3265,208.7531,219.7612,213.7480
0.3469,208.4124,217.2396,213.1580
0.3673,209.5079,215.1433,212.8878
0.3878,211.6761,213.9483,213.1206
0.4082,214.4228,214.1260,213.9995
0.4286,217.3700,215.9831,215.5638
0.4490,220.3304,219.4235,217.7339
0.4694,223.2274,223.8938,220.3090
0.4898,225.9924,228.6346,222.9837
0.5102,228.5304,233.0198,225.4224
0.5306,230.7485,236.7249,227.3637
0.5510,232.5944,239.6877,228.6846
0.5714,234.0719,241.9844,229.4032
0.5918,235.2279,243.7404,229.6506
0.6122,236.1218,245.0885,229.6236
0.6327,236.8014,246.1239,229.5191
0.6531,237.3066,246.8713,229.4781
0.6735,237.6914,247.3311,229.5652
0.6939,238.0275,247.5642,229.7755
0.7143,238.3751,247.7103,230.0531
0.7347,238.7531,247.9169,230.3140
0.7551,239.1427,248.0000,230.4738
0.7755,239.5141,248.0000,230.4763
0.7959,239.8467,248.0000,230.3150
0.8163,240.1357,248.0000,230.0469
0.8367,240.3977,248.0000,229.7967
0.8571,240.6844,248.0000,229.7415
0.8776,241.0837,248.0000,230.0588
0.8980,241.6767,248.0000,230.8371
0.9184,242.4580,248.0000,231.9770
0.9388,243.2861,248.0000,233.1611
0.9592,243.9444,248.0000,233.9840
0.9796,244.2994,248.0000,234.2174
1.0000,244.4204,248.0000,234.0056
