Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.09,202.00,0.12,200.00,0.09
0.40,200.04,0.18,202.05,0.23,200.04,0.18
0.80,200.15,0.37,202.19,0.47,200.14,0.35
1.20,200.33,0.55,202.42,0.70,200.32,0.53
1.60,200.59,0.73,202.75,0.93,200.56,0.70
2.00,200.92,0.91,203.16,1.15,200.87,0.87
2.40,201.31,1.08,203.67,1.37,201.25,1.03
2.80,201.78,1.25,204.26,1.58,201.70,1.19
3.20,202.31,1.41,204.93,1.79,202.21,1.35
3.60,202.91,1.57,205.69,1.99,202.78,1.50
4.00,203.57,1.72,206.53,2.18,203.41,1.64
4.40,204.29,1.87,207.44,2.37,204.09,1.78
4.80,205.06,2.00,208.42,2.54,204.83,1.91
5.20,205.89,2.13,209.47,2.70,205.62,2.03
5.60,206.77,2.25,210.58,2.85,206.46,2.15
6.00,207.69,2.36,211.75,2.99,207.34,2.25
6.40,208.66,2.46,212.98,3.12,208.26,2.35
6.80,209.66,2.55,214.25,3.24,209.22,2.44
7.20,210.70,2.63,215.57,3.34,210.21,2.51
7.60,211.77,2.70,216.92,3.43,211.23,2.58
8.00,212.86,2.76,218.31,3.50,212.27,2.63
8.40,213.98,2.81,219.72,3.56,213.34,2.68
8.80,215.11,2.84,221.15,3.60,214.41,2.71
9.20,216.25,2.87,222.60,3.63,215.50,2.73
9.60,217.40,2.88,224.06,3.65,216.60,2.75
10.00,218.55,2.88,225.52,3.65,217.70,2.75
10.40,219.70,2.87,226.98,3.63,218.80,2.73
10.80,220.84,2.84,228.43,3.60,219.89,2.71
11.20,221.97,2.81,229.86,3.56,220.97,2.68
11.60,223.09,2.76,231.28,3.50,222.03,2.63
12.00,224.18,2.70,232.66,3.43,223.08,2.58
12.40,225.25,2.63,234.02,3.34,224.09,2.51
12.80,226.29,2.55,235.33,3.24,225.09,2.44
13.20,227.29,2.46,236.61,3.12,226.04,2.35
13.60,228.26,2.36,237.83,2.99,226.96,2.25
14.00,229.18,2.25,239.00,2.85,227.85,2.15
14.40,230.06,2.13,240.11,2.70,228.68,2.03
14.80,230.89,2.00,241.16,2.54,229.47,1.91
