Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.12,202.00,0.12,200.00,0.09
0.40,200.05,0.24,202.05,0.23,200.04,0.18
0.80,200.19,0.48,202.19,0.46,200.14,0.36
1.20,200.43,0.72,202.42,0.69,200.32,0.54
1.60,200.77,0.95,202.74,0.92,200.58,0.72
2.00,201.19,1.18,203.16,1.14,200.90,0.89
2.40,201.71,1.41,203.66,1.36,201.29,1.06
2.80,202.32,1.63,204.25,1.58,201.75,1.22
3.20,203.01,1.84,204.92,1.78,202.27,1.39
3.60,203.79,2.05,205.67,1.98,202.85,1.54
4.00,204.65,2.24,206.50,2.17,203.50,1.69
4.40,205.59,2.43,207.41,2.36,204.20,1.83
4.80,206.60,2.61,208.39,2.53,204.96,1.96
5.20,207.68,2.78,209.43,2.69,205.77,2.09
5.60,208.82,2.93,210.54,2.84,206.63,2.21
6.00,210.02,3.08,211.71,2.98,207.54,2.31
6.40,211.28,3.21,212.92,3.11,208.49,2.41
6.80,212.59,3.33,214.19,3.22,209.47,2.50
7.20,213.94,3.43,215.50,3.32,210.49,2.58
7.60,215.33,3.52,216.85,3.41,211.54,2.65
8.00,216.76,3.60,218.23,3.48,212.61,2.71
8.40,218.21,3.66,219.64,3.54,213.70,2.75
8.80,219.69,3.70,221.06,3.59,214.81,2.79
9.20,221.18,3.73,222.51,3.62,215.93,2.81
9.60,222.67,3.75,223.96,3.63,217.06,2.82
10.00,224.18,3.75,225.41,3.63,218.19,2.82
10.40,225.67,3.73,226.86,3.62,219.31,2.81
10.80,227.16,3.70,228.30,3.59,220.43,2.79
11.20,228.64,3.66,229.73,3.54,221.54,2.75
11.60,230.09,3.60,231.14,3.48,222.64,2.71
12.00,231.52,3.52,232.52,3.41,223.71,2.65
12.40,232.91,3.43,233.87,3.32,224.75,2.58
12.80,234.26,3.33,235.18,3.22,225.77,2.50
13.20,235.57,3.21,236.44,3.11,226.76,2.41
13.60,236.83,3.08,237.66,2.98,227.70,2.31
14.00,238.03,2.93,238.83,2.84,228.61,2.21
14.40,239.17,2.78,239.94,2.69,229.47,2.09
14.80,240.25,2.61,240.98,2.53,230.28,1.96
15.20,241.26,2.43,241.96,2.36,231.04,1.83
15.60,242.20,2.24,242.86,2.17,231.74,1.69
16.00,243.06,2.05,243.70,1.98,232.39,1.54
16.40,243.84,1.84,244.45,1.78,232.98,1.39
16.80,244.53,1.63,245.12,1.58,233.50,1.22
17.20,245.14,1.41,245.71,1.36,233.96,1.06
17.60,245.66,1.18,246.21,1.14,234.35,0.89
18.00,246.08,0.95,246.63,0.92,234.67,0.72
18.40,246.42,0.72,246.95,0.69,234.92,0.54
18.80,246.66,0.48,247.18,0.46,235.10,0.36
19.20,246.80,0.24,247.32,0.23,235.21,0.18
19.60,246.85,0.06,247.37,0.06,235.24,0.05
20.00,246.85,1.09,247.37,0.72,235.24,-0.11
20.40,247.73,1.41,247.94,0.65,235.16,-0.67
20.80,247.98,-0.68,247.89,-1.29,234.70,-1.88
21.20,247.18,-3.33,246.91,-3.36,233.65,-3.35
21.60,245.31,-5.58,245.20,-4.64,232.02,-4.49
22.00,242.71,-6.78,243.20,-5.11,230.06,-4.83
22.40,239.89,-6.98,241.11,-5.62,228.16,-4.27
22.80,237.13,-6.76,238.70,-7.02,226.65,-3.13
23.20,234.48,-6.64,235.50,-9.22,225.66,-1.94
23.60,231.82,-6.77,231.32,-11.21,225.10,-1.18
24.00,229.06,-7.08,226.53,-11.90,224.71,-1.06
24.40,226.15,-7.56,221.80,-10.92,224.24,-1.44
24.80,223.01,-8.26,217.79,-8.87,223.56,-1.99
25.20,219.55,-8.95,214.71,-6.89,222.66,-2.39
25.60,215.85,-9.11,212.28,-5.91,221.64,-2.52
26.00,212.26,-8.08,209.98,-5.99,220.64,-2.42
26.40,209.39,-5.54,207.48,-6.35,219.70,-2.25
26.80,207.83,-1.91,204.90,-6.00,218.84,-2.08
27.20,207.86,1.80,202.68,-3.63,218.04,-1.81
27.60,209.26,4.57,202.00,-0.85,217.39,-1.16
28.00,211.52,6.19,202.00,0.77,217.11,0.10
28.40,214.22,7.18,202.62,4.31,217.47,1.90
28.80,217.26,8.07,205.45,8.58,218.63,3.81
29.20,220.67,8.84,209.48,11.04,220.51,5.22
29.60,224.34,9.14,214.28,12.40,222.81,5.82
30.00,227.98,8.69,219.40,12.66,225.17,5.65
30.40,231.29,7.59,224.41,12.00,227.33,4.96
30.80,234.05,6.10,229.00,10.59,229.14,3.95
31.20,236.17,4.51,232.89,8.65,230.48,2.69
31.60,237.66,3.06,235.91,6.49,231.29,1.33
32.00,238.62,1.93,238.08,4.58,231.54,0.16
32.40,239.21,1.25,239.57,3.20,231.41,-0.50
32.80,239.61,0.98,240.64,2.36,231.14,-0.56
33.20,239.99,0.99,241.46,1.89,230.97,-0.19
33.60,240.41,1.11,242.15,1.56,230.99,0.27
34.00,240.88,1.17,242.71,1.26,231.19,0.55
34.40,241.34,1.09,243.16,0.97,231.44,0.55
34.80,241.75,0.89,243.49,0.74,231.63,0.34
35.20,242.06,0.66,243.75,0.66,231.71,0.04
35.60,242.28,0.51,244.02,0.82,231.67,-0.22
36.00,242.46,0.46,244.41,1.29,231.53,-0.41
36.40,242.64,0.49,245.05,1.95,231.34,-0.47
36.80,242.85,0.53,245.97,2.47,231.15,-0.32
37.20,243.07,0.60,247.03,2.42,231.08,0.12
37.60,243.33,0.76,247.91,1.21,231.25,0.83
38.00,243.68,1.06,248.00,0.11,231.75,1.60
38.40,244.18,1.49,248.00,0.00,232.53,2.13
38.80,244.87,1.94,248.00,-0.38,233.45,2.25
39.20,245.74,2.28,247.70,-0.77,234.34,2.11
39.60,246.70,1.39,247.38,-0.41,235.14,1.13
40.00,246.85,1.29,247.37,0.70,235.24,0.03
40.40,247.73,1.41,247.94,0.65,235.16,-0.67
40.80,247.98,-0.68,247.89,-1.29,234.70,-1.88
41.20,247.18,-3.33,246.91,-3.36,233.65,-3.35
41.60,245.31,-5.58,245.20,-4.64,232.02,-4.49
