phase,epi,trans,endo
0.0000,241.9013,248.0000,234.0496
0.0204,241.8698,248.0000,233.6779
0.0408,241.7813,248.0000,233.2276
0.0612,241.5275,248.0000,232.6165
0.0816,240.9317,248.0000,231.7415
0.1020,239.7829,248.0000,230.4892
0.1224,237.9402,247.7970,228.8129
0.1429,235.4439,246.2313,226.8144
0.1633,232.5284,243.9894,224.7311
0.1837,229.4996,241.0460,222.8064
0.2041,226.5484,237.7358,221.1430
0.2245,223.6352,234.5860,219.6874
0.2449,220.5323,231.9708,218.3610
0.2653,217.0245,229.8857,217.1778
0.2857,213.1587,228.0038,216.2119
0.3061,209.3645,225.9409,215.4731
0.3265,206.3293,223.5246,214.8599
0.3469,204.6875,220.8998,214.2526
0.3673,204.7192,218.4442,213.6539
0.3878,206.2420,216.5930,213.2493
0.4082,208.7581,215.7080,213.3351
0.4286,211.7356,216.0238,214.1724
0.4490,214.8206,217.5991,215.8563
0.4694,217.8697,220.2774,218.2552
0.4898,220.8471,223.7483,221.0353
0.5102,223.7022,227.6763,223.7784
0.5306,226.3238,231.7537,226.1314
0.5510,228.5828,235.6681,227.8905
0.5714,230.4078,239.1064,229.0059
0.5918,231.8192,241.8394,229.5551
0.6122,232.8970,243.7960,229.7115
0.6327,233.7231,245.0471,229.6890
0.6531,234.3546,245.7373,229.6656
0.6735,234.8373,246.0427,229.7286
0.6939,235.2214,246.1554,229.8793
0.7143,235.5556,246.2442,230.0784
0.7347,235.8722,246.3985,230.2824
0.7551,236.1820,246.6192,230.4486
0.7755,236.4811,246.8936,230.5230
0.7959,236.7603,247.2756,230.4433
0.8163,237.0137,247.8578,230.1757
0.8367,237.2518,248.0000,229.7797
0.8571,237.5108,248.0000,229.4483
0.8776,237.8490,248.0000,229.4650
0.8980,238.3252,248.0000,230.0502
0.9184,238.9627,248.0000,231.1703
0.9388,239.7219,248.0000,232.4772
0.9592,240.5091,247.7374,233.4911
0.9796,241.2367,247.3802,233.9282
1.0000,241.8943,247.2813,233.9143
