Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.11,202.00,0.12,200.00,0.09
0.40,200.05,0.23,202.05,0.24,200.03,0.17
0.80,200.18,0.45,202.19,0.47,200.14,0.35
1.20,200.41,0.68,202.42,0.70,200.31,0.52
1.60,200.73,0.90,202.75,0.93,200.56,0.69
2.00,201.13,1.12,203.17,1.16,200.87,0.86
2.40,201.62,1.33,203.68,1.38,201.24,1.02
2.80,202.20,1.54,204.28,1.60,201.68,1.18
3.20,202.85,1.74,204.96,1.81,202.19,1.34
3.60,203.59,1.94,205.72,2.01,202.75,1.49
4.00,204.40,2.12,206.57,2.20,203.38,1.63
4.40,205.29,2.30,207.49,2.39,204.06,1.77
4.80,206.25,2.47,208.48,2.56,204.79,1.90
5.20,207.27,2.63,209.54,2.73,205.57,2.02
5.60,208.35,2.78,210.66,2.88,206.40,2.13
6.00,209.49,2.91,211.84,3.02,207.28,2.23
6.40,210.68,3.04,213.08,3.15,208.19,2.33
6.80,211.92,3.15,214.36,3.27,209.14,2.42
7.20,213.20,3.25,215.69,3.37,210.12,2.49
7.60,214.52,3.33,217.06,3.46,211.13,2.56
8.00,215.87,3.41,218.46,3.53,212.17,2.61
8.40,217.24,3.46,219.88,3.59,213.22,2.66
8.80,218.64,3.51,221.33,3.64,214.29,2.69
9.20,220.05,3.54,222.79,3.67,215.37,2.71
9.60,221.47,3.55,224.26,3.68,216.46,2.72
10.00,222.89,3.55,225.74,3.68,217.55,2.72
10.40,224.31,3.54,227.21,3.67,218.64,2.71
10.80,225.72,3.51,228.67,3.64,219.72,2.69
11.20,227.12,3.46,230.12,3.59,220.79,2.66
11.60,228.49,3.41,231.54,3.53,221.85,2.61
12.00,229.84,3.33,232.94,3.46,222.88,2.56
12.40,231.16,3.25,234.31,3.37,223.89,2.49
12.80,232.44,3.15,235.64,3.27,224.87,2.42
13.20,233.68,3.04,236.92,3.15,225.82,2.33
13.60,234.87,2.91,238.16,3.02,226.74,2.23
14.00,236.01,2.78,239.34,2.88,227.61,2.13
14.40,237.09,2.63,240.46,2.73,228.44,2.02
14.80,238.11,2.47,241.52,2.56,229.22,1.90
15.20,239.07,2.30,242.51,2.39,229.96,1.77
15.60,239.95,2.12,243.43,2.20,230.64,1.63
16.00,240.77,1.94,244.28,2.01,231.26,1.49
16.40,241.51,1.74,245.04,1.81,231.83,1.34
16.80,242.16,1.54,245.72,1.60,232.33,1.18
17.20,242.74,1.33,246.32,1.38,232.77,1.02
17.60,243.23,1.12,246.83,1.16,233.15,0.86
18.00,243.63,0.90,247.25,0.93,233.46,0.69
18.40,243.95,0.68,247.58,0.70,233.70,0.52
18.80,244.18,0.45,247.81,0.47,233.87,0.35
19.20,244.31,0.23,247.95,0.24,233.98,0.17
