Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.09,202.00,0.11,200.00,0.09
0.40,200.04,0.18,202.04,0.21,200.03,0.17
0.80,200.15,0.37,202.17,0.43,200.14,0.35
1.20,200.33,0.55,202.38,0.64,200.31,0.52
1.60,200.59,0.73,202.68,0.85,200.55,0.69
2.00,200.91,0.91,203.06,1.05,200.86,0.85
2.40,201.31,1.08,203.52,1.25,201.23,1.02
2.80,201.78,1.25,204.06,1.45,201.67,1.17
3.20,202.31,1.41,204.68,1.64,202.17,1.33
3.60,202.90,1.57,205.37,1.82,202.74,1.48
4.00,203.56,1.72,206.14,2.00,203.36,1.62
4.40,204.28,1.86,206.97,2.16,204.03,1.75
4.80,205.05,2.00,207.87,2.32,204.76,1.88
5.20,205.88,2.13,208.83,2.47,205.54,2.00
5.60,206.75,2.25,209.84,2.61,206.36,2.12
6.00,207.67,2.36,210.91,2.74,207.23,2.22
6.40,208.64,2.46,212.03,2.85,208.14,2.31
6.80,209.64,2.55,213.20,2.96,209.08,2.40
7.20,210.68,2.63,214.40,3.05,210.06,2.47
7.60,211.74,2.70,215.64,3.13,211.06,2.54
8.00,212.83,2.75,216.91,3.20,212.09,2.59
8.40,213.95,2.80,218.20,3.25,213.14,2.64
8.80,215.07,2.84,219.51,3.29,214.20,2.67
9.20,216.21,2.86,220.83,3.32,215.27,2.69
9.60,217.36,2.87,222.17,3.34,216.35,2.70
10.00,218.51,2.87,223.50,3.34,217.44,2.70
10.40,219.66,2.86,224.83,3.32,218.52,2.69
10.80,220.80,2.84,226.16,3.29,219.59,2.67
11.20,221.93,2.80,227.47,3.25,220.65,2.64
11.60,223.04,2.75,228.76,3.20,221.70,2.59
12.00,224.13,2.70,230.03,3.13,222.73,2.54
12.40,225.20,2.63,231.27,3.05,223.73,2.47
12.80,226.23,2.55,232.47,2.96,224.71,2.40
13.20,227.23,2.46,233.63,2.85,225.65,2.31
13.60,228.20,2.36,234.75,2.74,226.56,2.22
14.00,229.12,2.25,235.82,2.61,227.43,2.12
14.40,230.00,2.13,236.84,2.47,228.25,2.00
14.80,230.82,2.00,237.80,2.32,229.03,1.88
15.20,231.59,1.86,238.70,2.16,229.76,1.75
15.60,232.31,1.72,239.53,2.00,230.44,1.62
16.00,232.97,1.57,240.29,1.82,231.06,1.48
16.40,233.57,1.41,240.98,1.64,231.62,1.33
16.80,234.10,1.25,241.60,1.45,232.12,1.17
17.20,234.56,1.08,242.14,1.25,232.56,1.02
17.60,234.96,0.91,242.60,1.05,232.93,0.85
18.00,235.29,0.73,242.98,0.85,233.24,0.69
18.40,235.54,0.55,243.28,0.64,233.48,0.52
18.80,235.73,0.37,243.49,0.43,233.65,0.35
19.20,235.84,0.18,243.62,0.21,233.76,0.17
19.60,235.87,0.05,243.67,0.05,233.79,0.04
20.00,235.87,-2.59,243.67,-6.79,233.79,-2.06
20.40,233.80,-5.15,238.23,-12.24,232.14,-4.10
20.80,231.75,-4.95,233.88,-8.97,230.51,-4.01
21.20,229.84,-4.52,231.06,-5.79,228.93,-3.76
21.60,228.13,-4.16,229.25,-5.02,227.50,-3.19
22.00,226.51,-4.21,227.05,-7.75,226.38,-2.33
22.40,224.77,-4.65,223.05,-12.67,225.64,-1.46
22.80,222.79,-5.18,216.91,-16.51,225.21,-0.99
23.20,220.62,-5.64,209.84,-16.06,224.85,-1.18
23.60,218.28,-6.23,204.06,-9.80,224.27,-2.01
24.00,215.64,-7.36,202.00,-1.64,223.25,-3.14
24.40,212.39,-9.27,202.75,5.85,221.76,-4.11
24.80,208.23,-11.41,206.68,10.79,219.96,-4.53
25.20,203.26,-10.28,211.38,10.48,218.13,-4.27
25.60,200.00,-4.08,215.07,6.74,216.54,-3.53
26.00,200.00,0.00,216.77,1.89,215.31,-2.67
26.40,200.00,0.00,216.58,-1.47,214.41,-1.83
26.80,200.00,0.00,215.60,-1.25,213.84,-0.66
27.20,200.00,1.06,215.58,2.80,213.88,1.40
27.60,200.85,7.40,217.84,8.23,214.96,4.30
28.00,205.92,12.03,222.16,11.26,217.32,6.96
28.40,210.47,10.34,226.85,9.90,220.53,8.02
28.80,214.19,8.46,230.08,5.65,223.73,7.01
29.20,217.24,7.09,231.37,1.88,226.14,4.74
29.60,219.86,6.01,231.59,0.67,227.53,2.59
30.00,222.05,4.80,231.91,1.66,228.21,1.45
30.40,223.70,3.43,232.92,3.29,228.69,1.30
30.80,224.80,2.27,234.54,4.40,229.26,1.54
