Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.09,202.00,0.12,200.00,0.09
0.40,200.04,0.18,202.05,0.23,200.03,0.17
0.80,200.15,0.37,202.19,0.47,200.14,0.35
1.20,200.33,0.55,202.42,0.70,200.31,0.52
1.60,200.59,0.73,202.75,0.93,200.55,0.69
2.00,200.91,0.90,203.16,1.15,200.86,0.85
2.40,201.31,1.08,203.67,1.37,201.24,1.02
2.80,201.77,1.24,204.26,1.59,201.68,1.18
3.20,202.30,1.41,204.94,1.79,202.18,1.33
3.60,202.90,1.56,205.69,1.99,202.74,1.48
4.00,203.55,1.71,206.53,2.19,203.36,1.62
4.40,204.27,1.86,207.44,2.37,204.04,1.76
4.80,205.04,1.99,208.43,2.54,204.77,1.89
5.20,205.86,2.12,209.48,2.71,205.55,2.01
5.60,206.74,2.24,210.59,2.86,206.38,2.12
6.00,207.66,2.35,211.76,3.00,207.25,2.22
6.40,208.62,2.45,212.99,3.13,208.16,2.32
6.80,209.62,2.54,214.26,3.24,209.10,2.41
7.20,210.65,2.62,215.58,3.34,210.08,2.48
7.60,211.71,2.69,216.94,3.43,211.09,2.55
8.00,212.80,2.75,218.33,3.50,212.12,2.60
8.40,213.91,2.79,219.74,3.56,213.17,2.64
8.80,215.04,2.83,221.18,3.61,214.23,2.68
9.20,216.18,2.85,222.63,3.64,215.31,2.70
9.60,217.32,2.86,224.09,3.65,216.39,2.71
10.00,218.47,2.86,225.55,3.65,217.48,2.71
10.40,219.61,2.85,227.01,3.64,218.56,2.70
10.80,220.75,2.83,228.46,3.61,219.64,2.68
11.20,221.88,2.79,229.90,3.56,220.70,2.64
11.60,222.98,2.75,231.31,3.50,221.76,2.60
12.00,224.07,2.69,232.70,3.43,222.79,2.55
12.40,225.14,2.62,234.05,3.34,223.79,2.48
12.80,226.17,2.54,235.37,3.24,224.77,2.41
13.20,227.17,2.45,236.65,3.13,225.72,2.32
13.60,228.13,2.35,237.87,3.00,226.63,2.22
14.00,229.05,2.24,239.05,2.86,227.50,2.12
14.40,229.92,2.12,240.16,2.71,228.32,2.01
14.80,230.75,1.99,241.21,2.54,229.10,1.89
15.20,231.52,1.86,242.19,2.37,229.83,1.76
15.60,232.23,1.71,243.11,2.19,230.51,1.62
16.00,232.89,1.56,243.94,1.99,231.13,1.48
16.40,233.48,1.41,244.70,1.79,231.69,1.33
16.80,234.01,1.24,245.38,1.59,232.20,1.18
17.20,234.48,1.08,245.97,1.37,232.63,1.02
17.60,234.88,0.90,246.47,1.15,233.01,0.85
18.00,235.20,0.73,246.89,0.93,233.32,0.69
18.40,235.46,0.55,247.22,0.70,233.56,0.52
18.80,235.64,0.37,247.45,0.47,233.73,0.35
19.20,235.75,0.18,247.59,0.23,233.84,0.17
19.60,235.79,0.05,247.64,0.06,233.87,0.04
20.00,235.79,-1.35,247.64,-5.97,233.87,-1.28
20.40,234.70,-2.97,242.86,-11.86,232.85,-2.55
20.80,233.41,-3.54,238.15,-11.42,231.83,-2.51
21.20,231.87,-4.00,233.73,-10.35,230.84,-2.35
21.60,230.21,-4.17,229.86,-8.97,229.95,-2.05
22.00,228.53,-4.27,226.56,-7.85,229.20,-1.66
22.40,226.80,-4.58,223.59,-7.12,228.62,-1.32
22.80,224.87,-5.16,220.86,-6.19,228.14,-1.25
23.20,222.67,-5.76,218.64,-4.36,227.61,-1.63
23.60,220.27,-5.99,217.37,-1.56,226.84,-2.46
24.00,217.88,-5.70,217.39,1.46,225.65,-3.54
24.40,215.70,-5.24,218.54,3.61,224.00,-4.53
24.80,213.69,-5.23,220.27,4.11,222.03,-5.04
25.20,211.52,-6.01,221.83,2.96,219.98,-4.84
25.60,208.88,-7.16,222.64,0.91,218.16,-3.95
26.00,205.80,-7.53,222.56,-0.96,216.82,-2.56
26.40,202.86,-5.96,221.88,-1.64,216.10,-0.90
26.80,201.03,-2.12,221.24,-0.68,216.10,0.93
27.20,201.16,3.04,221.33,1.51,216.85,2.80
27.60,203.46,7.71,222.45,3.77,218.34,4.40
28.00,207.33,10.22,224.35,4.93,220.37,5.26
28.40,211.64,10.01,226.39,4.75,222.54,4.99
28.80,215.34,7.89,228.15,3.96,224.36,3.75
29.20,217.95,5.36,229.56,3.34,225.54,2.21
29.60,219.62,3.56,230.82,3.08,226.13,1.13
30.00,220.80,2.83,232.02,2.97,226.44,0.91
30.40,221.89,2.83,233.19,2.95,226.86,1.40
30.80,223.07,3.07,234.38,3.15,227.56,2.09
31.20,224.35,3.29,235.72,3.71,228.52,2.46
31.60,225.70,3.42,237.35,4.50,229.53,2.24
32.00,227.08,3.41,239.31,5.13,230.32,1.53
32.40,228.43,3.17,241.45,5.20,230.75,0.64
32.80,229.62,2.65,243.48,4.52,230.83,-0.11
33.20,230.55,1.97,245.07,3.25,230.67,-0.50
33.60,231.19,1.29,246.08,1.85,230.43,-0.52
34.00,231.58,0.78,246.55,0.75,230.25,-0.28
34.40,231.82,0.48,246.68,0.19,230.20,0.03
34.80,231.97,0.31,246.70,0.12,230.27,0.23
35.20,232.06,0.16,246.77,0.36,230.39,0.18
35.60,232.10,0.02,246.99,0.67,230.42,-0.16
36.00,232.07,-0.09,247.31,0.81,230.26,-0.61
36.40,232.03,-0.07,247.63,0.62,229.93,-0.84
36.80,232.02,0.08,247.81,0.10,229.59,-0.56
37.20,232.10,0.37,247.71,-0.56,229.48,0.29
37.60,232.31,0.75,247.36,-1.02,229.82,1.42
38.00,232.70,1.18,246.90,-1.00,230.62,2.28
38.40,233.26,1.61,246.56,-0.41,231.64,2.48
38.80,233.99,1.99,246.57,0.55,232.60,2.03
39.20,234.85,2.24,247.00,1.44,233.27,1.40
39.60,235.78,1.17,247.72,0.79,233.71,0.75
40.00,235.79,-1.34,247.64,-6.07,233.87,-1.08
40.40,234.70,-2.97,242.86,-11.86,232.85,-2.55
40.80,233.41,-3.54,238.15,-11.42,231.83,-2.51
41.20,231.87,-4.00,233.73,-10.35,230.84,-2.35
41.60,230.21,-4.17,229.86,-8.97,229.95,-2.05
42.00,228.53,-4.27,226.56,-7.85,229.20,-1.66
42.40,226.80,-4.58,223.59,-7.12,228.62,-1.32
42.80,224.87,-5.16,220.86,-6.19,228.14,-1.25
43.20,222.67,-5.76,218.64,-4.36,227.61,-1.63
43.60,220.27,-5.99,217.37,-1.56,226.84,-2.46
44.00,217.88,-5.70,217.39,1.46,225.65,-3.54
44.40,215.70,-5.24,218.54,3.61,224.00,-4.53
44.80,213.69,-5.23,220.27,4.11,222.03,-5.04
45.20,211.52,-6.01,221.83,2.96,219.98,-4.84
45.60,208.88,-7.16,222.64,0.91,218.16,-3.95
46.00,205.80,-7.53,222.56,-0.96,216.82,-2.56
46.40,202.86,-5.96,221.88,-1.64,216.10,-0.90
46.80,201.03,-2.12,221.24,-0.68,216.10,0.93
47.20,201.16,3.04,221.33,1.51,216.85,2.80
47.60,203.46,7.71,222.45,3.77,218.34,4.40
48.00,207.33,10.22,224.35,4.93,220.37,5.26
48.40,211.64,10.01,226.39,4.75,222.54,4.99
48.80,215.34,7.89,228.15,3.96,224.36,3.75
49.20,217.95,5.36,229.56,3.34,225.54,2.21
49.60,219.62,3.56,230.82,3.08,226.13,1.13
50.00,220.80,2.83,232.02,2.97,226.44,0.91
50.40,221.89,2.83,233.19,2.95,226.86,1.40
50.80,223.07,3.07,234.38,3.15,227.56,2.09
51.20,224.35,3.29,235.72,3.71,228.52,2.46
51.60,225.70,3.42,237.35,4.50,229.53,2.24
52.00,227.08,3.41,239.31,5.13,230.32,1.53
52.40,228.43,3.17,241.45,5.20,230.75,0.64
52.80,229.62,2.65,243.48,4.52,230.83,-0.11
53.20,230.55,1.97,245.07,3.25,230.67,-0.50
53.60,231.19,1.29,246.08,1.85,230.43,-0.52
54.00,231.58,0.78,246.55,0.75,230.25,-0.28
54.40,231.82,0.48,246.68,0.19,230.20,0.03
54.80,231.97,0.31,246.70,0.12,230.27,0.23
55.20,232.06,0.16,246.77,0.36,230.39,0.18
55.60,232.10,0.02,246.99,0.67,230.42,-0.16
56.00,232.07,-0.09,247.31,0.81,230.26,-0.61
56.40,232.03,-0.07,247.63,0.62,229.93,-0.84
56.80,232.02,0.08,247.81,0.10,229.59,-0.56
57.20,232.10,0.37,247.71,-0.56,229.48,0.29
57.60,232.31,0.75,247.36,-1.02,229.82,1.42
58.00,232.70,1.18,246.90,-1.00,230.62,2.28
58.40,233.26,1.61,246.56,-0.41,231.64,2.48
58.80,233.99,1.99,246.57,0.55,232.60,2.03
59.20,234.85,2.24,247.00,1.44,233.27,1.40
59.60,235.78,1.17,247.72,0.79,233.71,0.75
60.00,235.79,-1.34,247.64,-6.07,233.87,-1.08
