Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.09,202.00,0.12,200.00,0.09
0.40,200.04,0.19,202.05,0.24,200.03,0.17
0.80,200.15,0.38,202.19,0.47,200.14,0.34
1.20,200.34,0.57,202.42,0.70,200.31,0.51
1.60,200.60,0.75,202.75,0.93,200.55,0.68
2.00,200.94,0.93,203.17,1.16,200.85,0.85
2.40,201.35,1.11,203.68,1.38,201.22,1.01
2.80,201.83,1.29,204.28,1.60,201.66,1.16
3.20,202.38,1.45,204.96,1.81,202.15,1.32
3.60,202.99,1.62,205.72,2.01,202.71,1.46
4.00,203.67,1.77,206.57,2.20,203.33,1.60
4.40,204.41,1.92,207.49,2.39,203.99,1.74
4.80,205.21,2.06,208.48,2.56,204.72,1.87
5.20,206.06,2.19,209.54,2.73,205.49,1.99
5.60,206.96,2.32,210.66,2.88,206.30,2.10
6.00,207.91,2.43,211.84,3.02,207.16,2.20
6.40,208.91,2.53,213.08,3.15,208.06,2.29
6.80,209.94,2.63,214.36,3.27,209.00,2.38
7.20,211.01,2.71,215.69,3.37,209.97,2.45
7.60,212.11,2.78,217.06,3.46,210.96,2.52
8.00,213.23,2.84,218.46,3.53,211.98,2.57
8.40,214.38,2.89,219.88,3.59,213.02,2.61
8.80,215.54,2.92,221.33,3.64,214.07,2.65
9.20,216.72,2.95,222.79,3.67,215.14,2.67
9.60,217.90,2.96,224.26,3.68,216.21,2.68
10.00,219.08,2.96,225.74,3.68,217.28,2.68
10.40,220.27,2.95,227.21,3.67,218.35,2.67
10.80,221.44,2.92,228.67,3.64,219.42,2.65
11.20,222.61,2.89,230.12,3.59,220.47,2.61
11.60,223.75,2.84,231.54,3.53,221.51,2.57
12.00,224.88,2.78,232.94,3.46,222.53,2.52
12.40,225.98,2.71,234.31,3.37,223.52,2.45
12.80,227.04,2.63,235.64,3.27,224.49,2.38
13.20,228.08,2.53,236.92,3.15,225.42,2.29
13.60,229.07,2.43,238.16,3.02,226.32,2.20
14.00,230.02,2.32,239.34,2.88,227.18,2.10
14.40,230.92,2.19,240.46,2.73,228.00,1.99
14.80,231.78,2.06,241.52,2.56,228.77,1.87
15.20,232.57,1.92,242.51,2.39,229.49,1.74
15.60,233.31,1.77,243.43,2.20,230.16,1.60
16.00,233.99,1.62,244.28,2.01,230.78,1.46
16.40,234.60,1.45,245.04,1.81,231.33,1.32
16.80,235.15,1.29,245.72,1.60,231.83,1.16
17.20,235.63,1.11,246.32,1.38,232.26,1.01
17.60,236.04,0.93,246.83,1.16,232.63,0.85
18.00,236.38,0.75,247.25,0.93,232.94,0.68
18.40,236.64,0.57,247.58,0.70,233.18,0.51
18.80,236.83,0.38,247.81,0.47,233.35,0.34
19.20,236.95,0.19,247.95,0.24,233.45,0.17
19.60,236.98,0.05,248.00,0.06,233.49,0.04
20.00,236.98,-0.86,248.00,-4.07,233.49,-0.33
20.40,236.29,-2.01,244.75,-8.61,233.22,-0.78
20.80,235.37,-2.64,241.11,-9.45,232.86,-1.07
21.20,234.18,-3.21,237.19,-10.01,232.37,-1.33
21.60,232.80,-3.55,233.10,-9.96,231.80,-1.41
22.00,231.34,-3.84,229.22,-8.76,231.24,-1.38
22.40,229.73,-4.27,226.09,-6.31,230.69,-1.44
22.80,227.92,-4.80,224.17,-3.12,230.09,-1.78
23.20,225.89,-5.13,223.60,-0.15,229.27,-2.48
23.60,223.81,-5.03,224.05,1.70,228.10,-3.48
24.00,221.87,-4.63,224.96,2.17,226.49,-4.52
24.40,220.11,-4.45,225.78,1.59,224.48,-5.27
24.80,218.31,-5.10,226.23,0.46,222.28,-5.35
25.20,216.03,-6.66,226.15,-1.03,220.20,-4.61
25.60,212.98,-8.15,225.41,-2.93,218.59,-3.20
26.00,209.51,-7.80,223.81,-5.14,217.64,-1.44
26.40,206.74,-4.39,221.30,-6.98,217.43,0.39
26.80,206.00,1.33,218.22,-7.22,217.95,2.18
27.20,207.80,6.54,215.52,-4.67,219.18,3.73
27.60,211.23,8.32,214.49,0.68,220.94,4.52
28.00,214.46,6.25,216.07,7.04,222.80,4.02
28.40,216.23,2.85,220.12,11.52,224.15,2.37
28.80,216.74,1.13,225.28,12.09,224.69,0.56
29.20,217.13,1.93,229.80,9.10,224.60,-0.31
29.60,218.28,3.85,232.57,4.85,224.44,0.13
30.00,220.21,5.12,233.67,1.82,224.70,1.36
30.40,222.38,5.17,234.03,1.25,225.53,2.55
30.80,224.35,4.52,234.67,2.72,226.74,3.07
31.20,225.99,3.87,236.20,4.87,227.98,2.79
31.60,227.44,3.49,238.57,6.35,228.97,1.96
32.00,228.78,3.20,241.28,6.53,229.55,0.96
32.40,230.00,2.75,243.80,5.60,229.74,0.13
32.80,230.98,2.08,245.76,4.07,229.66,-0.34
33.20,231.66,1.36,247.05,2.46,229.47,-0.42
33.60,232.07,0.79,247.73,1.11,229.32,-0.23
34.00,232.29,0.47,247.94,0.21,229.29,0.10
34.40,232.44,0.37,247.90,-0.17,229.40,0.38
