Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.11,202.00,0.12,200.00,0.09
0.40,200.04,0.21,202.05,0.24,200.03,0.17
0.80,200.17,0.42,202.19,0.47,200.14,0.35
1.20,200.38,0.63,202.42,0.70,200.31,0.52
1.60,200.67,0.83,202.75,0.93,200.56,0.69
2.00,201.04,1.03,203.17,1.16,200.87,0.86
2.40,201.50,1.23,203.68,1.38,201.24,1.02
2.80,202.03,1.42,204.28,1.60,201.68,1.18
3.20,202.64,1.61,204.96,1.81,202.19,1.34
3.60,203.32,1.79,205.72,2.01,202.75,1.48
4.00,204.07,1.96,206.57,2.20,203.37,1.63
4.40,204.89,2.13,207.49,2.39,204.05,1.76
4.80,205.77,2.28,208.48,2.56,204.78,1.89
5.20,206.71,2.43,209.54,2.73,205.57,2.01
5.60,207.71,2.57,210.66,2.88,206.40,2.13
6.00,208.77,2.69,211.84,3.02,207.27,2.23
6.40,209.87,2.81,213.08,3.15,208.18,2.33
6.80,211.01,2.91,214.36,3.27,209.13,2.41
7.20,212.19,3.00,215.69,3.37,210.11,2.49
7.60,213.41,3.08,217.06,3.46,211.12,2.55
8.00,214.66,3.15,218.46,3.53,212.15,2.61
8.40,215.93,3.20,219.88,3.59,213.21,2.65
8.80,217.22,3.24,221.33,3.64,214.28,2.69
9.20,218.52,3.27,222.79,3.67,215.36,2.71
9.60,219.83,3.28,224.26,3.68,216.44,2.72
10.00,221.14,3.28,225.74,3.68,217.53,2.72
10.40,222.45,3.27,227.21,3.67,218.62,2.71
10.80,223.75,3.24,228.67,3.64,219.70,2.69
11.20,225.04,3.20,230.12,3.59,220.77,2.65
11.60,226.31,3.15,231.54,3.53,221.82,2.61
12.00,227.56,3.08,232.94,3.46,222.85,2.55
12.40,228.78,3.00,234.31,3.37,223.86,2.49
12.80,229.96,2.91,235.64,3.27,224.85,2.41
13.20,231.10,2.81,236.92,3.15,225.79,2.33
13.60,232.20,2.69,238.16,3.02,226.71,2.23
14.00,233.26,2.57,239.34,2.88,227.58,2.13
14.40,234.26,2.43,240.46,2.73,228.41,2.01
14.80,235.20,2.28,241.52,2.56,229.19,1.89
15.20,236.08,2.13,242.51,2.39,229.92,1.76
15.60,236.90,1.96,243.43,2.20,230.60,1.63
16.00,237.65,1.79,244.28,2.01,231.23,1.48
16.40,238.33,1.61,245.04,1.81,231.79,1.34
16.80,238.94,1.42,245.72,1.60,232.29,1.18
17.20,239.47,1.23,246.32,1.38,232.73,1.02
17.60,239.93,1.03,246.83,1.16,233.11,0.86
18.00,240.30,0.83,247.25,0.93,233.42,0.69
18.40,240.59,0.63,247.58,0.70,233.66,0.52
18.80,240.80,0.42,247.81,0.47,233.84,0.35
19.20,240.93,0.21,247.95,0.24,233.94,0.17
19.60,240.97,0.05,248.00,0.06,233.98,0.04
20.00,240.97,-0.43,248.00,0.00,233.98,-0.58
20.40,240.63,-1.03,248.00,0.00,233.51,-1.27
20.80,240.15,-1.51,248.00,0.00,232.96,-1.60
21.20,239.42,-2.21,248.00,0.00,232.23,-2.13
21.60,238.38,-3.14,248.00,0.00,231.25,-2.85
22.00,236.91,-4.36,248.00,-0.01,229.95,-3.65
22.40,234.89,-5.72,247.99,-3.11,228.33,-4.38
22.80,232.33,-6.89,245.52,-7.21,226.45,-4.88
23.20,229.38,-7.51,242.23,-8.59,224.42,-5.07
23.60,226.32,-7.59,238.65,-8.65,222.39,-4.95
24.00,223.31,-7.62,235.31,-7.62,220.47,-4.57
24.40,220.23,-8.29,232.55,-6.18,218.74,-3.98
24.80,216.68,-9.92,230.36,-5.14,217.28,-3.22
25.20,212.29,-11.87,228.44,-4.89,216.16,-2.41
25.60,207.18,-12.66,226.45,-5.24,215.36,-1.75
26.00,202.17,-8.97,224.25,-5.59,214.76,-1.43
26.40,200.00,-2.71,221.98,-5.42,214.21,-1.39
26.80,200.00,0.00,219.91,-4.62,213.65,-1.25
27.20,200.00,4.84,218.28,-3.32,213.21,-0.56
27.60,203.87,11.16,217.25,-1.62,213.20,0.84
28.00,208.93,12.20,216.98,0.53,213.89,2.74
28.40,213.63,10.65,217.67,3.21,215.39,4.69
28.80,217.45,8.53,219.54,6.22,217.64,6.26
29.20,220.46,6.95,222.65,8.99,220.40,7.08
