Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.11,202.00,0.12,200.00,0.09
0.40,200.04,0.21,202.05,0.24,200.03,0.17
0.80,200.17,0.42,202.19,0.47,200.14,0.35
1.20,200.38,0.63,202.42,0.70,200.31,0.52
1.60,200.67,0.84,202.75,0.93,200.55,0.69
2.00,201.05,1.04,203.17,1.16,200.86,0.85
2.40,201.51,1.24,203.68,1.38,201.23,1.02
2.80,202.04,1.43,204.28,1.60,201.67,1.17
3.20,202.65,1.62,204.96,1.81,202.17,1.33
3.60,203.34,1.80,205.72,2.01,202.74,1.48
4.00,204.09,1.97,206.57,2.20,203.36,1.62
4.40,204.92,2.14,207.49,2.39,204.03,1.75
4.80,205.80,2.30,208.48,2.56,204.76,1.88
5.20,206.75,2.44,209.54,2.73,205.54,2.00
5.60,207.76,2.58,210.66,2.88,206.36,2.12
6.00,208.82,2.71,211.84,3.02,207.23,2.22
6.40,209.92,2.82,213.08,3.15,208.14,2.31
6.80,211.07,2.93,214.36,3.27,209.08,2.40
7.20,212.26,3.02,215.69,3.37,210.06,2.47
7.60,213.49,3.10,217.06,3.46,211.06,2.54
8.00,214.74,3.16,218.46,3.53,212.09,2.59
8.40,216.02,3.22,219.88,3.59,213.14,2.64
8.80,217.32,3.26,221.33,3.64,214.20,2.67
9.20,218.63,3.29,222.79,3.67,215.27,2.69
9.60,219.94,3.30,224.26,3.68,216.35,2.70
10.00,221.26,3.30,225.74,3.68,217.44,2.70
10.40,222.58,3.29,227.21,3.67,218.52,2.69
10.80,223.89,3.26,228.67,3.64,219.59,2.67
11.20,225.19,3.22,230.12,3.59,220.66,2.64
11.60,226.47,3.16,231.54,3.53,221.70,2.59
12.00,227.72,3.10,232.94,3.46,222.73,2.54
12.40,228.94,3.02,234.31,3.37,223.74,2.47
12.80,230.13,2.93,235.64,3.27,224.71,2.40
13.20,231.29,2.82,236.92,3.15,225.65,2.31
13.60,232.39,2.71,238.16,3.02,226.56,2.22
14.00,233.45,2.58,239.34,2.88,227.43,2.12
14.40,234.46,2.44,240.46,2.73,228.26,2.00
14.80,235.41,2.30,241.52,2.56,229.03,1.88
15.20,236.29,2.14,242.51,2.39,229.76,1.75
15.60,237.12,1.97,243.43,2.20,230.44,1.62
16.00,237.87,1.80,244.28,2.01,231.06,1.48
16.40,238.56,1.62,245.04,1.81,231.62,1.33
16.80,239.17,1.43,245.72,1.60,232.12,1.17
17.20,239.70,1.24,246.32,1.38,232.56,1.02
17.60,240.16,1.04,246.83,1.16,232.93,0.85
18.00,240.53,0.84,247.25,0.93,233.24,0.69
18.40,240.83,0.63,247.58,0.70,233.48,0.52
18.80,241.04,0.42,247.81,0.47,233.65,0.35
19.20,241.17,0.21,247.95,0.24,233.76,0.17
19.60,241.21,0.05,248.00,0.06,233.79,0.04
20.00,241.21,-0.14,248.00,0.00,233.79,-0.47
20.40,241.09,-0.46,248.00,0.00,233.41,-1.03
20.80,240.84,-0.93,248.00,0.00,232.97,-1.32
21.20,240.35,-1.62,248.00,0.00,232.36,-1.88
21.60,239.55,-2.56,248.00,0.00,231.47,-2.71
22.00,238.30,-3.83,248.00,-0.10,230.19,-3.64
22.40,236.48,-5.31,247.92,-2.63,228.55,-4.41
22.80,234.05,-6.60,245.90,-6.01,226.67,-4.82
23.20,231.20,-7.30,243.11,-7.56,224.70,-4.88
23.60,228.21,-7.38,239.85,-8.13,222.76,-4.76
24.00,225.30,-7.27,236.60,-7.59,220.90,-4.55
24.40,222.40,-7.64,233.78,-6.37,219.12,-4.22
24.80,219.19,-8.83,231.51,-5.25,217.52,-3.61
25.20,215.34,-10.39,229.58,-4.83,216.23,-2.72
25.60,210.87,-11.15,227.65,-5.17,215.34,-1.79
26.00,206.42,-9.87,225.45,-5.84,214.80,-1.18
26.40,202.98,-6.16,222.98,-6.22,214.40,-1.07
26.80,201.48,-0.91,220.47,-5.84,213.94,-1.23
27.20,202.25,4.23,218.31,-4.53,213.42,-1.12
27.60,204.87,7.75,216.85,-2.43,213.05,-0.28
28.00,208.46,9.18,216.36,0.18,213.19,1.40
28.40,212.21,9.04,216.99,3.04,214.17,3.58
28.80,215.69,8.23,218.80,5.87,216.05,5.63
29.20,218.80,7.42,221.69,8.26,218.67,6.94
