Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.05,200.00,0.04
0.20,200.01,0.09,202.01,0.10,200.01,0.09
0.40,200.04,0.19,202.04,0.21,200.03,0.17
0.60,200.08,0.28,202.09,0.31,200.08,0.26
0.80,200.15,0.37,202.17,0.41,200.14,0.35
1.00,200.23,0.46,202.26,0.52,200.22,0.44
1.20,200.33,0.55,202.37,0.62,200.31,0.52
1.40,200.45,0.64,202.51,0.72,200.43,0.61
1.60,200.59,0.73,202.66,0.82,200.56,0.69
1.80,200.75,0.82,202.84,0.92,200.70,0.78
2.00,200.92,0.91,203.03,1.02,200.87,0.86
2.20,201.11,1.00,203.24,1.12,201.05,0.94
2.40,201.32,1.09,203.48,1.22,201.25,1.02
2.60,201.55,1.17,203.73,1.31,201.46,1.11
2.80,201.79,1.26,204.00,1.41,201.69,1.19
3.00,202.05,1.34,204.29,1.50,201.93,1.26
3.20,202.33,1.42,204.60,1.59,202.19,1.34
3.40,202.62,1.50,204.93,1.68,202.47,1.42
3.60,202.93,1.58,205.28,1.77,202.76,1.49
3.80,203.25,1.66,205.64,1.86,203.06,1.56
4.00,203.59,1.73,206.02,1.94,203.38,1.63
4.20,203.94,1.81,206.42,2.02,203.72,1.70
4.40,204.31,1.88,206.83,2.10,204.07,1.77
4.60,204.70,1.95,207.26,2.18,204.43,1.84
4.80,205.09,2.02,207.70,2.26,204.80,1.90
5.00,205.50,2.08,208.16,2.33,205.19,1.97
5.20,205.93,2.15,208.64,2.41,205.59,2.03
5.40,206.36,2.21,209.12,2.47,206.00,2.08
5.60,206.81,2.27,209.63,2.54,206.42,2.14
5.80,207.27,2.33,210.14,2.61,206.86,2.19
6.00,207.74,2.38,210.67,2.67,207.30,2.25
6.20,208.22,2.44,211.21,2.73,207.75,2.30
6.40,208.72,2.49,211.76,2.78,208.22,2.34
6.60,209.22,2.53,212.32,2.84,208.69,2.39
6.80,209.73,2.58,212.89,2.89,209.17,2.43
7.00,210.25,2.62,213.48,2.93,209.66,2.47
7.20,210.78,2.66,214.07,2.98,210.16,2.51
7.40,211.31,2.70,214.67,3.02,210.67,2.54
7.60,211.86,2.73,215.27,3.06,211.18,2.58
7.80,212.41,2.76,215.89,3.09,211.70,2.61
8.00,212.96,2.79,216.51,3.13,212.22,2.63
8.20,213.52,2.82,217.14,3.16,212.75,2.66
8.40,214.09,2.84,217.78,3.18,213.28,2.68
8.60,214.66,2.86,218.41,3.21,213.82,2.70
8.80,215.23,2.88,219.06,3.22,214.36,2.72
9.00,215.81,2.89,219.70,3.24,214.91,2.73
9.20,216.39,2.91,220.35,3.25,215.46,2.74
9.40,216.98,2.92,221.01,3.26,216.00,2.75
9.60,217.56,2.92,221.66,3.27,216.55,2.75
9.80,218.14,2.92,222.31,3.27,217.11,2.76
10.00,218.73,2.92,222.97,3.27,217.66,2.76
10.20,219.31,2.92,223.62,3.27,218.21,2.75
10.40,219.90,2.92,224.28,3.26,218.76,2.75
10.60,220.48,2.91,224.93,3.25,219.31,2.74
10.80,221.06,2.89,225.58,3.24,219.86,2.73
11.00,221.64,2.88,226.23,3.22,220.40,2.72
11.20,222.21,2.86,226.87,3.21,220.94,2.70
11.40,222.78,2.84,227.51,3.18,221.48,2.68
11.60,223.35,2.82,228.14,3.16,222.01,2.66
11.80,223.91,2.79,228.77,3.13,222.54,2.63
12.00,224.47,2.76,229.39,3.09,223.07,2.61
12.20,225.02,2.73,230.01,3.06,223.59,2.58
12.40,225.56,2.70,230.62,3.02,224.10,2.54
12.60,226.09,2.66,231.22,2.98,224.60,2.51
12.80,226.62,2.62,231.81,2.93,225.10,2.47
13.00,227.14,2.58,232.39,2.89,225.59,2.43
13.20,227.65,2.53,232.96,2.84,226.07,2.39
13.40,228.16,2.49,233.52,2.78,226.55,2.34
13.60,228.65,2.44,234.08,2.73,227.01,2.30
13.80,229.13,2.38,234.61,2.67,227.46,2.25
14.00,229.60,2.33,235.14,2.61,227.91,2.19
14.20,230.06,2.27,235.66,2.54,228.34,2.14
14.40,230.51,2.21,236.16,2.47,228.76,2.08
14.60,230.95,2.15,236.65,2.41,229.18,2.03
14.80,231.37,2.08,237.12,2.33,229.57,1.97
15.00,231.78,2.02,237.58,2.26,229.96,1.90
15.20,232.18,1.95,238.03,2.18,230.34,1.84
15.40,232.56,1.88,238.45,2.10,230.70,1.77
15.60,232.93,1.81,238.87,2.02,231.05,1.70
15.80,233.28,1.73,239.26,1.94,231.38,1.63
16.00,233.62,1.66,239.64,1.86,231.70,1.56
16.20,233.95,1.58,240.01,1.77,232.00,1.49
16.40,234.25,1.50,240.35,1.68,232.30,1.42
16.60,234.55,1.42,240.68,1.59,232.57,1.34
16.80,234.82,1.34,240.99,1.50,232.83,1.26
17.00,235.08,1.26,241.28,1.41,233.08,1.19
17.20,235.33,1.17,241.55,1.31,233.31,1.11
17.40,235.55,1.09,241.80,1.22,233.52,1.02
17.60,235.76,1.00,242.04,1.12,233.72,0.94
17.80,235.95,0.91,242.25,1.02,233.90,0.86
18.00,236.13,0.82,242.45,0.92,234.06,0.78
18.20,236.28,0.73,242.62,0.82,234.21,0.69
18.40,236.42,0.64,242.78,0.72,234.34,0.61
18.60,236.54,0.55,242.91,0.62,234.45,0.52
18.80,236.64,0.46,243.02,0.52,234.55,0.44
19.00,236.72,0.37,243.12,0.41,234.62,0.35
19.20,236.79,0.28,243.19,0.31,234.69,0.26
19.40,236.84,0.19,243.24,0.21,234.73,0.17
19.60,236.86,0.09,243.27,0.10,234.76,0.09
19.80,236.87,0.02,243.28,0.03,234.76,0.02
20.00,236.87,0.07,243.28,0.77,234.76,-0.87
20.20,236.90,-0.00,243.59,1.52,234.42,-1.82
20.40,236.87,-0.42,243.89,1.43,234.04,-2.05
20.60,236.73,-1.10,244.16,1.16,233.59,-2.43
20.80,236.43,-1.97,244.35,0.61,233.07,-2.89
21.00,235.94,-2.96,244.40,-0.28,232.44,-3.40
21.20,235.25,-3.98,244.24,-1.46,231.71,-3.88
21.40,234.35,-4.91,243.82,-2.84,230.88,-4.29
21.60,233.28,-5.68,243.11,-4.26,229.99,-4.58
21.80,232.08,-6.24,242.11,-5.55,229.05,-4.72
22.00,230.79,-6.59,240.89,-6.57,228.10,-4.67
22.20,229.45,-6.75,239.49,-7.24,227.18,-4.46
22.40,228.09,-6.78,237.99,-7.52,226.32,-4.14
22.60,226.74,-6.73,236.48,-7.42,225.52,-3.80
22.80,225.40,-6.65,235.02,-6.95,224.80,-3.52
23.00,224.08,-6.59,233.69,-6.21,224.12,-3.35
23.20,222.76,-6.58,232.54,-5.30,223.46,-3.32
23.40,221.45,-6.62,231.57,-4.36,222.79,-3.44
23.60,220.11,-6.74,230.79,-3.52,222.08,-3.66
23.80,218.75,-6.93,230.17,-2.84,221.32,-3.90
24.00,217.34,-7.21,229.66,-2.30,220.52,-4.07
24.20,215.87,-7.61,229.25,-1.84,219.70,-4.09
24.40,214.30,-8.12,228.92,-1.41,218.88,-3.95
24.60,212.62,-8.70,228.68,-1.00,218.11,-3.71
24.80,210.82,-9.24,228.52,-0.73,217.40,-3.43
25.00,208.92,-9.57,228.39,-0.77,216.74,-3.13
25.20,206.99,-9.49,228.21,-1.28,216.15,-2.76
25.40,205.13,-8.85,227.88,-2.37,215.64,-2.30
25.60,203.45,-7.66,227.27,-3.99,215.23,-1.73
25.80,202.06,-6.06,226.28,-5.85,214.95,-1.11
26.00,201.03,-4.33,224.93,-7.48,214.79,-0.54
26.20,200.33,-2.57,223.29,-8.34,214.73,-0.14
26.40,200.00,-0.83,221.59,-8.05,214.73,0.02
26.60,200.00,0.00,220.07,-6.51,214.73,-0.06
26.80,200.00,0.00,218.99,-3.99,214.70,-0.27
27.00,200.00,1.36,218.48,-0.99,214.63,-0.45
27.20,200.54,3.67,218.59,1.88,214.52,-0.41
27.40,201.47,5.61,219.23,4.12,214.46,-0.01
27.60,202.79,7.45,220.24,5.47,214.52,0.76
27.80,204.45,8.85,221.42,5.88,214.77,1.82
28.00,206.33,9.55,222.59,5.58,215.24,2.94
28.20,208.26,9.44,223.65,4.90,215.94,3.93
28.40,210.10,8.63,224.55,4.20,216.82,4.61
28.60,211.72,7.37,225.33,3.70,217.79,4.93
28.80,213.05,5.97,226.03,3.46,218.79,4.93
29.00,214.10,4.70,226.71,3.41,219.76,4.71
29.20,214.93,3.76,227.40,3.42,220.67,4.38
29.40,215.61,3.22,228.08,3.34,221.51,4.01
29.60,216.22,3.04,228.73,3.13,222.27,3.64
29.80,216.82,3.11,229.33,2.85,222.97,3.31
30.00,217.46,3.31,229.87,2.58,223.60,3.05
30.20,218.15,3.50,230.36,2.42,224.19,2.88
30.40,218.86,3.62,230.84,2.39,224.75,2.79
30.60,219.59,3.64,231.32,2.45,225.30,2.72
30.80,220.32,3.57,231.82,2.54,225.84,2.61
31.00,221.02,3.44,232.33,2.58,226.35,2.44
31.20,221.69,3.28,232.85,2.53,226.82,2.23
31.40,222.33,3.12,233.35,2.38,227.24,2.01
31.60,222.94,2.97,233.80,2.15,227.62,1.82
31.80,223.52,2.84,234.21,1.86,227.97,1.69
32.00,224.08,2.72,234.55,1.55,228.29,1.61
32.20,224.61,2.61,234.83,1.28,228.61,1.56
32.40,225.12,2.52,235.06,1.10,228.92,1.52
32.60,225.62,2.44,235.27,1.03,229.22,1.48
32.80,226.10,2.35,235.47,1.07,229.51,1.42
33.00,226.56,2.25,235.69,1.16,229.79,1.34
33.20,227.00,2.12,235.93,1.24,230.05,1.22
33.40,227.41,1.94,236.19,1.24,230.28,1.07
33.60,227.78,1.73,236.43,1.14,230.48,0.90
33.80,228.10,1.50,236.64,0.97,230.64,0.72
34.00,228.38,1.28,236.82,0.77,230.76,0.56
34.20,228.61,1.10,236.95,0.59,230.86,0.44
34.40,228.82,0.97,237.05,0.48,230.94,0.36
34.60,229.00,0.90,237.14,0.45,231.01,0.32
34.80,229.18,0.87,237.24,0.52,231.07,0.32
35.00,229.35,0.86,237.35,0.64,231.13,0.35
35.20,229.52,0.85,237.49,0.78,231.20,0.39
35.40,229.69,0.83,237.66,0.90,231.29,0.42
35.60,229.85,0.80,237.85,0.96,231.37,0.44
35.80,230.01,0.76,238.05,0.95,231.46,0.44
36.00,230.16,0.72,238.23,0.90,231.55,0.42
36.20,230.30,0.70,238.41,0.85,231.63,0.41
36.40,230.44,0.72,238.57,0.85,231.71,0.41
36.60,230.58,0.80,238.75,0.96,231.80,0.46
36.80,230.76,0.97,238.96,1.20,231.89,0.57
37.00,230.97,1.26,239.23,1.56,232.02,0.74
37.20,231.26,1.64,239.58,1.96,232.19,0.98
37.40,231.63,2.07,240.01,2.29,232.41,1.25
37.60,232.09,2.46,240.50,2.43,232.69,1.50
37.80,232.61,2.73,240.98,2.33,233.02,1.69
38.00,233.18,2.85,241.43,2.03,233.37,1.78
38.20,233.75,2.86,241.80,1.64,233.73,1.74
38.40,234.32,2.78,242.08,1.28,234.07,1.61
38.60,234.86,2.63,242.31,1.05,234.37,1.41
38.80,235.37,2.41,242.50,0.96,234.63,1.17
39.00,235.83,2.11,242.69,0.98,234.84,0.90
39.20,236.22,1.72,242.89,1.03,234.99,0.63
39.40,236.52,1.31,243.11,1.08,235.09,0.38
39.60,236.74,0.97,243.33,1.10,235.14,0.19
39.80,236.91,0.34,243.55,-0.11,235.17,-0.95
40.00,236.87,-0.01,243.28,0.10,234.76,-1.88
40.20,236.90,-0.00,243.59,1.52,234.42,-1.82
40.40,236.87,-0.42,243.89,1.43,234.04,-2.05
40.60,236.73,-1.10,244.16,1.16,233.59,-2.43
40.80,236.43,-1.97,244.35,0.61,233.07,-2.89
41.00,235.94,-2.96,244.40,-0.28,232.44,-3.40
41.20,235.25,-3.98,244.24,-1.46,231.71,-3.88
41.40,234.35,-4.91,243.82,-2.84,230.88,-4.29
41.60,233.28,-5.68,243.11,-4.26,229.99,-4.58
41.80,232.08,-6.24,242.11,-5.55,229.05,-4.72
42.00,230.79,-6.59,240.89,-6.57,228.10,-4.67
42.20,229.45,-6.75,239.49,-7.24,227.18,-4.46
42.40,228.09,-6.78,237.99,-7.52,226.32,-4.14
42.60,226.74,-6.73,236.48,-7.42,225.52,-3.80
42.80,225.40,-6.65,235.02,-6.95,224.80,-3.52
43.00,224.08,-6.59,233.69,-6.21,224.12,-3.35
43.20,222.76,-6.58,232.54,-5.30,223.46,-3.32
43.40,221.45,-6.62,231.57,-4.36,222.79,-3.44
43.60,220.11,-6.74,230.79,-3.52,222.08,-3.66
43.80,218.75,-6.93,230.17,-2.84,221.32,-3.90
44.00,217.34,-7.21,229.66,-2.30,220.52,-4.07
44.20,215.87,-7.61,229.25,-1.84,219.70,-4.09
44.40,214.30,-8.12,228.92,-1.41,218.88,-3.95
44.60,212.62,-8.70,228.68,-1.00,218.11,-3.71
44.80,210.82,-9.24,228.52,-0.73,217.40,-3.43
45.00,208.92,-9.57,228.39,-0.77,216.74,-3.13
45.20,206.99,-9.49,228.21,-1.28,216.15,-2.76
45.40,205.13,-8.85,227.88,-2.37,215.64,-2.30
45.60,203.45,-7.66,227.27,-3.99,215.23,-1.73
45.80,202.06,-6.06,226.28,-5.85,214.95,-1.11
46.00,201.03,-4.33,224.93,-7.48,214.79,-0.54
46.20,200.33,-2.57,223.29,-8.34,214.73,-0.14
46.40,200.00,-0.83,221.59,-8.05,214.73,0.02
46.60,200.00,0.00,220.07,-6.51,214.73,-0.06
46.80,200.00,0.00,218.99,-3.99,214.70,-0.27
47.00,200.00,1.36,218.48,-0.99,214.63,-0.45
47.20,200.54,3.67,218.59,1.88,214.52,-0.41
47.40,201.47,5.61,219.23,4.12,214.46,-0.01
47.60,202.79,7.45,220.24,5.47,214.52,0.76
47.80,204.45,8.85,221.42,5.88,214.77,1.82
48.00,206.33,9.55,222.59,5.58,215.24,2.94
48.20,208.26,9.44,223.65,4.90,215.94,3.93
48.40,210.10,8.63,224.55,4.20,216.82,4.61
48.60,211.72,7.37,225.33,3.70,217.79,4.93
48.80,213.05,5.97,226.03,3.46,218.79,4.93
49.00,214.10,4.70,226.71,3.41,219.76,4.71
49.20,214.93,3.76,227.40,3.42,220.67,4.38
49.40,215.61,3.22,228.08,3.34,221.51,4.01
49.60,216.22,3.04,228.73,3.13,222.27,3.64
49.80,216.82,3.11,229.33,2.85,222.97,3.31
50.00,217.46,3.31,229.87,2.58,223.60,3.05
50.20,218.15,3.50,230.36,2.42,224.19,2.88
50.40,218.86,3.62,230.84,2.39,224.75,2.79
50.60,219.59,3.64,231.32,2.45,225.30,2.72
50.80,220.32,3.57,231.82,2.54,225.84,2.61
51.00,221.02,3.44,232.33,2.58,226.35,2.44
51.20,221.69,3.28,232.85,2.53,226.82,2.23
51.40,222.33,3.12,233.35,2.38,227.24,2.01
51.60,222.94,2.97,233.80,2.15,227.62,1.82
51.80,223.52,2.84,234.21,1.86,227.97,1.69
52.00,224.08,2.72,234.55,1.55,228.29,1.61
52.20,224.61,2.61,234.83,1.28,228.61,1.56
52.40,225.12,2.52,235.06,1.10,228.92,1.52
52.60,225.62,2.44,235.27,1.03,229.22,1.48
52.80,226.10,2.35,235.47,1.07,229.51,1.42
53.00,226.56,2.25,235.69,1.16,229.79,1.34
53.20,227.00,2.12,235.93,1.24,230.05,1.22
53.40,227.41,1.94,236.19,1.24,230.28,1.07
53.60,227.78,1.73,236.43,1.14,230.48,0.90
53.80,228.10,1.50,236.64,0.97,230.64,0.72
54.00,228.38,1.28,236.82,0.77,230.76,0.56
54.20,228.61,1.10,236.95,0.59,230.86,0.44
54.40,228.82,0.97,237.05,0.48,230.94,0.36
54.60,229.00,0.90,237.14,0.45,231.01,0.32
54.80,229.18,0.87,237.24,0.52,231.07,0.32
55.00,229.35,0.86,237.35,0.64,231.13,0.35
55.20,229.52,0.85,237.49,0.78,231.20,0.39
55.40,229.69,0.83,237.66,0.90,231.29,0.42
55.60,229.85,0.80,237.85,0.96,231.37,0.44
55.80,230.01,0.76,238.05,0.95,231.46,0.44
56.00,230.16,0.72,238.23,0.90,231.55,0.42
56.20,230.30,0.70,238.41,0.85,231.63,0.41
56.40,230.44,0.72,238.57,0.85,231.71,0.41
56.60,230.58,0.80,238.75,0.96,231.80,0.46
56.80,230.76,0.97,238.96,1.20,231.89,0.57
57.00,230.97,1.26,239.23,1.56,232.02,0.74
57.20,231.26,1.64,239.58,1.96,232.19,0.98
57.40,231.63,2.07,240.01,2.29,232.41,1.25
57.60,232.09,2.46,240.50,2.43,232.69,1.50
57.80,232.61,2.73,240.98,2.33,233.02,1.69
58.00,233.18,2.85,241.43,2.03,233.37,1.78
58.20,233.75,2.86,241.80,1.64,233.73,1.74
58.40,234.32,2.78,242.08,1.28,234.07,1.61
58.60,234.86,2.63,242.31,1.05,234.37,1.41
58.80,235.37,2.41,242.50,0.96,234.63,1.17
59.00,235.83,2.11,242.69,0.98,234.84,0.90
59.20,236.22,1.72,242.89,1.03,234.99,0.63
59.40,236.52,1.31,243.11,1.08,235.09,0.38
59.60,236.74,0.97,243.33,1.10,235.14,0.19
59.80,236.91,0.34,243.55,-0.11,235.17,-0.95
60.00,236.87,-0.01,243.28,0.10,234.76,-1.88
60.20,236.90,-0.00,243.59,1.52,234.42,-1.82
60.40,236.87,-0.42,243.89,1.43,234.04,-2.05
60.60,236.73,-1.10,244.16,1.16,233.59,-2.43
60.80,236.43,-1.97,244.35,0.61,233.07,-2.89
61.00,235.94,-2.96,244.40,-0.28,232.44,-3.40
61.20,235.25,-3.98,244.24,-1.46,231.71,-3.88
61.40,234.35,-4.91,243.82,-2.84,230.88,-4.29
61.60,233.28,-5.68,243.11,-4.26,229.99,-4.58
61.80,232.08,-6.24,242.11,-5.55,229.05,-4.72
62.00,230.79,-6.59,240.89,-6.57,228.10,-4.67
62.20,229.45,-6.75,239.49,-7.24,227.18,-4.46
62.40,228.09,-6.78,237.99,-7.52,226.32,-4.14
62.60,226.74,-6.73,236.48,-7.42,225.52,-3.80
62.80,225.40,-6.65,235.02,-6.95,224.80,-3.52
63.00,224.08,-6.59,233.69,-6.21,224.12,-3.35
63.20,222.76,-6.58,232.54,-5.30,223.46,-3.32
63.40,221.45,-6.62,231.57,-4.36,222.79,-3.44
63.60,220.11,-6.74,230.79,-3.52,222.08,-3.66
63.80,218.75,-6.93,230.17,-2.84,221.32,-3.90
64.00,217.34,-7.21,229.66,-2.30,220.52,-4.07
64.20,215.87,-7.61,229.25,-1.84,219.70,-4.09
64.40,214.30,-8.12,228.92,-1.41,218.88,-3.95
64.60,212.62,-8.70,228.68,-1.00,218.11,-3.71
64.80,210.82,-9.24,228.52,-0.73,217.40,-3.43
65.00,208.92,-9.57,228.39,-0.77,216.74,-3.13
65.20,206.99,-9.49,228.21,-1.28,216.15,-2.76
65.40,205.13,-8.85,227.88,-2.37,215.64,-2.30
65.60,203.45,-7.66,227.27,-3.99,215.23,-1.73
65.80,202.06,-6.06,226.28,-5.85,214.95,-1.11
66.00,201.03,-4.33,224.93,-7.48,214.79,-0.54
66.20,200.33,-2.57,223.29,-8.34,214.73,-0.14
66.40,200.00,-0.83,221.59,-8.05,214.73,0.02
66.60,200.00,0.00,220.07,-6.51,214.73,-0.06
66.80,200.00,0.00,218.99,-3.99,214.70,-0.27
67.00,200.00,1.36,218.48,-0.99,214.63,-0.45
67.20,200.54,3.67,218.59,1.88,214.52,-0.41
67.40,201.47,5.61,219.23,4.12,214.46,-0.01
67.60,202.79,7.45,220.24,5.47,214.52,0.76
67.80,204.45,8.85,221.42,5.88,214.77,1.82
68.00,206.33,9.55,222.59,5.58,215.24,2.94
68.20,208.26,9.44,223.65,4.90,215.94,3.93
68.40,210.10,8.63,224.55,4.20,216.82,4.61
68.60,211.72,7.37,225.33,3.70,217.79,4.93
68.80,213.05,5.97,226.03,3.46,218.79,4.93
69.00,214.10,4.70,226.71,3.41,219.76,4.71
69.20,214.93,3.76,227.40,3.42,220.67,4.38
69.40,215.61,3.22,228.08,3.34,221.51,4.01
69.60,216.22,3.04,228.73,3.13,222.27,3.64
69.80,216.82,3.11,229.33,2.85,222.97,3.31
70.00,217.46,3.31,229.87,2.58,223.60,3.05
70.20,218.15,3.50,230.36,2.42,224.19,2.88
70.40,218.86,3.62,230.84,2.39,224.75,2.79
70.60,219.59,3.64,231.32,2.45,225.30,2.72
70.80,220.32,3.57,231.82,2.54,225.84,2.61
71.00,221.02,3.44,232.33,2.58,226.35,2.44
71.20,221.69,3.28,232.85,2.53,226.82,2.23
71.40,222.33,3.12,233.35,2.38,227.24,2.01
71.60,222.94,2.97,233.80,2.15,227.62,1.82
71.80,223.52,2.84,234.21,1.86,227.97,1.69
72.00,224.08,2.72,234.55,1.55,228.29,1.61
72.20,224.61,2.61,234.83,1.28,228.61,1.56
72.40,225.12,2.52,235.06,1.10,228.92,1.52
72.60,225.62,2.44,235.27,1.03,229.22,1.48
72.80,226.10,2.35,235.47,1.07,229.51,1.42
73.00,226.56,2.25,235.69,1.16,229.79,1.34
73.20,227.00,2.12,235.93,1.24,230.05,1.22
73.40,227.41,1.94,236.19,1.24,230.28,1.07
73.60,227.78,1.73,236.43,1.14,230.48,0.90
73.80,228.10,1.50,236.64,0.97,230.64,0.72
74.00,228.38,1.28,236.82,0.77,230.76,0.56
74.20,228.61,1.10,236.95,0.59,230.86,0.44
74.40,228.82,0.97,237.05,0.48,230.94,0.36
74.60,229.00,0.90,237.14,0.45,231.01,0.32
74.80,229.18,0.87,237.24,0.52,231.07,0.32
75.00,229.35,0.86,237.35,0.64,231.13,0.35
75.20,229.52,0.85,237.49,0.78,231.20,0.39
75.40,229.69,0.83,237.66,0.90,231.29,0.42
75.60,229.85,0.80,237.85,0.96,231.37,0.44
75.80,230.01,0.76,238.05,0.95,231.46,0.44
76.00,230.16,0.72,238.23,0.90,231.55,0.42
76.20,230.30,0.70,238.41,0.85,231.63,0.41
76.40,230.44,0.72,238.57,0.85,231.71,0.41
76.60,230.58,0.80,238.75,0.96,231.80,0.46
76.80,230.76,0.97,238.96,1.20,231.89,0.57
77.00,230.97,1.26,239.23,1.56,232.02,0.74
77.20,231.26,1.64,239.58,1.96,232.19,0.98
77.40,231.63,2.07,240.01,2.29,232.41,1.25
77.60,232.09,2.46,240.50,2.43,232.69,1.50
77.80,232.61,2.73,240.98,2.33,233.02,1.69
78.00,233.18,2.85,241.43,2.03,233.37,1.78
78.20,233.75,2.86,241.80,1.64,233.73,1.74
78.40,234.32,2.78,242.08,1.28,234.07,1.61
78.60,234.86,2.63,242.31,1.05,234.37,1.41
78.80,235.37,2.41,242.50,0.96,234.63,1.17
79.00,235.83,2.11,242.69,0.98,234.84,0.90
79.20,236.22,1.72,242.89,1.03,234.99,0.63
79.40,236.52,1.31,243.11,1.08,235.09,0.38
79.60,236.74,0.97,243.33,1.10,235.14,0.19
79.80,236.91,0.34,243.55,-0.11,235.17,-0.95
80.00,236.87,-0.01,243.28,0.10,234.76,-1.88
80.20,236.90,-0.00,243.59,1.52,234.42,-1.82
80.40,236.87,-0.42,243.89,1.43,234.04,-2.05
80.60,236.73,-1.10,244.16,1.16,233.59,-2.43
80.80,236.43,-1.97,244.35,0.61,233.07,-2.89
81.00,235.94,-2.96,244.40,-0.28,232.44,-3.40
81.20,235.25,-3.98,244.24,-1.46,231.71,-3.88
