phase,epi,trans,endo,curr_pressure,pred_pressure,ref_pressure
0.6162,223.4016,235.2781,227.3080,8.4191,8.4191,11.7543
0.6263,223.8813,235.6712,227.6104,8.4916,8.4916,11.8935
0.6364,224.3483,236.0517,227.9100,8.5731,8.5731,12.0279
0.6465,224.8032,236.4163,228.2027,8.6702,8.6702,12.1540
0.6566,225.2437,236.7597,228.4799,8.7299,8.7299,12.2776
0.6667,225.6645,237.0758,228.7327,8.7192,8.7192,12.3965
0.6768,226.0590,237.3588,228.9561,8.8759,8.8759,12.5152
0.6869,226.4202,237.6035,229.1494,9.3777,9.3777,12.6334
0.6970,226.7430,237.8063,229.3156,9.7841,9.7841,12.7519
0.7071,227.0255,237.9661,229.4589,9.9741,9.9741,12.8709
0.7172,227.2697,238.0854,229.5834,10.0649,10.0649,12.9904
0.7273,227.4815,238.1708,229.6922,9.9077,9.9077,13.1115
0.7374,227.6686,238.2328,229.7880,9.7661,9.7661,13.2336
0.7475,227.8392,238.2849,229.8735,9.6682,9.6682,13.3582
0.7576,227.9996,238.3403,229.9518,9.6512,9.6512,13.4840
0.7677,228.1539,238.4102,230.0264,9.8841,9.8841,13.6136
0.7778,228.3035,238.4999,230.1003,10.0874,10.0874,13.7446
0.7879,228.4478,238.6077,230.1756,10.1888,10.1888,13.8806
0.7980,228.5858,238.7253,230.2524,10.2742,10.2742,14.0181
0.8081,228.7169,238.8408,230.3297,10.2970,10.2970,14.1618
0.8182,228.8425,238.9446,230.4068,10.2204,10.2204,14.3072
0.8283,228.9670,239.0367,230.4850,9.7025,9.7025,14.4601
0.8384,229.0987,239.1304,230.5699,9.2630,9.2630,14.6147
0.8485,229.2492,239.2518,230.6707,9.2249,9.2249,14.7785
0.8586,229.4324,239.4325,230.7978,9.1539,9.1539,14.9445
0.8687,229.6618,239.7001,230.9598,8.8854,8.8854,15.1240
0.8788,229.9482,240.0686,231.1605,8.6143,8.6143,15.3053
0.8889,230.2987,240.5340,231.4001,8.3240,8.3240,15.5001
0.8990,230.7161,241.0769,231.6765,8.0778,8.0778,15.6964
0.9091,231.1988,241.6674,231.9871,8.2183,8.2183,15.9052
0.9192,231.7375,242.2707,232.3264,8.3549,8.3549,16.1150
0.9293,232.3112,242.8509,232.6822,8.4465,8.4465,16.3360
0.9394,232.8870,243.3750,233.0327,8.5541,8.5541,16.5577
0.9495,233.4254,243.8173,233.3508,8.9053,8.9053,16.7894
0.9596,233.8901,244.1632,233.6112,9.2572,9.2572,17.0215
0.9697,234.2560,244.4110,233.7983,9.6254,9.6254,17.2623
0.9798,234.5154,244.5698,233.9106,9.9873,9.9873,17.5033
0.9899,234.6828,244.6591,233.9613,10.0512,10.0512,17.7517
1.0000,234.7948,244.7076,233.9759,10.1150,10.1150,18.0000
