Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.04,202.00,0.05,200.00,0.04
0.20,200.01,0.09,202.01,0.11,200.01,0.09
0.40,200.04,0.18,202.04,0.22,200.03,0.17
0.60,200.08,0.26,202.10,0.32,200.08,0.26
0.80,200.14,0.35,202.17,0.43,200.14,0.34
1.00,200.22,0.44,202.27,0.54,200.21,0.42
1.20,200.32,0.53,202.39,0.64,200.31,0.51
1.40,200.43,0.61,202.53,0.75,200.42,0.59
1.60,200.56,0.70,202.69,0.85,200.54,0.67
1.80,200.71,0.78,202.87,0.96,200.69,0.76
2.00,200.88,0.87,203.07,1.06,200.84,0.84
2.20,201.06,0.95,203.29,1.16,201.02,0.92
2.40,201.26,1.03,203.54,1.26,201.21,1.00
2.60,201.47,1.11,203.80,1.36,201.42,1.08
2.80,201.70,1.20,204.08,1.46,201.64,1.15
3.00,201.95,1.27,204.38,1.56,201.88,1.23
3.20,202.21,1.35,204.71,1.65,202.13,1.30
3.40,202.49,1.43,205.05,1.75,202.40,1.38
3.60,202.78,1.50,205.40,1.84,202.69,1.45
3.80,203.09,1.58,205.78,1.93,202.98,1.52
4.00,203.41,1.65,206.18,2.02,203.29,1.59
4.20,203.75,1.72,206.59,2.10,203.62,1.66
4.40,204.10,1.79,207.02,2.19,203.96,1.72
4.60,204.46,1.85,207.46,2.27,204.31,1.79
4.80,204.84,1.92,207.93,2.35,204.67,1.85
5.00,205.23,1.98,208.40,2.43,205.05,1.91
5.20,205.63,2.04,208.90,2.50,205.44,1.97
5.40,206.05,2.10,209.40,2.57,205.84,2.03
5.60,206.48,2.16,209.92,2.64,206.25,2.08
5.80,206.91,2.21,210.46,2.71,206.67,2.14
6.00,207.36,2.27,211.01,2.77,207.10,2.19
6.20,207.82,2.32,211.57,2.83,207.55,2.23
6.40,208.29,2.36,212.14,2.89,208.00,2.28
6.60,208.76,2.41,212.72,2.95,208.46,2.32
6.80,209.25,2.45,213.32,3.00,208.93,2.37
7.00,209.74,2.49,213.92,3.05,209.40,2.40
7.20,210.25,2.53,214.54,3.10,209.89,2.44
7.40,210.76,2.56,215.16,3.14,210.38,2.48
7.60,211.27,2.60,215.79,3.18,210.88,2.51
7.80,211.79,2.63,216.43,3.22,211.38,2.54
8.00,212.32,2.66,217.08,3.25,211.89,2.56
8.20,212.86,2.68,217.73,3.28,212.41,2.59
8.40,213.40,2.70,218.39,3.31,212.93,2.61
8.60,213.94,2.72,219.06,3.33,213.45,2.63
8.80,214.48,2.74,219.72,3.35,213.98,2.64
9.00,215.03,2.75,220.40,3.37,214.51,2.66
9.20,215.58,2.76,221.07,3.38,215.04,2.67
9.40,216.14,2.77,221.75,3.39,215.58,2.68
9.60,216.69,2.78,222.43,3.40,216.11,2.68
9.80,217.25,2.78,223.11,3.40,216.65,2.68
10.00,217.81,2.78,223.79,3.40,217.18,2.68
10.20,218.36,2.78,224.47,3.40,217.72,2.68
10.40,218.92,2.77,225.15,3.39,218.26,2.68
10.60,219.47,2.76,225.83,3.38,218.79,2.67
10.80,220.02,2.75,226.50,3.37,219.32,2.66
11.00,220.57,2.74,227.17,3.35,219.85,2.64
11.20,221.12,2.72,227.84,3.33,220.38,2.63
11.40,221.66,2.70,228.51,3.31,220.90,2.61
11.60,222.20,2.68,229.16,3.28,221.42,2.59
11.80,222.73,2.66,229.82,3.25,221.94,2.56
12.00,223.26,2.63,230.46,3.22,222.45,2.54
12.20,223.78,2.60,231.10,3.18,222.95,2.51
12.40,224.30,2.56,231.74,3.14,223.45,2.48
12.60,224.81,2.53,232.36,3.10,223.94,2.44
12.80,225.31,2.49,232.97,3.05,224.43,2.40
13.00,225.81,2.45,233.58,3.00,224.91,2.37
13.20,226.29,2.41,234.17,2.95,225.37,2.32
13.40,226.77,2.36,234.76,2.89,225.84,2.28
13.60,227.24,2.32,235.33,2.83,226.29,2.23
13.80,227.69,2.27,235.89,2.77,226.73,2.19
14.00,228.14,2.21,236.44,2.71,227.16,2.14
14.20,228.58,2.16,236.97,2.64,227.58,2.08
14.40,229.01,2.10,237.49,2.57,227.99,2.03
14.60,229.42,2.04,238.00,2.50,228.39,1.97
14.80,229.82,1.98,238.49,2.43,228.78,1.91
15.00,230.21,1.92,238.97,2.35,229.16,1.85
15.20,230.59,1.85,239.43,2.27,229.52,1.79
15.40,230.95,1.79,239.88,2.19,229.88,1.72
15.60,231.31,1.72,240.31,2.10,230.21,1.66
15.80,231.64,1.65,240.72,2.02,230.54,1.59
16.00,231.96,1.58,241.12,1.93,230.85,1.52
16.20,232.27,1.50,241.49,1.84,231.15,1.45
16.40,232.57,1.43,241.85,1.75,231.43,1.38
16.60,232.84,1.35,242.19,1.65,231.70,1.30
16.80,233.11,1.27,242.51,1.56,231.95,1.23
17.00,233.35,1.20,242.82,1.46,232.19,1.15
17.20,233.59,1.11,243.10,1.36,232.41,1.08
17.40,233.80,1.03,243.36,1.26,232.62,1.00
17.60,234.00,0.95,243.60,1.16,232.81,0.92
17.80,234.18,0.87,243.83,1.06,232.99,0.84
18.00,234.35,0.78,244.03,0.96,233.15,0.76
18.20,234.49,0.70,244.21,0.85,233.29,0.67
18.40,234.62,0.61,244.37,0.75,233.42,0.59
18.60,234.74,0.53,244.51,0.64,233.53,0.51
18.80,234.84,0.44,244.63,0.54,233.62,0.42
19.00,234.91,0.35,244.72,0.43,233.70,0.34
19.20,234.98,0.26,244.80,0.32,233.76,0.26
19.40,235.02,0.18,244.85,0.22,233.80,0.17
19.60,235.05,0.09,244.89,0.11,233.82,0.09
19.80,235.06,0.02,244.90,0.03,233.83,0.02
20.00,235.06,-0.28,244.90,-0.18,233.83,-0.51
20.20,234.94,-0.58,244.83,-0.26,233.63,-1.12
20.40,234.82,-0.66,244.79,-0.01,233.39,-1.37
20.60,234.68,-0.84,244.82,0.26,233.08,-1.74
20.80,234.49,-1.14,244.90,0.36,232.69,-2.18
21.00,234.22,-1.59,244.97,0.15,232.20,-2.67
21.20,233.85,-2.18,244.95,-0.47,231.62,-3.17
21.40,233.35,-2.88,244.78,-1.47,230.94,-3.65
21.60,232.70,-3.62,244.37,-2.71,230.16,-4.06
21.80,231.90,-4.36,243.69,-4.03,229.31,-4.34
22.00,230.96,-5.02,242.76,-5.23,228.43,-4.45
22.20,229.90,-5.56,241.60,-6.16,227.53,-4.41
22.40,228.73,-5.98,240.29,-6.77,226.66,-4.27
22.60,227.51,-6.25,238.89,-7.03,225.82,-4.09
22.80,226.24,-6.40,237.48,-6.99,225.02,-3.93
23.00,224.95,-6.45,236.10,-6.69,224.25,-3.81
