time,twist,height,volume,pressure,epi_mm,trans_mm,endo_mm
0.0,-2.6213119573844157,77.5959703271365,113.41910822251475,6.891287079610689,240.36419270833335,240.96432291666667,236.43463541666665
0.1,-2.9072414859833966,77.81243308230553,113.13016010836861,7.176256630512266,240.75359658552432,240.80656015576218,236.50028053641515
0.2,-3.1379532071160487,77.74656148928239,112.8412813185892,7.469990872397854,241.03980368589745,240.5620592948718,236.5138020833333
0.30000000000000004,-3.2755648159265314,77.28352070969986,112.58087394090093,7.854298616663049,241.1564192546584,240.43071815961443,236.29620833333334
0.4,-3.312129928162774,76.37680838735987,112.3503517551846,8.432723769198919,241.12205033003298,240.5436997215347,235.51301051980195
0.5,-3.244968139215992,75.03454653723325,112.14548581915706,9.50616994202945,240.87531094527367,240.69855799129354,234.97506607587061
0.6000000000000001,-3.076662611388391,73.32228693501209,111.95654179966421,11.570864327358203,240.4530225483486,241.0849502919042,233.99646331820682
0.7000000000000001,-2.8146569910060673,71.35180181890364,111.7689257282135,14.79241899607417,239.84707421874998,241.86819401041666,232.22795703125004
0.8,-2.470528248484108,69.26058111497848,111.56426997067551,18.76004794565282,239.1041784369842,242.431213954208,231.0006918187911
0.9,-2.0590301601351584,67.18868858979422,111.32184657731773,23.045254323652546,238.24919921874996,243.4160950520833,228.94360156250005
1.0,-1.5970101081524855,65.25886795031516,111.02016496091512,27.510975791127333,237.31575520833334,244.3864583333333,226.78020833333332
1.1,-1.1022706118318124,63.56322535213923,110.63860696908448,32.00007095637862,236.37191601972697,244.9085965292958,225.58669978046908
1.2000000000000002,-0.5924576962706227,62.15753718453254,110.15892270424735,36.27941791737337,235.43513408687943,245.42925531914895,224.2341589095744
1.3,-0.084015097568594,61.062643918294555,109.56649293714645,40.24631369090134,234.5308854166667,245.95574999999997,222.40517838541678
1.4000000000000001,0.4087274118261146,60.271440210985894,108.85123720375908,43.96064185862301,233.68973257013212,246.1075319719472,221.45763954207928
1.5,0.8742999233459124,59.75873930595466,108.00812427398539,47.549750673821876,232.93601795130624,245.89410612796618,220.1929663449737
1.6,1.3046188354784756,59.49078273998217,107.0372760528898,51.091712431780714,232.24815159260268,245.70032471904156,219.64592368873437
1.7000000000000002,1.6952545969980113,59.43192589557513,105.94369919232406,54.6397444907172,231.64123958333343,244.79548958333342,219.05648437500008
1.8,2.045416777120883,59.547775355503624,104.7367130825387,58.343222494317615,231.11750378787875,244.22599133158508,218.84246572698135
1.9000000000000001,2.357658901149043,59.80556345694756,103.42916136833185,62.16900257530896,230.64607291666664,242.8462447916667,218.78252604166667
2.0,2.637331574719964,60.17312281639813,102.03653299779664,65.82397422330591,230.2295475666364,242.03869544624126,218.81913893547036
2.1,2.891856023274979,60.61756803646114,100.57603924328555,69.2106771467989,229.84328776041664,240.89356826636902,218.98714211309525
2.2,3.1298975419943553,61.10425533716836,99.06579782872713,72.65458952909756,229.46243489583335,239.5797317708335,219.26054687499996
2.3000000000000003,3.3605386117872826,61.59640079284447,97.52411280044258,76.37960997494655,229.08141439768974,237.34960733807728,219.84916207714528
2.4000000000000004,3.5925371819488414,62.05586346197705,95.96895148577214,80.11356420180432,228.6845582682292,236.8429700520834,219.98733593749998
2.5,3.8337437907800793,62.44560843048908,94.41756716164014,83.49678206365641,228.259093656994,235.2224888392856,220.599049014137
2.6,4.09071220936377,62.7339029541082,92.88626256433683,86.34866965307636,227.80625103482916,234.51129291609683,220.71655359181796
2.7,4.368508363988539,62.89966712185884,91.39024533015315,88.443003383851,227.3416551959326,233.3641247519843,220.932173797123
2.8000000000000003,4.670692217961861,62.937609786917335,89.94351759865508,89.57486389993198,226.84355340555442,232.74428217784134,221.07377817250247
2.9000000000000004,4.999426775545264,62.86088801565572,88.55874135359296,89.92263791883306,226.32610162450405,232.0333277943122,221.2107018849206
3.0,5.355660332339402,62.69889907269123,87.24702594380314,89.99307237964467,225.79948177083324,231.3043359374999,221.31621875
3.1,5.739324200494207,62.489552469245744,86.01762631343979,90.31265498319378,225.27484456219062,230.6424259488449,221.3831481023102
3.2,6.14951123358131,62.26858109403164,84.87750104243868,91.19054678964385,224.76057291666663,230.0140729166666,221.43342708333333
3.3000000000000003,6.584597353715907,62.060810389356426,83.83079442471903,92.33905027756163,224.26172519595707,229.42709880363032,221.46545224834983
3.4000000000000004,7.042302020342895,61.87741140040411,82.87824428844596,93.08906839339659,223.79036328124997,228.58933333333334,221.51256249999997
3.5,7.51967302355055,61.71905635041248,82.0166218942094,93.24154402114213,223.33334569667898,228.33325773514846,221.52719925742576
3.6,8.013017048239403,61.58081934379751,81.23824602131747,93.20945808583794,222.9034947916667,227.8619479166667,221.55528125
3.7,8.51778683441762,61.454299840294716,80.53067331212601,93.45658680762115,222.47576822916668,227.4139270833333,221.57719791666668
3.8000000000000003,9.028447697706612,61.326043719200754,79.87664300795063,94.09205199720724,222.04944541563523,226.7766917285478,221.57528073432343
3.9000000000000004,9.538350885399838,61.17544056677175,79.25434310564135,94.99363614784242,221.59796080996867,226.6378913686227,221.5675747786979
4.0,10.039648374906152,60.976058829513875,78.63804069154457,96.15293413167872,221.11030162294574,226.398195610476,221.5183369537018
4.1000000000000005,10.523278706847773,60.701261697199094,77.99910239105913,97.79815838295737,220.56393356796625,226.17771452145215,221.40970090759075
4.2,10.979081558938665,60.331094855902684,77.30736680211392,100.16030749605996,219.92463172892818,225.93627546400475,221.04663501766845
4.3,11.396059905521204,59.85657176064283,76.53283415193675,103.12710526961263,219.1799741828304,225.88581214080463,220.93198491379312
4.4,11.762831005061598,59.279870653183345,75.64757247442752,106.40579553760524,218.32109374999985,225.73906250000002,220.41132812499995
4.5,12.068255056498144,58.61193052592509,74.62773540260616,109.91971057822167,217.33920038838812,225.65210268222336,220.0800345789787
4.6000000000000005,12.302227957540111,57.86994479527949,73.4555400667656,113.704536884776,216.2244497767858,225.3716205357143,219.2327066592262
4.7,12.456569721359246,57.076109639258085,72.12105947335219,117.63139929076829,214.98273758508682,225.2018565387789,218.7726965759077
4.800000000000001,12.525915125142136,56.25694302532457,70.62367615436112,121.53889561195668,213.63275781250005,224.88302083333335,218.0999166666667
4.9,12.508491608617968,55.441440865217125,68.97305653831938,125.3079948712251,212.21193666089053,224.37552267549873,217.29831492205832
5.0,12.406667334398387,54.657228081185565,67.189530130091,128.74579914963354,210.71506603422608,223.69236458333327,216.34807787698404
5.1000000000000005,12.227171420304401,53.92586784229033,65.30378789539822,131.56611369698211,209.24593303939767,222.38138809818483,214.99906476897687
5.2,11.98092971208821,53.25976517974184,63.35588683222098,133.4896810828457,207.7991979166668,221.81133333333332,214.46272005208334
5.300000000000001,11.682510925451167,52.66238109990976,61.39356863064368,134.3123493094456,206.415277590981,220.21739344343356,213.18948482001585
5.4,11.34921773304193,52.1313887059815,59.46989106734903,133.97948069452437,205.12903700192143,219.31494614684448,212.53134404075638
5.5,10.999935342923697,51.66289459682031,57.64045135558292,132.59964246078866,203.98853385416658,217.1826601562498,211.11803776041654
5.6000000000000005,10.65384329055461,51.25472736859414,55.960233117293534,130.4753682292273,203.0453629460602,216.54200448638616,210.72045900371288
5.7,10.329125271119752,50.907748372684246,54.48033644118604,128.1013996448108,202.2993671875001,214.32351692708357,209.42360677083346
5.800000000000001,10.041793881230348,50.6248432116813,53.244808056529784,125.99743198276832,201.78779911216728,213.83951669235668,209.15559559417207
5.9,9.804720174049951,50.40777848786365,52.28779840000863,124.5065071090482,201.47333662997997,212.67661878241395,208.45944548193657
6.0,9.626922837526045,50.25294324645473,51.63125914329635,123.46200407062948,201.42390194235588,212.44375665726815,208.31324424342105
6.1000000000000005,9.513136427303008,50.14796260953597,51.28336199309666,121.83586218879255,201.53526725482755,212.29246030177504,208.1432006084514
6.2,9.463652442306165,50.071210046687575,51.2377829792126,117.99723838846315,201.8794892997112,212.5059133663366,208.04898128094064
6.300000000000001,9.47440157845622,49.99479611713398,51.4739091347355,110.6703867162172,202.39366927083339,213.73268229166683,208.128484375
6.4,9.537248477731135,49.88980242848893,51.957994807395075,99.9372520262984,203.04903021731317,214.55445191271545,208.21439744971266
6.5,9.640464064206494,49.731911371866126,52.64521726765145,87.33516184281235,203.79042196524347,216.02773940284666,208.3984920714728
6.6000000000000005,9.769344663190937,49.50628831093582,53.48248327064427,74.92681897770294,204.60404851867932,218.05942314694266,208.61986757330249
6.7,9.906954602906717,49.21117125407708,54.41182260642987,64.18940625166967,205.4339982638888,221.62003869524554,208.98105036391556
6.800000000000001,10.034970606364167,48.85944562847609,55.37413766339836,55.7127678386363,206.26277751631528,223.40522293862955,209.15279703187753
6.9,10.134605172541493,48.47743378652101,56.31305333517133,49.41991150670528,207.0727707567402,225.49535355392177,209.33802703737743
7.0,10.187582055962578,48.100981100929545,57.17860100756676,44.84064159886228,207.82623339521456,229.52521916254156,209.66547241130368
7.1000000000000005,10.177130162290768,47.76984653602232,57.93047868364487,41.550629450371865,208.52841646241828,230.48495445261437,209.74053980290034
7.2,10.088953646522787,47.521419084040325,58.540658443738145,39.366498759032936,209.1768667491749,232.5334777227722,209.91350170173268
7.300000000000001,9.91212811796877,47.3843425535804,58.99514376101433,38.122126457838846,209.77972043884077,234.21992548473608,210.06216630569307
7.4,9.639868476824375,47.37270892785127,59.29476399876259,37.540861891983134,210.34868033209568,235.64307806054038,210.2116629666873
7.5,9.270095729920671,47.482008510864006,59.454941302464356,37.355851471030455,210.8966576506891,236.14708100303278,210.2683485053742
7.6000000000000005,8.80575563518383,47.68813992419286,59.50441438149452,37.37569231832624,211.43714156132955,236.33656659644194,210.27743738295882
7.7,8.254828031563344,47.95020874527817,59.48303418585598,37.58633376706065,211.99923105063098,236.24998582858748,210.25302072089258
7.800000000000001,7.629995694349635,48.21716422220695,59.43876527848547,38.04128870574515,212.55232213930353,235.5410550373134,210.04339779617536
7.9,6.947967066947015,48.437540264795416,59.42410355439665,38.48911997312923,213.1471556481968,235.32248398109246,209.9720330554097
8.0,6.228482639641819,48.57046150472547,59.492162347193364,38.51675568187172,213.76373406559412,234.77238213111505,209.71291061532784
8.1,5.49307283468291,48.59510194116248,59.692705180034295,37.85069863651947,214.4064674479166,234.29946354166668,209.39032682291668
8.200000000000001,4.763667388236555,48.5159090905596,60.068411836046344,36.298624182955756,215.06834221033705,233.98498648190716,209.01759083274405
8.3,4.061191863346803,48.3622119999715,60.65163898740596,33.86042461472488,215.76189310024756,233.9200760622937,208.60354608859322
8.4,3.404267207237158,48.182419514787995,61.46192854814239,30.947982313154075,216.4712906610973,234.65288949051148,207.87953563325087
