Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.06,200.00,0.04
0.20,200.01,0.11,202.01,0.11,200.01,0.09
0.40,200.04,0.21,202.05,0.23,200.03,0.17
0.60,200.09,0.32,202.10,0.34,200.08,0.26
0.80,200.17,0.42,202.18,0.46,200.14,0.34
1.00,200.26,0.52,202.29,0.57,200.22,0.43
1.20,200.38,0.63,202.41,0.68,200.31,0.51
1.40,200.51,0.73,202.56,0.79,200.42,0.60
1.60,200.67,0.83,202.73,0.90,200.55,0.68
1.80,200.85,0.94,202.92,1.01,200.69,0.77
2.00,201.05,1.04,203.13,1.12,200.85,0.85
2.20,201.26,1.14,203.37,1.23,201.03,0.93
2.40,201.50,1.23,203.63,1.34,201.23,1.01
2.60,201.76,1.33,203.91,1.44,201.44,1.09
2.80,202.03,1.43,204.20,1.55,201.66,1.17
3.00,202.33,1.52,204.52,1.65,201.90,1.24
3.20,202.64,1.62,204.86,1.75,202.16,1.32
3.40,202.97,1.71,205.23,1.85,202.43,1.40
3.60,203.32,1.80,205.60,1.95,202.72,1.47
3.80,203.69,1.88,206.00,2.04,203.02,1.54
4.00,204.08,1.97,206.42,2.14,203.33,1.61
4.20,204.48,2.05,206.86,2.23,203.66,1.68
4.40,204.90,2.14,207.31,2.32,204.01,1.75
4.60,205.33,2.22,207.78,2.40,204.36,1.81
4.80,205.79,2.29,208.27,2.49,204.73,1.87
5.00,206.25,2.37,208.78,2.57,205.11,1.94
5.20,206.73,2.44,209.30,2.65,205.50,2.00
5.40,207.23,2.51,209.84,2.72,205.91,2.05
5.60,207.74,2.58,210.39,2.80,206.32,2.11
5.80,208.26,2.64,210.96,2.87,206.75,2.16
6.00,208.79,2.71,211.54,2.93,207.19,2.21
6.20,209.34,2.77,212.13,3.00,207.64,2.26
6.40,209.90,2.82,212.74,3.06,208.09,2.31
6.60,210.47,2.88,213.35,3.12,208.56,2.35
6.80,211.05,2.93,213.98,3.18,209.03,2.39
7.00,211.64,2.98,214.62,3.23,209.52,2.43
7.20,212.24,3.02,215.28,3.28,210.01,2.47
7.40,212.85,3.06,215.94,3.32,210.51,2.51
7.60,213.47,3.10,216.60,3.37,211.01,2.54
7.80,214.09,3.14,217.28,3.40,211.52,2.57
8.00,214.72,3.17,217.97,3.44,212.04,2.59
8.20,215.36,3.20,218.66,3.47,212.56,2.62
8.40,216.00,3.23,219.36,3.50,213.08,2.64
8.60,216.65,3.25,220.06,3.53,213.61,2.66
8.80,217.31,3.27,220.77,3.55,214.15,2.67
9.00,217.96,3.29,221.48,3.57,214.68,2.69
9.20,218.62,3.30,222.19,3.58,215.22,2.70
9.40,219.28,3.31,222.91,3.59,215.76,2.71
9.60,219.95,3.32,223.63,3.60,216.31,2.71
9.80,220.61,3.32,224.35,3.60,216.85,2.72
10.00,221.27,3.32,225.07,3.60,217.39,2.72
10.20,221.94,3.32,225.79,3.60,217.93,2.71
10.40,222.60,3.31,226.51,3.59,218.48,2.71
10.60,223.26,3.30,227.23,3.58,219.02,2.70
10.80,223.92,3.29,227.94,3.57,219.56,2.69
11.00,224.58,3.27,228.65,3.55,220.09,2.67
11.20,225.23,3.25,229.36,3.53,220.63,2.66
11.40,225.88,3.23,230.06,3.50,221.16,2.64
11.60,226.52,3.20,230.76,3.47,221.68,2.62
11.80,227.16,3.17,231.45,3.44,222.20,2.59
12.00,227.79,3.14,232.14,3.40,222.72,2.57
12.20,228.42,3.10,232.81,3.37,223.23,2.54
12.40,229.03,3.06,233.48,3.32,223.73,2.51
12.60,229.64,3.02,234.14,3.28,224.23,2.47
12.80,230.24,2.98,234.79,3.23,224.72,2.43
13.00,230.83,2.93,235.43,3.18,225.21,2.39
13.20,231.41,2.88,236.06,3.12,225.68,2.35
13.40,231.98,2.82,236.68,3.06,226.15,2.31
13.60,232.54,2.77,237.29,3.00,226.60,2.26
13.80,233.09,2.71,237.88,2.93,227.05,2.21
14.00,233.62,2.64,238.46,2.87,227.49,2.16
14.20,234.15,2.58,239.03,2.80,227.92,2.11
14.40,234.66,2.51,239.58,2.72,228.33,2.05
14.60,235.15,2.44,240.12,2.65,228.74,2.00
14.80,235.63,2.37,240.64,2.57,229.13,1.94
15.00,236.10,2.29,241.14,2.49,229.51,1.87
15.20,236.55,2.22,241.63,2.40,229.88,1.81
15.40,236.98,2.14,242.10,2.32,230.23,1.75
