Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.06,200.00,0.04
0.20,200.01,0.10,202.01,0.11,200.01,0.09
0.40,200.04,0.19,202.04,0.22,200.04,0.18
0.60,200.09,0.29,202.10,0.33,200.08,0.26
0.80,200.16,0.39,202.18,0.44,200.14,0.35
1.00,200.24,0.49,202.27,0.55,200.22,0.44
1.20,200.35,0.58,202.40,0.66,200.32,0.53
1.40,200.48,0.68,202.54,0.76,200.43,0.61
1.60,200.62,0.77,202.70,0.87,200.56,0.70
1.80,200.78,0.87,202.89,0.98,200.71,0.78
2.00,200.97,0.96,203.09,1.08,200.87,0.87
2.20,201.17,1.05,203.32,1.19,201.05,0.95
2.40,201.39,1.14,203.57,1.29,201.25,1.03
2.60,201.63,1.23,203.84,1.39,201.47,1.11
2.80,201.88,1.32,204.12,1.49,201.70,1.19
3.00,202.15,1.41,204.43,1.59,201.94,1.27
3.20,202.44,1.49,204.76,1.69,202.21,1.35
3.40,202.75,1.58,205.11,1.78,202.48,1.43
3.60,203.08,1.66,205.47,1.88,202.78,1.50
3.80,203.42,1.74,205.86,1.97,203.08,1.57
4.00,203.77,1.82,206.26,2.06,203.41,1.64
4.20,204.15,1.90,206.68,2.15,203.74,1.72
4.40,204.53,1.98,207.12,2.23,204.09,1.78
4.60,204.94,2.05,207.57,2.31,204.45,1.85
4.80,205.35,2.12,208.05,2.40,204.83,1.91
5.00,205.78,2.19,208.53,2.47,205.22,1.98
5.20,206.23,2.26,209.04,2.55,205.62,2.04
5.40,206.69,2.32,209.55,2.62,206.04,2.10
5.60,207.16,2.39,210.08,2.69,206.46,2.15
5.80,207.64,2.45,210.63,2.76,206.90,2.21
6.00,208.14,2.50,211.19,2.83,207.34,2.26
6.20,208.64,2.56,211.76,2.89,207.80,2.31
6.40,209.16,2.61,212.35,2.95,208.27,2.36
6.60,209.69,2.66,212.94,3.01,208.74,2.40
6.80,210.22,2.71,213.55,3.06,209.23,2.45
7.00,210.77,2.75,214.17,3.11,209.72,2.49
7.20,211.33,2.80,214.79,3.16,210.22,2.52
7.40,211.89,2.83,215.43,3.20,210.73,2.56
7.60,212.46,2.87,216.07,3.24,211.25,2.59
7.80,213.04,2.90,216.73,3.28,211.77,2.62
8.00,213.62,2.93,217.39,3.31,212.30,2.65
8.20,214.21,2.96,218.05,3.35,212.83,2.67
8.40,214.81,2.99,218.72,3.37,213.37,2.70
8.60,215.41,3.01,219.40,3.40,213.91,2.72
8.80,216.01,3.03,220.08,3.42,214.45,2.73
9.00,216.62,3.04,220.77,3.44,215.00,2.75
9.20,217.23,3.05,221.46,3.45,215.55,2.76
9.40,217.84,3.06,222.15,3.46,216.10,2.77
9.60,218.45,3.07,222.84,3.47,216.66,2.77
9.80,219.07,3.07,223.54,3.47,217.21,2.77
10.00,219.68,3.07,224.23,3.47,217.77,2.77
10.20,220.30,3.07,224.92,3.47,218.32,2.77
10.40,220.91,3.06,225.62,3.46,218.87,2.77
10.60,221.52,3.05,226.31,3.45,219.43,2.76
10.80,222.13,3.04,227.00,3.44,219.98,2.75
11.00,222.74,3.03,227.68,3.42,220.53,2.73
11.20,223.34,3.01,228.36,3.40,221.07,2.72
11.40,223.94,2.99,229.04,3.37,221.61,2.70
11.60,224.54,2.96,229.71,3.35,222.15,2.67
11.80,225.13,2.93,230.38,3.31,222.68,2.65
12.00,225.71,2.90,231.04,3.28,223.21,2.62
12.20,226.29,2.87,231.69,3.24,223.73,2.59
12.40,226.86,2.83,232.34,3.20,224.25,2.56
12.60,227.42,2.80,232.97,3.16,224.75,2.52
12.80,227.98,2.75,233.60,3.11,225.25,2.49
13.00,228.52,2.71,234.22,3.06,225.75,2.45
13.20,229.06,2.66,234.82,3.01,226.23,2.40
13.40,229.59,2.61,235.42,2.95,226.71,2.36
13.60,230.11,2.56,236.00,2.89,227.18,2.31
13.80,230.61,2.50,236.58,2.83,227.63,2.26
14.00,231.11,2.45,237.14,2.76,228.08,2.21
14.20,231.59,2.39,237.68,2.69,228.52,2.15
14.40,232.06,2.32,238.21,2.62,228.94,2.10
14.60,232.52,2.26,238.73,2.55,229.35,2.04
14.80,232.97,2.19,239.23,2.47,229.76,1.98
15.00,233.40,2.12,239.72,2.40,230.15,1.91
15.20,233.81,2.05,240.19,2.31,230.52,1.85
15.40,234.22,1.98,240.65,2.23,230.89,1.78
15.60,234.60,1.90,241.08,2.15,231.24,1.72
15.80,234.98,1.82,241.50,2.06,231.57,1.64
16.00,235.33,1.74,241.91,1.97,231.89,1.57
16.20,235.67,1.66,242.29,1.88,232.20,1.50
16.40,236.00,1.58,242.66,1.78,232.49,1.43
16.60,236.31,1.49,243.01,1.69,232.77,1.35
16.80,236.60,1.41,243.33,1.59,233.03,1.27
17.00,236.87,1.32,243.64,1.49,233.28,1.19
17.20,237.12,1.23,243.93,1.39,233.51,1.11
17.40,237.36,1.14,244.20,1.29,233.72,1.03
17.60,237.58,1.05,244.45,1.19,233.92,0.95
17.80,237.78,0.96,244.67,1.08,234.10,0.87
18.00,237.96,0.87,244.88,0.98,234.27,0.78
18.20,238.13,0.77,245.06,0.87,234.42,0.70
18.40,238.27,0.68,245.23,0.76,234.55,0.61
18.60,238.40,0.58,245.37,0.66,234.66,0.53
18.80,238.51,0.49,245.49,0.55,234.76,0.44
19.00,238.59,0.39,245.59,0.44,234.84,0.35
19.20,238.66,0.29,245.67,0.33,234.90,0.26
19.40,238.71,0.19,245.72,0.22,234.94,0.18
19.60,238.74,0.10,245.75,0.11,234.97,0.09
19.80,238.75,0.02,245.77,0.03,234.98,0.02
20.00,238.75,0.38,245.77,0.43,234.98,-0.79
20.20,238.90,0.40,245.94,-0.02,234.66,-1.92
20.40,238.91,-0.62,245.76,-2.18,234.21,-2.80
20.60,238.65,-2.15,245.07,-4.53,233.54,-3.88
20.80,238.05,-3.90,243.95,-6.09,232.66,-4.76
21.00,237.09,-5.49,242.63,-6.57,231.64,-5.18
21.20,235.85,-6.59,241.32,-6.29,230.58,-5.15
21.40,234.46,-7.04,240.11,-5.77,229.58,-4.85
21.60,233.04,-6.92,239.01,-5.39,228.64,-4.43
21.80,231.69,-6.49,237.96,-5.27,227.80,-3.90
22.00,230.44,-6.03,236.90,-5.53,227.08,-3.27
22.20,229.27,-5.77,235.75,-6.27,226.50,-2.69
22.40,228.13,-5.79,234.39,-7.40,226.01,-2.31
22.60,226.96,-6.02,232.79,-8.47,225.57,-2.12
22.80,225.72,-6.36,231.00,-8.96,225.16,-1.98
23.00,224.41,-6.71,229.20,-8.64,224.78,-1.82
23.20,223.04,-7.02,227.55,-7.82,224.43,-1.65
23.40,221.61,-7.34,226.08,-7.14,224.12,-1.50
23.60,220.10,-7.76,224.69,-7.14,223.84,-1.34
23.80,218.50,-8.34,223.22,-7.93,223.59,-1.16
24.00,216.77,-9.09,221.52,-9.08,223.37,-1.04
24.20,214.87,-9.92,219.59,-9.82,223.17,-1.13
24.40,212.80,-10.69,217.59,-9.46,222.92,-1.54
24.60,210.59,-11.25,215.81,-7.78,222.55,-2.22
