phase,epi,trans,endo
0.0000,241.8838,247.4177,234.2401
0.0101,242.0883,247.5175,234.4840
0.0202,242.3105,247.5889,234.7010
0.0303,242.5456,247.6432,234.8335
0.0404,242.7714,247.7400,234.8038
0.0505,242.9813,247.9429,234.5750
0.0606,243.2015,248.0000,234.2121
0.0707,243.4534,248.0000,233.8698
0.0808,243.6822,248.0000,233.6834
0.0909,243.7192,247.3480,233.6341
0.1010,243.3354,245.7620,233.5286
0.1111,242.3715,243.7542,233.1421
0.1212,240.8467,241.7987,232.3879
0.1313,238.9585,240.2686,231.3573
0.1414,236.9824,239.2366,230.2342
0.1515,235.1497,238.5314,229.1898
0.1616,233.5714,237.9437,228.3241
0.1717,232.2303,237.3509,227.6550
0.1818,231.0288,236.6727,227.1402
0.1919,229.8545,235.7678,226.7214
0.2020,228.6291,234.4446,226.3628
0.2121,227.3210,232.6173,226.0583
0.2222,225.9310,230.4342,225.8094
0.2323,224.4750,228.2091,225.6035
0.2424,222.9736,226.2148,225.4151
0.2525,221.4446,224.5146,225.2305
0.2626,219.8901,222.9199,225.0628
0.2727,218.2819,221.0802,224.9317
0.2828,216.5652,218.7078,224.8214
0.2929,214.6930,215.8576,224.6586
0.3030,212.6728,213.0254,224.3363
0.3131,210.5808,210.8980,223.7727
0.3232,208.5241,209.9363,222.9627
0.3333,206.5747,210.1452,221.9842
0.3434,204.7423,211.1584,220.9634
0.3535,203.0267,212.4804,220.0344
0.3636,201.5045,213.6814,219.3145
0.3737,200.3559,214.4581,218.8923
0.3838,200.0000,214.6163,218.8152
0.3939,200.0000,214.0644,219.0673
0.4040,200.4838,212.8443,219.5544
0.4141,201.3279,211.1579,220.1150
0.4242,202.0685,209.3414,220.5591
0.4343,202.4924,207.7785,220.7281
0.4444,202.6014,206.7867,220.5621
0.4545,202.6294,206.5314,220.1536
0.4646,202.9549,207.0050,219.7306
0.4747,203.9149,208.0806,219.5453
0.4848,205.6188,209.6125,219.7274
0.4949,207.9015,211.5210,220.2200
0.5051,210.4424,213.7937,220.8503
0.5152,212.9425,216.3865,221.4707
0.5253,215.2390,219.1117,222.0539
0.5354,217.3150,221.6385,222.6734
0.5455,219.2358,223.6377,223.4109
0.5556,221.0737,224.9671,224.2899
0.5657,222.8621,225.7586,225.2770
0.5758,224.5919,226.3468,226.3166
0.5859,226.2340,227.0907,227.3553
0.5960,227.7668,228.2125,228.3527
0.6061,229.1867,229.7278,229.2837
0.6162,230.4968,231.4751,230.1309
0.6263,231.6881,233.2156,230.8723
0.6364,232.7351,234.7656,231.4795
0.6465,233.6114,236.0904,231.9317
0.6566,234.3096,237.2864,232.2254
0.6667,234.8491,238.4566,232.3736
0.6768,235.2669,239.5916,232.4044
0.6869,235.6012,240.5671,232.3603
0.6970,235.8800,241.2651,232.2892
0.7071,236.1194,241.7019,232.2259
0.7172,236.3289,242.0269,232.1817
0.7273,236.5162,242.3919,232.1530
0.7374,236.6892,242.8356,232.1348
0.7475,236.8547,243.2891,232.1265
0.7576,237.0170,243.6627,232.1305
0.7677,237.1774,243.9162,232.1506
0.7778,237.3365,244.0705,232.1905
0.7879,237.4961,244.1782,232.2488
0.7980,237.6606,244.2910,232.3164
0.8081,237.8359,244.4403,232.3796
0.8182,238.0266,244.6326,232.4270
0.8283,238.2329,244.8525,232.4557
0.8384,238.4480,245.0702,232.4714
0.8485,238.6586,245.2521,232.4840
0.8586,238.8481,245.3744,232.5004
0.8687,239.0018,245.4412,232.5191
0.8788,239.1110,245.5057,232.5290
0.8889,239.1748,245.6692,232.5155
0.8990,239.2037,246.0276,232.4760
0.9091,239.2223,246.5838,232.4357
0.9192,239.2708,247.2080,232.4427
0.9293,239.3961,247.7027,232.5411
0.9394,239.6348,247.9245,232.7430
0.9495,239.9919,247.8674,233.0239
0.9596,240.4293,247.6491,233.3373
0.9697,240.8743,247.4230,233.6356
0.9798,241.2525,247.2904,233.8860
0.9899,241.5294,247.2716,234.0806
1.0000,241.7325,247.3252,234.2386
