Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.06,200.00,0.04
0.20,200.01,0.10,202.01,0.12,200.01,0.09
0.40,200.04,0.20,202.05,0.23,200.04,0.18
0.60,200.09,0.30,202.10,0.35,200.08,0.27
0.80,200.16,0.40,202.18,0.46,200.14,0.35
1.00,200.25,0.50,202.29,0.57,200.22,0.44
1.20,200.36,0.60,202.41,0.69,200.32,0.53
1.40,200.49,0.70,202.56,0.80,200.43,0.62
1.60,200.64,0.79,202.74,0.91,200.56,0.70
1.80,200.81,0.89,202.93,1.03,200.71,0.79
2.00,200.99,0.99,203.15,1.14,200.88,0.87
2.20,201.20,1.08,203.38,1.24,201.06,0.96
2.40,201.43,1.17,203.64,1.35,201.26,1.04
2.60,201.67,1.27,203.92,1.46,201.48,1.12
2.80,201.93,1.36,204.23,1.56,201.71,1.20
3.00,202.21,1.45,204.55,1.67,201.96,1.28
3.20,202.51,1.54,204.89,1.77,202.22,1.36
3.40,202.83,1.62,205.26,1.87,202.50,1.43
3.60,203.16,1.71,205.64,1.97,202.79,1.51
3.80,203.51,1.79,206.04,2.06,203.10,1.58
4.00,203.88,1.87,206.47,2.16,203.43,1.66
4.20,204.26,1.95,206.91,2.25,203.77,1.73
4.40,204.66,2.03,207.37,2.34,204.12,1.80
4.60,205.08,2.11,207.84,2.43,204.48,1.86
4.80,205.50,2.18,208.34,2.51,204.86,1.93
5.00,205.95,2.25,208.85,2.59,205.26,1.99
5.20,206.41,2.32,209.37,2.67,205.66,2.05
5.40,206.88,2.39,209.92,2.75,206.08,2.11
5.60,207.36,2.45,210.47,2.82,206.50,2.17
5.80,207.86,2.52,211.05,2.90,206.94,2.22
6.00,208.37,2.57,211.63,2.96,207.39,2.28
6.20,208.89,2.63,212.23,3.03,207.85,2.33
6.40,209.42,2.69,212.84,3.09,208.32,2.37
6.60,209.96,2.74,213.47,3.15,208.80,2.42
6.80,210.51,2.79,214.10,3.21,209.29,2.46
7.00,211.08,2.83,214.75,3.26,209.79,2.50
7.20,211.65,2.87,215.41,3.31,210.29,2.54
7.40,212.23,2.92,216.07,3.36,210.80,2.58
7.60,212.81,2.95,216.75,3.40,211.32,2.61
7.80,213.41,2.99,217.43,3.44,211.85,2.64
8.00,214.01,3.02,218.13,3.47,212.38,2.67
8.20,214.61,3.05,218.82,3.51,212.91,2.69
8.40,215.23,3.07,219.53,3.54,213.45,2.71
8.60,215.84,3.09,220.24,3.56,214.00,2.73
8.80,216.46,3.11,220.95,3.58,214.55,2.75
9.00,217.09,3.13,221.67,3.60,215.10,2.76
9.20,217.71,3.14,222.39,3.62,215.65,2.78
9.40,218.34,3.15,223.12,3.63,216.21,2.78
9.60,218.98,3.16,223.84,3.63,216.77,2.79
9.80,219.61,3.16,224.57,3.64,217.33,2.79
10.00,220.24,3.16,225.30,3.64,217.88,2.79
10.20,220.87,3.16,226.03,3.63,218.44,2.79
10.40,221.50,3.15,226.75,3.63,219.00,2.78
10.60,222.13,3.14,227.48,3.62,219.56,2.78
10.80,222.76,3.13,228.20,3.60,220.11,2.76
11.00,223.38,3.11,228.92,3.58,220.66,2.75
11.20,224.00,3.09,229.63,3.56,221.21,2.73
11.40,224.62,3.07,230.34,3.54,221.76,2.71
11.60,225.23,3.05,231.05,3.51,222.30,2.69
11.80,225.84,3.02,231.75,3.47,222.83,2.67
12.00,226.44,2.99,232.44,3.44,223.36,2.64
12.20,227.03,2.95,233.12,3.40,223.89,2.61
12.40,227.62,2.92,233.80,3.36,224.41,2.58
12.60,228.20,2.87,234.46,3.31,224.92,2.54
12.80,228.77,2.83,235.12,3.26,225.42,2.50
13.00,229.33,2.79,235.77,3.21,225.92,2.46
13.20,229.88,2.74,236.40,3.15,226.41,2.42
13.40,230.43,2.69,237.03,3.09,226.89,2.37
13.60,230.96,2.63,237.64,3.03,227.36,2.33
13.80,231.48,2.57,238.24,2.96,227.82,2.28
14.00,231.99,2.52,238.83,2.90,228.27,2.22
14.20,232.49,2.45,239.40,2.82,228.71,2.17
14.40,232.97,2.39,239.95,2.75,229.13,2.11
14.60,233.44,2.32,240.50,2.67,229.55,2.05
14.80,233.90,2.25,241.02,2.59,229.96,1.99
15.00,234.34,2.18,241.53,2.51,230.35,1.93
15.20,234.77,2.11,242.03,2.43,230.73,1.86
15.40,235.19,2.03,242.50,2.34,231.09,1.80
15.60,235.58,1.95,242.96,2.25,231.44,1.73
15.80,235.97,1.87,243.40,2.16,231.78,1.66
16.00,236.33,1.79,243.83,2.06,232.11,1.58
16.20,236.68,1.71,244.23,1.97,232.42,1.51
16.40,237.02,1.62,244.61,1.87,232.71,1.43
16.60,237.33,1.54,244.98,1.77,232.99,1.36
16.80,237.63,1.45,245.32,1.67,233.25,1.28
17.00,237.91,1.36,245.64,1.56,233.50,1.20
17.20,238.17,1.27,245.95,1.46,233.73,1.12
17.40,238.42,1.17,246.23,1.35,233.95,1.04
17.60,238.64,1.08,246.49,1.24,234.15,0.96
17.80,238.85,0.99,246.73,1.14,234.33,0.87
18.00,239.04,0.89,246.94,1.03,234.50,0.79
18.20,239.21,0.79,247.14,0.91,234.65,0.70
18.40,239.36,0.70,247.31,0.80,234.78,0.62
18.60,239.49,0.60,247.46,0.69,234.89,0.53
18.80,239.60,0.50,247.58,0.57,234.99,0.44
19.00,239.69,0.40,247.69,0.46,235.07,0.35
19.20,239.76,0.30,247.77,0.35,235.13,0.27
19.40,239.81,0.20,247.82,0.23,235.18,0.18
19.60,239.84,0.10,247.86,0.12,235.20,0.09
19.80,239.85,0.03,247.87,0.03,235.21,0.02
20.00,239.85,0.03,247.87,0.07,235.21,0.01
20.20,239.86,0.06,247.90,0.21,235.21,-0.01
20.40,239.87,0.05,247.96,0.26,235.21,-0.08
20.60,239.87,-0.05,248.00,0.11,235.18,-0.23
20.80,239.85,-0.27,248.00,0.00,235.12,-0.49
21.00,239.77,-0.65,248.00,-0.48,234.99,-0.90
