phase,epi,trans,endo,curr_pressure,pred_pressure,ref_pressure
0.0000,243.2919,241.7416,236.0353,15.0895,15.0895,3.0000
0.0101,243.3560,242.0004,235.9645,18.9313,18.9313,0.7267
0.0202,243.3436,242.0737,235.8589,22.7730,22.7730,3.4437
0.0303,243.1841,241.8279,235.6820,29.4339,29.4339,9.0941
0.0404,242.8281,241.2284,235.3994,36.1536,36.1536,15.6210
0.0505,242.2674,240.3558,234.9913,43.2342,43.2342,21.5149
0.0606,241.5406,239.3642,234.4647,50.3301,50.3301,27.7421
0.0707,240.7152,238.3992,233.8545,57.2572,57.2572,35.5313
0.0808,239.8581,237.5305,233.2100,64.1731,64.1731,44.0129
0.0909,239.0162,236.7480,232.5752,68.8382,68.8382,51.9082
0.1010,238.2133,236.0075,231.9776,73.3032,73.3032,59.0701
0.1111,237.4562,235.2791,231.4295,75.9310,75.9310,65.6622
0.1212,236.7428,234.5599,230.9327,78.3501,78.3501,71.5767
0.1313,236.0665,233.8547,230.4778,80.3523,80.3523,76.6529
0.1414,235.4204,233.1586,230.0433,82.2964,82.2964,80.9571
0.1515,234.7983,232.4685,229.6059,84.0347,84.0347,84.6174
0.1616,234.1968,231.8085,229.1562,85.7387,85.7387,87.6401
0.1717,233.6143,231.2315,228.7080,87.3155,87.3155,90.0058
0.1818,233.0508,230.7819,228.2880,88.8675,88.8675,91.8315
0.1919,232.5060,230.4483,227.9142,90.4579,90.4579,93.2696
0.2020,231.9799,230.1536,227.5816,92.0570,92.0570,94.3339
0.2121,231.4724,229.8057,227.2717,93.5283,93.5283,94.9995
0.2222,230.9831,229.3600,226.9729,94.9668,94.9668,95.3925
0.2323,230.5112,228.8359,226.6915,96.3511,96.3511,95.6913
0.2424,230.0551,228.2784,226.4446,97.7197,97.7197,95.9446
0.2525,229.6143,227.7089,226.2447,98.8364,98.8364,96.1420
0.2626,229.1900,227.1087,226.0917,99.8713,99.8713,96.3022
0.2727,228.7854,226.4430,225.9767,101.0290,101.0290,96.4487
0.2828,228.4045,225.6954,225.8910,102.2310,102.2310,96.5131
0.2929,228.0490,224.8817,225.8305,102.9816,102.9816,96.3906
0.3030,227.7174,224.0400,225.7936,103.5518,103.5518,96.1033
0.3131,227.4069,223.2149,225.7785,103.4316,103.4316,95.7340
0.3232,227.1167,222.4498,225.7827,103.0069,103.0069,95.2394
0.3333,226.8475,221.7819,225.8014,102.2010,102.2010,94.5038
0.3434,226.5970,221.2385,225.8263,101.2102,101.2102,93.4539
0.3535,226.3561,220.8360,225.8456,100.1933,100.1933,92.0254
0.3636,226.1173,220.5882,225.8526,99.1625,99.1625,89.9307
0.3737,225.8982,220.5242,225.8623,94.4933,94.4933,86.8080
0.3838,225.7679,220.6984,225.9217,87.7111,87.7111,83.2974
