phase,epi,trans,endo,curr_pressure,pred_pressure,ref_pressure
0.0000,239.8462,247.8706,235.2108,11.4181,11.4181,3.0000
0.0101,239.8568,247.8972,235.2142,11.7839,11.7839,0.7267
0.0202,239.8692,247.9555,235.2083,12.1498,12.1498,3.4437
0.0303,239.8750,248.0000,235.1820,14.9933,14.9933,9.0941
0.0404,239.8510,248.0000,235.1176,17.8884,17.8884,15.6210
0.0505,239.7658,248.0000,234.9870,22.9867,22.9867,21.5149
0.0606,239.5905,247.8071,234.7569,28.1787,28.1787,27.7421
0.0707,239.3081,247.3762,234.4027,33.8400,33.8400,35.5313
0.0808,238.9174,246.7624,233.9238,39.5319,39.5319,44.0129
0.0909,238.4324,246.0151,233.3454,44.5058,44.5058,51.9082
0.1010,237.8785,245.1958,232.7082,49.4159,49.4159,59.0701
0.1111,237.2861,244.3592,232.0541,53.7885,53.7885,65.6622
0.1212,236.6829,243.5447,231.4188,58.1000,58.1000,71.5767
0.1313,236.0892,242.7778,230.8295,61.5672,61.5672,76.6529
0.1414,235.5153,242.0723,230.3012,64.9166,64.9166,80.9571
0.1515,234.9635,241.4247,229.8271,67.3099,67.3099,84.6174
0.1616,234.4312,240.8147,229.3783,69.5439,69.5439,87.6401
0.1717,233.9144,240.2211,228.9208,70.9645,70.9645,90.0058
0.1818,233.4097,239.6430,228.4420,72.2264,72.2264,91.8315
0.1919,232.9159,239.1041,227.9619,73.5579,73.5579,93.2696
0.2020,232.4334,238.6333,227.5193,74.9051,74.9051,94.3339
0.2121,231.9631,238.2381,227.1428,76.6273,76.6273,94.9995
0.2222,231.5064,237.8921,226.8304,78.4457,78.4457,95.3925
0.2323,231.0644,237.5474,226.5559,80.5054,80.5054,95.6913
0.2424,230.6380,237.1615,226.2925,82.6349,82.6349,95.9446
0.2525,230.2283,236.7161,226.0330,84.7515,84.7515,96.1420
0.2626,229.8366,236.2164,225.7908,86.8639,86.8639,96.3022
0.2727,229.4651,235.6735,225.5854,89.1610,89.1610,96.4487
0.2828,229.1158,235.0893,225.4265,91.5246,91.5246,96.5131
0.2929,228.7897,234.4574,225.3097,93.1863,93.1863,96.3906
0.3030,228.4868,233.7782,225.2246,94.5670,94.5670,96.1033
0.3131,228.2055,233.0699,225.1636,95.3665,95.3665,95.7340
0.3232,227.9441,232.3657,225.1244,95.9096,95.9096,95.2394
0.3333,227.7009,231.6976,225.1072,95.5036,95.5036,94.5038
0.3434,227.4738,231.0864,225.1102,94.6373,94.6373,93.4539
0.3535,227.2597,230.5490,225.1294,91.8416,91.8416,92.0254
0.3636,227.0549,230.1134,225.1609,88.0209,88.0209,89.9307
0.3737,226.8583,229.8214,225.2057,80.8887,80.8887,86.8080
0.3838,226.6787,229.7182,225.2735,71.8335,71.8335,83.2974
0.3939,226.5402,229.8387,225.3837,61.7982,61.7982,80.3678
0.4040,226.4832,230.2030,225.5614,51.1420,51.1420,73.5782
0.4141,226.5566,230.8154,225.8279,41.7411,41.7411,55.2495
0.4242,226.8012,231.6647,226.1892,33.2062,33.2062,30.0558
0.4343,227.2326,232.7236,226.6296,25.9838,25.9838,11.8402
0.4444,227.8303,233.9545,227.1153,19.7462,19.7462,4.2596
0.4545,228.5424,235.3239,227.6058,15.1476,15.1476,2.3914
0.4646,229.3023,236.8153,228.0672,11.8848,11.8848,2.7005
0.4747,230.0525,238.4277,228.4812,9.9077,9.9077,3.1607
