phase,epi,trans,endo,curr_pressure,pred_pressure,ref_pressure
0.4848,230.7620,240.1541,228.8463,9.0681,9.0681,3.0840
0.4949,231.4293,241.9563,229.1745,8.4401,8.4401,2.9576
0.5051,232.0722,243.7493,229.4848,8.0152,8.0152,2.9765
0.5152,232.7088,245.4084,229.7958,7.8819,7.8819,3.0111
0.5253,233.3431,246.7997,230.1206,8.0522,8.0522,3.0066
0.5354,233.9611,247.8219,230.4641,8.1127,8.1127,2.9971
0.5455,234.5377,248.0000,230.8238,8.0493,8.0493,2.9982
0.5556,235.0489,248.0000,231.1895,8.1659,8.1659,3.0008
0.5657,235.4812,248.0000,231.5441,8.5033,8.5033,3.0005
0.5758,235.8354,248.0000,231.8665,8.7421,8.7421,2.9998
0.5859,236.1230,248.0000,232.1397,8.8494,8.8494,2.9999
0.5960,236.3602,248.0000,232.3601,9.1249,9.1249,3.0001
0.6061,236.5626,248.0000,232.5402,9.6440,9.6440,3.0000
0.6162,236.7419,247.9863,232.7029,9.9182,9.9182,3.0000
0.6263,236.9057,247.9789,232.8677,9.8057,9.8057,3.0000
0.6364,237.0581,247.9832,233.0407,9.8325,9.8325,3.0000
0.6465,237.2011,247.9843,233.2143,10.0991,10.0991,3.0000
0.6566,237.3353,247.9793,233.3753,10.2786,10.2786,3.0000
0.6667,237.4601,247.9717,233.5156,10.2939,10.2939,3.0000
0.6768,237.5753,247.9652,233.6368,10.3422,10.3422,3.0000
0.6869,237.6814,247.9611,233.7469,10.4583,10.4583,3.0000
0.6970,237.7806,247.9589,233.8533,10.5575,10.5575,3.0000
0.7071,237.8761,247.9573,233.9589,10.6188,10.6188,3.0000
0.7172,237.9709,247.9551,234.0611,10.7211,10.7211,3.0000
0.7273,238.0670,247.9525,234.1556,10.9258,10.9258,3.0000
0.7374,238.1647,247.9527,234.2392,11.0267,11.0267,3.0000
0.7475,238.2633,247.9602,234.3122,10.8398,10.8398,3.0000
0.7576,238.3610,247.9794,234.3783,10.8157,10.8157,3.0000
0.7677,238.4556,248.0000,234.4433,11.2939,11.2939,3.0000
0.7778,238.5444,248.0000,234.5121,11.7265,11.7265,3.0000
0.7879,238.6243,248.0000,234.5866,12.0015,12.0015,3.0000
0.7980,238.6929,248.0000,234.6647,12.2533,12.2533,3.0000
0.8081,238.7487,248.0000,234.7415,12.4142,12.4142,3.0000
0.8182,238.7927,248.0000,234.8113,12.5480,12.5480,3.0000
0.8283,238.8286,248.0000,234.8710,12.5611,12.5611,3.0000
0.8384,238.8629,248.0000,234.9216,12.5605,12.5605,3.0000
0.8485,238.9028,247.9308,234.9674,12.4895,12.4895,3.0000
0.8586,238.9544,247.8398,235.0140,12.3916,12.3916,3.0000
0.8687,239.0204,247.7622,235.0655,12.1321,12.1321,3.0000
0.8788,239.0992,247.7176,235.1221,11.9008,11.9008,3.0000
0.8889,239.1865,247.7172,235.1792,11.8722,11.8722,3.0000
0.8990,239.2774,247.7587,235.2291,11.8526,11.8526,3.0000
0.9091,239.3684,247.8273,235.2643,11.9120,11.9120,3.0000
0.9192,239.4557,247.9013,235.2812,11.9452,11.9452,3.0000
0.9293,239.5327,247.9592,235.2813,11.6835,11.6835,3.0000
0.9394,239.5925,247.9873,235.2696,11.4297,11.4297,3.0000
0.9495,239.6346,247.9849,235.2518,11.2956,11.2956,3.0000
0.9596,239.6670,247.9612,235.2330,11.1536,11.1536,3.0000
0.9697,239.6985,247.9259,235.2174,10.8239,10.8239,3.0000
0.9798,239.7301,247.8822,235.2083,10.4957,10.4957,3.0000
0.9899,239.7580,247.8295,235.2071,10.2466,10.2466,3.0000
1.0000,239.7816,247.7701,235.2114,9.9975,9.9975,3.0000
