phase,epi,trans,endo,curr_pressure,pred_pressure,ref_pressure
0.0000,239.7705,247.8444,234.6373,11.9598,11.9598,3.0000
0.0101,239.7696,247.9299,234.6228,12.9713,12.9713,0.7267
0.0202,239.7641,248.0000,234.5775,13.9827,13.9827,3.4437
0.0303,239.7440,248.0000,234.4810,17.3099,17.3099,9.0941
0.0404,239.6908,248.0000,234.3256,20.6853,20.6853,15.6210
0.0505,239.5813,248.0000,234.1085,25.5955,25.5955,21.5149
0.0606,239.3942,247.8271,233.8199,30.5709,30.5709,27.7421
0.0707,239.1170,247.4787,233.4364,35.7000,35.7000,35.5313
0.0808,238.7493,246.9701,232.9314,40.8391,40.8391,44.0129
0.0909,238.3028,246.3252,232.3005,45.9602,45.9602,51.9082
0.1010,237.7980,245.5980,231.5825,51.0798,51.0798,59.0701
0.1111,237.2586,244.8443,230.8515,55.9955,55.9955,65.6622
0.1212,236.7053,244.0884,230.1744,60.8880,60.8880,71.5767
0.1313,236.1512,243.3168,229.5667,65.3174,65.3174,76.6529
0.1414,235.6007,242.5069,228.9912,69.6821,69.6821,80.9571
0.1515,235.0530,241.6673,228.4090,72.1658,72.1658,84.6174
0.1616,234.5065,240.8490,227.8262,74.3359,74.3359,87.6401
0.1717,233.9619,240.1130,227.2834,76.0372,76.0372,90.0058
0.1818,233.4221,239.4882,226.8098,77.6470,77.6470,91.8315
0.1919,232.8917,238.9590,226.3972,79.5700,79.5700,93.2696
0.2020,232.3751,238.4897,226.0161,81.5635,81.5635,94.3339
0.2121,231.8762,238.0538,225.6466,83.3928,83.3928,94.9995
0.2222,231.3973,237.6433,225.2908,85.1800,85.1800,95.3925
0.2323,230.9392,237.2534,224.9589,87.1808,87.1808,95.6913
0.2424,230.5015,236.8683,224.6521,89.2435,89.2435,95.9446
0.2525,230.0835,236.4634,224.3630,91.1386,91.1386,96.1420
0.2626,229.6851,236.0196,224.0875,92.9794,92.9794,96.3022
0.2727,229.3072,235.5288,223.8308,94.5266,94.5266,96.4487
0.2828,228.9499,234.9941,223.6024,95.9679,95.9679,96.5131
0.2929,228.6125,234.4294,223.4092,97.2047,97.2047,96.3906
0.3030,228.2928,233.8568,223.2531,98.3597,98.3597,96.1033
0.3131,227.9889,233.2946,223.1333,98.5545,98.5545,95.7340
0.3232,227.6996,232.7482,223.0478,98.3257,98.3257,95.2394
0.3333,227.4252,232.2195,222.9954,97.1904,97.1904,94.5038
0.3434,227.1658,231.7265,222.9745,95.6156,95.6156,93.4539
0.3535,226.9218,231.3083,222.9815,91.4996,91.4996,92.0254
0.3636,226.6961,231.0120,223.0130,86.0335,86.0335,89.9307
0.3737,226.4983,230.8773,223.0733,77.9417,77.9417,86.8080
0.3838,226.3486,230.9353,223.1863,68.3250,68.3250,83.2974
0.3939,226.2791,231.2176,223.3942,58.2188,58.2188,80.3678
0.4040,226.3278,231.7507,223.7353,47.8024,47.8024,73.5782
0.4141,226.5282,232.5310,224.2082,38.4276,38.4276,55.2495
0.4242,226.8960,233.5084,224.7609,29.7713,29.7713,30.0558
0.4343,227.4227,234.6125,225.3237,23.0295,23.0295,11.8402
0.4444,228.0776,235.8021,225.8575,17.7239,17.7239,4.2596
0.4545,228.8173,237.0849,226.3654,14.2903,14.2903,2.3914
0.4646,229.5975,238.4906,226.8632,12.3825,12.3825,2.7005
0.4747,230.3841,240.0298,227.3537,10.9365,10.9365,3.1607
0.4848,231.1586,241.6708,227.8264,9.8992,9.8992,3.0840
0.4949,231.9158,243.3393,228.2722,9.2109,9.2109,2.9576
0.5051,232.6552,244.9255,228.6914,8.8576,8.8576,2.9765
0.5152,233.3718,246.2939,229.0936,8.6230,8.6230,3.0111
0.5253,234.0518,247.3148,229.4923,8.5120,8.5120,3.0066
0.5354,234.6736,247.9233,229.8961,8.6273,8.6273,2.9971
0.5455,235.2161,248.0000,230.2999,8.9987,8.9987,2.9982
0.5556,235.6662,248.0000,230.6811,9.1146,9.1146,3.0008
0.5657,236.0246,248.0000,231.0101,8.9173,8.9173,3.0005
0.5758,236.3043,248.0000,231.2689,8.9282,8.9282,2.9998
0.5859,236.5246,248.0000,231.4647,9.2168,9.2168,2.9999
0.5960,236.7044,248.0000,231.6255,9.3791,9.3791,3.0001
0.6061,236.8580,248.0000,231.7794,9.3586,9.3586,3.0000
0.6162,236.9942,248.0000,231.9384,9.4455,9.4455,3.0000
0.6263,237.1176,248.0000,232.0978,9.7021,9.7021,3.0000
0.6364,237.2302,247.9994,232.2478,9.8822,9.8822,3.0000
0.6465,237.3334,248.0000,232.3841,9.9304,9.9304,3.0000
0.6566,237.4291,248.0000,232.5079,10.0028,10.0028,3.0000
0.6667,237.5196,248.0000,232.6214,10.1208,10.1208,3.0000
0.6768,237.6081,247.9994,232.7263,10.2737,10.2737,3.0000
0.6869,237.6978,247.9973,232.8269,10.4985,10.4985,3.0000
0.6970,237.7916,247.9949,232.9309,10.5938,10.5938,3.0000
0.7071,237.8900,247.9924,233.0427,10.3955,10.3955,3.0000
0.7172,237.9908,247.9903,233.1599,10.3145,10.3145,3.0000
0.7273,238.0898,247.9901,233.2749,10.5267,10.5267,3.0000
0.7374,238.1826,247.9929,233.3826,10.7125,10.7125,3.0000
0.7475,238.2662,247.9984,233.4828,10.8250,10.8250,3.0000
0.7576,238.3395,248.0000,233.5792,10.8949,10.8949,3.0000
0.7677,238.4045,248.0000,233.6760,10.8335,10.8335,3.0000
0.7778,238.4642,248.0000,233.7751,10.8323,10.8323,3.0000
0.7879,238.5215,248.0000,233.8759,11.0392,11.0392,3.0000
0.7980,238.5772,248.0000,233.9746,11.2135,11.2135,3.0000
0.8081,238.6309,248.0000,234.0647,11.2610,11.2610,3.0000
0.8182,238.6818,248.0000,234.1399,11.2826,11.2826,3.0000
0.8283,238.7306,248.0000,234.1986,11.1892,11.1892,3.0000
0.8384,238.7793,248.0000,234.2453,11.0818,11.0818,3.0000
0.8485,238.8310,247.9625,234.2866,10.9024,10.9024,3.0000
0.8586,238.8887,247.9061,234.3262,10.7466,10.7466,3.0000
0.8687,238.9553,247.8610,234.3639,10.7324,10.7324,3.0000
0.8788,239.0319,247.8381,234.3982,10.7382,10.7382,3.0000
0.8889,239.1174,247.8371,234.4281,10.8871,10.8871,3.0000
0.8990,239.2076,247.8493,234.4534,11.0415,11.0415,3.0000
0.9091,239.2965,247.8605,234.4743,11.2455,11.2455,3.0000
0.9192,239.3779,247.8558,234.4910,11.4185,11.4185,3.0000
0.9293,239.4481,247.8253,234.5047,11.2443,11.2443,3.0000
0.9394,239.5062,247.7673,234.5178,11.0904,11.0904,3.0000
0.9495,239.5540,247.6893,234.5337,11.2492,11.2492,3.0000
0.9596,239.5946,247.6079,234.5545,11.4002,11.4002,3.0000
0.9697,239.6314,247.5469,234.5793,11.3680,11.3680,3.0000
0.9798,239.6667,247.5297,234.6048,11.3362,11.3362,3.0000
0.9899,239.7018,247.5649,234.6278,11.3258,11.3258,3.0000
1.0000,239.7371,247.6360,234.6481,11.3155,11.3155,3.0000
