Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.06,200.00,0.04
0.20,200.01,0.10,202.01,0.12,200.01,0.09
0.40,200.04,0.20,202.05,0.23,200.03,0.17
0.60,200.09,0.30,202.10,0.35,200.08,0.26
0.80,200.16,0.40,202.18,0.46,200.14,0.35
1.00,200.25,0.50,202.29,0.57,200.22,0.43
1.20,200.36,0.60,202.41,0.69,200.31,0.52
1.40,200.49,0.69,202.56,0.80,200.43,0.61
1.60,200.64,0.79,202.73,0.91,200.56,0.69
1.80,200.81,0.89,202.93,1.02,200.70,0.77
2.00,200.99,0.98,203.14,1.13,200.86,0.86
2.20,201.20,1.08,203.38,1.24,201.04,0.94
2.40,201.42,1.17,203.64,1.35,201.24,1.02
2.60,201.67,1.26,203.92,1.46,201.45,1.10
2.80,201.93,1.36,204.23,1.56,201.68,1.18
3.00,202.21,1.45,204.55,1.67,201.93,1.26
3.20,202.51,1.53,204.89,1.77,202.18,1.34
3.40,202.82,1.62,205.26,1.87,202.46,1.41
3.60,203.16,1.71,205.64,1.97,202.75,1.49
3.80,203.51,1.79,206.04,2.06,203.05,1.56
4.00,203.87,1.87,206.46,2.16,203.37,1.63
4.20,204.25,1.95,206.90,2.25,203.71,1.70
4.40,204.65,2.03,207.36,2.34,204.05,1.77
4.60,205.07,2.10,207.84,2.42,204.41,1.83
4.80,205.49,2.18,208.33,2.51,204.78,1.90
5.00,205.94,2.25,208.84,2.59,205.17,1.96
5.20,206.39,2.32,209.37,2.67,205.57,2.02
5.40,206.86,2.38,209.91,2.75,205.98,2.08
5.60,207.35,2.45,210.47,2.82,206.40,2.13
5.80,207.84,2.51,211.04,2.89,206.83,2.19
6.00,208.35,2.57,211.63,2.96,207.27,2.24
6.20,208.87,2.63,212.23,3.03,207.73,2.29
6.40,209.40,2.68,212.84,3.09,208.19,2.33
6.60,209.94,2.73,213.46,3.15,208.66,2.38
6.80,210.49,2.78,214.10,3.21,209.14,2.42
7.00,211.05,2.83,214.74,3.26,209.63,2.46
7.20,211.62,2.87,215.40,3.31,210.12,2.50
7.40,212.20,2.91,216.07,3.35,210.63,2.53
7.60,212.79,2.95,216.74,3.40,211.14,2.57
7.80,213.38,2.98,217.43,3.44,211.65,2.60
8.00,213.98,3.01,218.12,3.47,212.18,2.62
8.20,214.59,3.04,218.81,3.50,212.70,2.65
8.40,215.20,3.07,219.52,3.53,213.24,2.67
8.60,215.81,3.09,220.23,3.56,213.77,2.69
8.80,216.43,3.11,220.94,3.58,214.31,2.71
9.00,217.06,3.12,221.66,3.60,214.85,2.72
9.20,217.68,3.14,222.38,3.61,215.40,2.73
9.40,218.31,3.14,223.11,3.62,215.95,2.74
9.60,218.94,3.15,223.83,3.63,216.49,2.74
9.80,219.57,3.15,224.56,3.64,217.04,2.75
10.00,220.20,3.15,225.29,3.64,217.59,2.75
10.20,220.83,3.15,226.01,3.63,218.14,2.74
10.40,221.46,3.14,226.74,3.62,218.69,2.74
10.60,222.09,3.14,227.46,3.61,219.24,2.73
10.80,222.72,3.12,228.18,3.60,219.78,2.72
11.00,223.34,3.11,228.90,3.58,220.33,2.71
11.20,223.96,3.09,229.62,3.56,220.87,2.69
11.40,224.57,3.07,230.33,3.53,221.40,2.67
11.60,225.18,3.04,231.03,3.50,221.93,2.65
11.80,225.79,3.01,231.73,3.47,222.46,2.62
12.00,226.39,2.98,232.42,3.44,222.98,2.60
12.20,226.98,2.95,233.10,3.40,223.50,2.57
12.40,227.57,2.91,233.78,3.35,224.01,2.53
12.60,228.15,2.87,234.44,3.31,224.51,2.50
12.80,228.72,2.83,235.10,3.26,225.01,2.46
13.00,229.28,2.78,235.75,3.21,225.50,2.42
13.20,229.83,2.73,236.38,3.15,225.98,2.38
13.40,230.37,2.68,237.01,3.09,226.45,2.33
13.60,230.90,2.63,237.62,3.03,226.91,2.29
13.80,231.42,2.57,238.22,2.96,227.36,2.24
14.00,231.93,2.51,238.80,2.89,227.81,2.19
14.20,232.42,2.45,239.38,2.82,228.24,2.13
14.40,232.91,2.38,239.93,2.75,228.66,2.08
14.60,233.38,2.32,240.48,2.67,229.07,2.02
14.80,233.83,2.25,241.00,2.59,229.47,1.96
15.00,234.28,2.18,241.51,2.51,229.85,1.90
15.20,234.71,2.10,242.01,2.42,230.23,1.83
15.40,235.12,2.03,242.48,2.34,230.59,1.77
15.60,235.52,1.95,242.94,2.25,230.93,1.70
15.80,235.90,1.87,243.38,2.16,231.26,1.63
16.00,236.26,1.79,243.80,2.06,231.58,1.56
16.20,236.61,1.71,244.21,1.97,231.89,1.49
16.40,236.95,1.62,244.59,1.87,232.18,1.41
16.60,237.26,1.53,244.95,1.77,232.45,1.34
16.80,237.56,1.45,245.30,1.67,232.71,1.26
17.00,237.84,1.36,245.62,1.56,232.96,1.18
17.20,238.10,1.26,245.92,1.46,233.18,1.10
17.40,238.35,1.17,246.20,1.35,233.40,1.02
17.60,238.57,1.08,246.46,1.24,233.59,0.94
17.80,238.78,0.98,246.70,1.13,233.77,0.86
18.00,238.97,0.89,246.92,1.02,233.94,0.77
18.20,239.13,0.79,247.11,0.91,234.08,0.69
18.40,239.28,0.69,247.28,0.80,234.21,0.61
18.60,239.41,0.60,247.43,0.69,234.32,0.52
18.80,239.52,0.50,247.56,0.57,234.42,0.43
19.00,239.61,0.40,247.66,0.46,234.50,0.35
19.20,239.68,0.30,247.74,0.35,234.56,0.26
19.40,239.73,0.20,247.80,0.23,234.60,0.17
19.60,239.76,0.10,247.83,0.12,234.63,0.09
19.80,239.77,0.03,247.84,0.03,234.64,0.02
20.00,239.77,-0.00,247.84,0.21,234.64,-0.04
20.20,239.77,-0.02,247.93,0.39,234.62,-0.15
20.40,239.76,-0.06,248.00,0.18,234.58,-0.35
20.60,239.74,-0.18,248.00,0.00,234.48,-0.63
20.80,239.69,-0.41,248.00,0.00,234.33,-0.93
21.00,239.58,-0.74,248.00,-0.43,234.11,-1.26
