Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.05,200.00,0.05
0.20,200.01,0.11,202.01,0.10,200.01,0.09
0.40,200.04,0.22,202.04,0.20,200.04,0.18
0.60,200.10,0.33,202.09,0.30,200.08,0.27
0.80,200.17,0.43,202.16,0.40,200.14,0.36
1.00,200.27,0.54,202.25,0.50,200.23,0.45
1.20,200.39,0.65,202.36,0.60,200.33,0.54
1.40,200.53,0.76,202.49,0.69,200.44,0.63
1.60,200.69,0.86,202.64,0.79,200.58,0.72
1.80,200.88,0.97,202.80,0.89,200.73,0.81
2.00,201.08,1.07,202.99,0.98,200.90,0.89
2.20,201.31,1.17,203.20,1.08,201.09,0.98
2.40,201.55,1.28,203.42,1.17,201.29,1.06
2.60,201.82,1.38,203.67,1.26,201.51,1.15
2.80,202.10,1.48,203.93,1.35,201.75,1.23
3.00,202.41,1.57,204.21,1.44,202.00,1.31
3.20,202.73,1.67,204.51,1.53,202.27,1.39
3.40,203.07,1.76,204.82,1.62,202.56,1.47
3.60,203.44,1.86,205.15,1.70,202.86,1.55
3.80,203.82,1.95,205.50,1.79,203.18,1.62
4.00,204.22,2.04,205.87,1.87,203.51,1.69
4.20,204.63,2.12,206.25,1.95,203.85,1.77
4.40,205.06,2.21,206.65,2.03,204.22,1.84
4.60,205.51,2.29,207.06,2.10,204.59,1.91
4.80,205.98,2.37,207.49,2.18,204.98,1.97
5.00,206.46,2.45,207.93,2.25,205.38,2.04
5.20,206.96,2.52,208.39,2.32,205.79,2.10
5.40,207.47,2.60,208.86,2.38,206.22,2.16
5.60,208.00,2.67,209.34,2.45,206.66,2.22
5.80,208.54,2.73,209.84,2.51,207.11,2.27
6.00,209.09,2.80,210.34,2.57,207.57,2.33
6.20,209.66,2.86,210.86,2.62,208.04,2.38
6.40,210.23,2.92,211.39,2.68,208.52,2.43
6.60,210.82,2.97,211.94,2.73,209.01,2.48
6.80,211.42,3.03,212.49,2.78,209.51,2.52
7.00,212.03,3.08,213.05,2.82,210.02,2.56
7.20,212.65,3.12,213.62,2.87,210.53,2.60
7.40,213.28,3.17,214.19,2.91,211.06,2.64
7.60,213.92,3.21,214.78,2.94,211.59,2.67
7.80,214.57,3.25,215.37,2.98,212.12,2.70
8.00,215.22,3.28,215.97,3.01,212.67,2.73
8.20,215.88,3.31,216.58,3.04,213.22,2.75
8.40,216.54,3.34,217.19,3.06,213.77,2.78
8.60,217.21,3.36,217.80,3.09,214.33,2.80
8.80,217.89,3.38,218.42,3.10,214.89,2.81
9.00,218.57,3.40,219.04,3.12,215.45,2.83
9.20,219.25,3.41,219.67,3.13,216.02,2.84
9.40,219.93,3.42,220.30,3.14,216.59,2.85
9.60,220.62,3.43,220.93,3.15,217.16,2.86
9.80,221.30,3.43,221.56,3.15,217.73,2.86
10.00,221.99,3.43,222.19,3.15,218.30,2.86
10.20,222.68,3.43,222.82,3.15,218.87,2.86
10.40,223.36,3.42,223.45,3.14,219.45,2.85
10.60,224.05,3.41,224.07,3.13,220.01,2.84
10.80,224.73,3.40,224.70,3.12,220.58,2.83
11.00,225.40,3.38,225.32,3.10,221.15,2.81
11.20,226.08,3.36,225.94,3.09,221.71,2.80
11.40,226.75,3.34,226.56,3.06,222.27,2.78
11.60,227.41,3.31,227.17,3.04,222.82,2.75
11.80,228.07,3.28,227.77,3.01,223.37,2.73
12.00,228.73,3.25,228.37,2.98,223.91,2.70
12.20,229.37,3.21,228.96,2.94,224.45,2.67
12.40,230.01,3.17,229.55,2.91,224.98,2.64
12.60,230.64,3.12,230.13,2.87,225.50,2.60
12.80,231.26,3.08,230.69,2.82,226.02,2.56
13.00,231.87,3.03,231.26,2.78,226.53,2.52
13.20,232.47,2.97,231.81,2.73,227.03,2.48
13.40,233.06,2.92,232.35,2.68,227.52,2.43
13.60,233.64,2.86,232.88,2.62,228.00,2.38
13.80,234.20,2.80,233.40,2.57,228.47,2.33
14.00,234.75,2.73,233.90,2.51,228.93,2.27
14.20,235.29,2.67,234.40,2.45,229.38,2.22
14.40,235.82,2.60,234.88,2.38,229.82,2.16
14.60,236.33,2.52,235.35,2.32,230.24,2.10
14.80,236.83,2.45,235.81,2.25,230.66,2.04
15.00,237.31,2.37,236.25,2.18,231.06,1.97
15.20,237.78,2.29,236.68,2.10,231.45,1.91
15.40,238.23,2.21,237.09,2.03,231.82,1.84
15.60,238.66,2.12,237.49,1.95,232.18,1.77
15.80,239.08,2.04,237.87,1.87,232.53,1.69
16.00,239.48,1.95,238.24,1.79,232.86,1.62
16.20,239.86,1.86,238.59,1.70,233.18,1.55
16.40,240.22,1.76,238.92,1.62,233.48,1.47
16.60,240.56,1.67,239.23,1.53,233.76,1.39
16.80,240.89,1.57,239.53,1.44,234.03,1.31
17.00,241.19,1.48,239.81,1.35,234.29,1.23
17.20,241.48,1.38,240.07,1.26,234.52,1.15
