Time (s),Position U1 (mm),Velocity U1 (mm/s),Position U2 (mm),Velocity U2 (mm/s),Position U3 (mm),Velocity U3 (mm/s)
0.00,200.00,0.05,202.00,0.06,200.00,0.04
0.20,200.01,0.10,202.01,0.12,200.01,0.09
0.40,200.04,0.20,202.05,0.23,200.04,0.18
0.60,200.09,0.30,202.10,0.35,200.08,0.26
0.80,200.16,0.40,202.18,0.46,200.14,0.35
1.00,200.25,0.50,202.29,0.57,200.22,0.44
1.20,200.36,0.60,202.41,0.69,200.32,0.52
1.40,200.49,0.70,202.56,0.80,200.43,0.61
1.60,200.64,0.80,202.74,0.91,200.56,0.70
1.80,200.81,0.89,202.93,1.03,200.71,0.78
2.00,201.00,0.99,203.15,1.14,200.87,0.87
2.20,201.21,1.09,203.38,1.24,201.05,0.95
2.40,201.43,1.18,203.64,1.35,201.25,1.03
2.60,201.68,1.27,203.92,1.46,201.47,1.11
2.80,201.94,1.36,204.23,1.56,201.70,1.19
3.00,202.22,1.45,204.55,1.67,201.94,1.27
3.20,202.52,1.54,204.89,1.77,202.20,1.35
3.40,202.84,1.63,205.26,1.87,202.48,1.42
3.60,203.18,1.72,205.64,1.97,202.77,1.50
3.80,203.53,1.80,206.04,2.06,203.08,1.57
4.00,203.90,1.88,206.47,2.16,203.40,1.64
4.20,204.28,1.96,206.91,2.25,203.74,1.71
4.40,204.68,2.04,207.37,2.34,204.09,1.78
4.60,205.10,2.12,207.84,2.43,204.45,1.85
4.80,205.53,2.19,208.34,2.51,204.83,1.91
5.00,205.97,2.26,208.85,2.59,205.22,1.98
5.20,206.43,2.33,209.37,2.67,205.62,2.04
5.40,206.91,2.40,209.92,2.75,206.03,2.10
5.60,207.39,2.46,210.47,2.82,206.46,2.15
5.80,207.89,2.53,211.05,2.90,206.89,2.21
6.00,208.40,2.59,211.63,2.96,207.34,2.26
6.20,208.93,2.64,212.23,3.03,207.80,2.31
6.40,209.46,2.70,212.84,3.09,208.26,2.36
6.60,210.00,2.75,213.47,3.15,208.74,2.40
6.80,210.56,2.80,214.10,3.21,209.22,2.44
7.00,211.12,2.84,214.75,3.26,209.72,2.48
7.20,211.70,2.89,215.41,3.31,210.22,2.52
7.40,212.28,2.93,216.08,3.36,210.73,2.56
7.60,212.87,2.97,216.75,3.40,211.24,2.59
7.80,213.46,3.00,217.44,3.44,211.76,2.62
8.00,214.07,3.03,218.13,3.47,212.29,2.65
8.20,214.68,3.06,218.82,3.51,212.82,2.67
8.40,215.29,3.08,219.53,3.54,213.36,2.69
8.60,215.91,3.11,220.24,3.56,213.90,2.71
8.80,216.53,3.13,220.95,3.58,214.44,2.73
9.00,217.16,3.14,221.67,3.60,214.99,2.74
9.20,217.79,3.15,222.39,3.62,215.54,2.76
9.40,218.42,3.16,223.12,3.63,216.09,2.76
9.60,219.06,3.17,223.85,3.63,216.65,2.77
9.80,219.69,3.17,224.57,3.64,217.20,2.77
10.00,220.33,3.17,225.30,3.64,217.75,2.77
10.20,220.96,3.17,226.03,3.63,218.31,2.77
10.40,221.59,3.16,226.75,3.63,218.86,2.76
10.60,222.23,3.15,227.48,3.62,219.41,2.76
10.80,222.86,3.14,228.20,3.60,219.96,2.74
11.00,223.48,3.13,228.92,3.58,220.51,2.73
11.20,224.11,3.11,229.63,3.56,221.06,2.71
11.40,224.73,3.08,230.34,3.54,221.60,2.69
11.60,225.34,3.06,231.05,3.51,222.13,2.67
11.80,225.95,3.03,231.75,3.47,222.67,2.65
12.00,226.55,3.00,232.44,3.44,223.19,2.62
12.20,227.15,2.97,233.12,3.40,223.71,2.59
12.40,227.74,2.93,233.80,3.36,224.23,2.56
12.60,228.32,2.89,234.47,3.31,224.74,2.52
12.80,228.89,2.84,235.12,3.26,225.24,2.48
13.00,229.46,2.80,235.77,3.21,225.73,2.44
13.20,230.01,2.75,236.41,3.15,226.22,2.40
13.40,230.56,2.70,237.03,3.09,226.69,2.36
13.60,231.09,2.64,237.64,3.03,227.16,2.31
13.80,231.62,2.59,238.24,2.96,227.62,2.26
14.00,232.13,2.53,238.83,2.90,228.06,2.21
14.20,232.63,2.46,239.40,2.82,228.50,2.15
14.40,233.11,2.40,239.96,2.75,228.92,2.10
14.60,233.59,2.33,240.50,2.67,229.34,2.04
14.80,234.05,2.26,241.03,2.59,229.74,1.98
15.00,234.49,2.19,241.54,2.51,230.13,1.91
15.20,234.92,2.12,242.03,2.43,230.50,1.85
15.40,235.34,2.04,242.51,2.34,230.87,1.78
15.60,235.74,1.96,242.97,2.25,231.22,1.71
15.80,236.12,1.88,243.41,2.16,231.55,1.64
16.00,236.49,1.80,243.83,2.06,231.87,1.57
16.20,236.84,1.72,244.23,1.97,232.18,1.50
16.40,237.18,1.63,244.62,1.87,232.47,1.42
16.60,237.49,1.54,244.98,1.77,232.75,1.35
16.80,237.79,1.45,245.32,1.67,233.01,1.27
17.00,238.08,1.36,245.65,1.56,233.26,1.19
17.20,238.34,1.27,245.95,1.46,233.49,1.11
17.40,238.59,1.18,246.23,1.35,233.70,1.03
17.60,238.81,1.09,246.49,1.24,233.90,0.95
17.80,239.02,0.99,246.73,1.14,234.08,0.87
18.00,239.21,0.89,246.94,1.03,234.25,0.78
18.20,239.38,0.80,247.14,0.91,234.39,0.70
18.40,239.53,0.70,247.31,0.80,234.53,0.61
18.60,239.66,0.60,247.46,0.69,234.64,0.52
18.80,239.77,0.50,247.59,0.57,234.74,0.44
19.00,239.86,0.40,247.69,0.46,234.81,0.35
19.20,239.93,0.30,247.77,0.35,234.88,0.26
19.40,239.98,0.20,247.83,0.23,234.92,0.18
19.60,240.01,0.10,247.86,0.12,234.95,0.09
19.80,240.02,0.03,247.87,0.03,234.95,0.02
20.00,240.02,0.02,247.87,0.10,234.95,-0.01
20.20,240.03,0.02,247.91,0.23,234.95,-0.05
20.40,240.03,-0.05,247.96,0.21,234.94,-0.12
20.60,240.01,-0.15,248.00,0.09,234.90,-0.24
20.80,239.97,-0.27,248.00,0.00,234.84,-0.40
21.00,239.90,-0.41,248.00,0.00,234.74,-0.59
